decision,label,feature,feature_type,dev_iqr,dev_pos,dev_neg,dev_effect,dev_n,ref_pos,ref_neg,ref_effect,ref_n,direction_consistent,robust_score
PLUS15_CLOSE,CLEAN1R,p15_close_above_anchor_rate,NUMERIC,0.6666666666666667,1.0,0.3333333333333333,1.0,498,1.0,0.3333333333333333,1.0,309,True,1.0
PLUS15_CLOSE,CLEAN1R,p15_max_close_r,NUMERIC,0.3103603443566407,0.33750000000002,0.10149253731342468,0.7604304705094503,498,0.3095662507427326,0.076569678407351,0.7507291977600108,309,True,0.7507291977600108
PLUS15_CLOSE,CLEAN1R,p15_close_r,NUMERIC,0.4079824012628927,0.2714285714285763,-0.006060606060600632,0.6801498707547693,498,0.24111801242235953,-0.06985294117645108,0.7622165873729182,309,True,0.6801498707547693
PLUS15_CLOSE,CLEAN1R,p15_body_r,NUMERIC,0.41429227382120204,0.2721088435373997,-0.007575757575750725,0.6750900723624288,498,0.24111801242235953,-0.06985294117645108,0.7506076585271241,309,True,0.6750900723624288
PLUS15_CLOSE,CLEAN1R,p15_high_r,NUMERIC,0.3267184339532082,0.4206081081081085,0.2214369846878673,0.6096109148489797,498,0.4072922393850502,0.20555555555555896,0.6174634268061638,309,True,0.6096109148489797
PLUS15_CLOSE,CLEAN1R,p15_close_location,NUMERIC,0.4452173332976412,0.7903225806451701,0.5365853658536602,0.569917646539334,498,0.7644631031220629,0.4727272727274043,0.6552661106741422,309,True,0.569917646539334
PLUS15_CLOSE,CLEAN1R,p15_min_close_r,NUMERIC,0.36895901660285835,0.057777777777775756,-0.15910132966529197,0.5878135448211934,498,0.03071532353013518,-0.14723926380368696,0.4823153231822754,309,True,0.4823153231822754
PLUS15_CLOSE,CLEAN1R,p5_body_r,NUMERIC,0.3009142469221804,0.13636363636364224,0.001512859304083341,0.4481368976007066,498,0.10120849617909622,-0.01627906976745345,0.3904353720311993,309,True,0.3904353720311993
PLUS15_CLOSE,CLEAN1R,p5_close_r,NUMERIC,0.30073618632212296,0.13636363636364224,0.0020080321285122224,0.4467556960079947,498,0.10120849617909622,-0.015686274509789936,0.38869539485241206,309,True,0.38869539485241206
PLUS15_CLOSE,CLEAN1R,p15_path_efficiency,NUMERIC,1.6950769230769005,0.5932203389830182,-0.056603773584857096,0.3833596598013474,498,0.6908496732026141,-0.16279069767440016,0.503599783145822,309,True,0.3833596598013474
PLUS15_CLOSE,CLEAN1R,ALL3_CLOSES_ABOVE_ANCHOR,BINARY,,0.6227544910179641,0.2719033232628399,0.3508511677551242,498,0.5701754385964912,0.2153846153846154,0.3547908232118758,309,True,0.3508511677551242
PLUS15_CLOSE,CLEAN1R,p15_close_slope_r_per_bar,NUMERIC,0.1798759605824793,0.05403087478560544,-0.007978723404243333,0.34473532755042746,498,0.06945992501778384,-0.018711018711009823,0.4901763606614029,309,True,0.34473532755042746
PLUS15_CLOSE,CLEAN1R,p15_low_r,NUMERIC,0.36077975318867855,-0.15763546798029432,-0.32291666666666635,0.4581221568715199,498,-0.15493814402084644,-0.27868852459015275,0.3430081080647229,309,True,0.3430081080647229
PLUS15_CLOSE,CLEAN1R,p5_recovery_from_low_r,NUMERIC,0.26047745457461136,0.2610114192495961,0.1799999999999987,0.3110112519407795,498,0.23727422003281912,0.1501340482573573,0.33454016938921416,309,True,0.3110112519407795
PLUS15_CLOSE,CLEAN1R,CLOSE15_ABOVE_ANCHOR,BINARY,,0.8083832335329342,0.4984894259818731,0.30989380755106105,498,0.7894736842105263,0.41025641025641024,0.3792172739541161,309,True,0.30989380755106105
PLUS15_CLOSE,CLEAN1R,p5_close_location,NUMERIC,0.5624060166941187,0.7368421052628744,0.531311154598828,0.3654494165481706,498,0.6814075630251901,0.5077720207253813,0.3087369927520631,309,True,0.3087369927520631
PLUS15_CLOSE,CLEAN1R,p5_high_r,NUMERIC,0.2399541687398422,0.24390243902438996,0.15222482435598053,0.38206302124221936,498,0.21027178949113962,0.13871635610765082,0.2982045853142441,309,True,0.2982045853142441
PLUS15_CLOSE,CLEAN1R,CLOSE5_ABOVE_ANCHOR,BINARY,,0.7784431137724551,0.513595166163142,0.2648479476093131,498,0.7105263157894737,0.47692307692307695,0.23360323886639672,309,True,0.23360323886639672
