decision,feature,q25,q50,q75,dev_n
TOUCH_CLOSE,zone_age_hours,3.5,9.25,35.0,785
TOUCH_CLOSE,bos_body_zw,0.9611398963730631,1.5860655737704834,2.6144578313253706,785
TOUCH_CLOSE,pullback_close_slope_zw_per_bar,-0.5006144393241271,-0.2112211221122269,-0.07553566913587938,785
TOUCH_CLOSE,compression_last3_vs_earlier,0.8480915323327891,1.1104300176465154,1.4959964412811395,416
TOUCH_CLOSE,touch_penetration_zw,0.14410480349344154,0.3431372549019892,0.7806451612903322,785
TOUCH_CLOSE,touch_floor_sweep_depth_zw,0.0,0.0,0.0,785
TOUCH_CLOSE,touch_close_vs_demand_high_zw,-0.1353711790393011,0.11961722488038258,0.5844748858447629,785
TOUCH_CLOSE,touch_close_vs_demand_low_zw,0.8646288209606989,1.1196172248803826,1.584474885844763,785
TOUCH_CLOSE,touch_recovery_from_low_zw,0.2049469964664266,0.5339805825241829,1.2089552238805716,785
TOUCH_CLOSE,touch_lower_wick_zw,0.20134228187918196,0.5,1.105691056910666,785
TOUCH_CLOSE,touch_upper_wick_zw,0.03750000000000222,0.12562814070351702,0.28070175438601214,785
TOUCH_CLOSE,touch_body_zw,-1.592920353982187,-0.7777777777777778,-0.298913043478231,785
TOUCH_CLOSE,touch_range_zw,0.9545454545454412,1.632075471698127,3.020618556700953,785
TOUCH_CLOSE,touch_close_location,0.1813261163734823,0.3256578947368429,0.5706521739130442,785
PLUS5_CLOSE,zone_age_hours,3.5,8.5,28.75,604
PLUS5_CLOSE,bos_body_zw,0.8585593220338753,1.4536878216124327,2.342992477013234,604
PLUS5_CLOSE,pullback_close_slope_zw_per_bar,-0.4204081543171883,-0.18022233452121944,-0.06771094402675505,604
PLUS5_CLOSE,compression_last3_vs_earlier,0.8476190476190796,1.0880503144654001,1.437665782493395,317
PLUS5_CLOSE,touch_penetration_zw,0.11613524595655637,0.2578411223304121,0.506261722181329,604
PLUS5_CLOSE,touch_floor_sweep_depth_zw,0.0,0.0,0.0,604
PLUS5_CLOSE,touch_close_vs_demand_high_zw,-0.027169452014319608,0.206120398282631,0.6874396135265937,604
PLUS5_CLOSE,touch_close_vs_demand_low_zw,0.9728305479856805,1.206120398282631,1.6874396135265937,604
PLUS5_CLOSE,touch_recovery_from_low_zw,0.1957254901960739,0.4987562189054737,1.1641440388029793,604
PLUS5_CLOSE,touch_lower_wick_zw,0.1900682062941204,0.44617794486217577,1.0118591060585396,604
PLUS5_CLOSE,touch_upper_wick_zw,0.033634538152608376,0.11193632246626775,0.2427670565604603,604
PLUS5_CLOSE,touch_body_zw,-1.0442128977752334,-0.5544010101541745,-0.19449099287808086,604
PLUS5_CLOSE,touch_range_zw,0.8417127988404397,1.2664797166871766,2.355276319079713,604
PLUS5_CLOSE,touch_close_location,0.2241379310344742,0.38283424408014755,0.6382414303661142,604
PLUS5_CLOSE,p5_close_r,-0.1513531266421306,0.04692101966891652,0.20335748322474653,604
PLUS5_CLOSE,p5_high_r,0.08695652173914241,0.19584115446569567,0.37220665787739815,604
PLUS5_CLOSE,p5_low_r,-0.39169920871441044,-0.1774577572964708,-0.07138615541227916,604
PLUS5_CLOSE,p5_body_r,-0.15095785440612658,0.04583654317529836,0.2047475940659246,604
PLUS5_CLOSE,p5_range_r,0.27868852459015214,0.45608521319250145,0.7056584054941807,604
PLUS5_CLOSE,p5_recovery_from_low_r,0.09971470931372331,0.20833333333333842,0.3981211393273807,604
PLUS5_CLOSE,p5_close_location,0.270103378894062,0.5796762184115305,0.850950326492515,604
PLUS5_CLOSE,p5_close_vs_demand_high_zw,-0.04113494721668272,0.2599326599326732,0.7506983990544789,604
PLUS15_CLOSE,zone_age_hours,3.5,7.75,26.875,498
PLUS15_CLOSE,bos_body_zw,0.8090087559114076,1.3984622342831268,2.1880165289256706,498
PLUS15_CLOSE,pullback_close_slope_zw_per_bar,-0.40323689479012703,-0.1724726148377611,-0.06765478977214184,498
PLUS15_CLOSE,compression_last3_vs_earlier,0.8257815892314485,1.0803726708074577,1.421755151150491,262
PLUS15_CLOSE,touch_penetration_zw,0.1048733109212991,0.23964351997760414,0.4801321585903173,498
PLUS15_CLOSE,touch_floor_sweep_depth_zw,0.0,0.0,0.0,498
PLUS15_CLOSE,touch_close_vs_demand_high_zw,0.0006270903010027723,0.23795223041798874,0.7185822898032417,498
PLUS15_CLOSE,touch_close_vs_demand_low_zw,1.0006270903010028,1.2379522304179886,1.7185822898032417,498
PLUS15_CLOSE,touch_recovery_from_low_zw,0.2051808355851239,0.5086109960348055,1.1281601123595242,498
PLUS15_CLOSE,touch_lower_wick_zw,0.19904560031630936,0.4537102295610162,0.9562638172439413,498
PLUS15_CLOSE,touch_upper_wick_zw,0.03324276838279623,0.10484676882080271,0.231972561485696,498
PLUS15_CLOSE,touch_body_zw,-0.8878942939356099,-0.45277777777777,-0.13450144004466486,498
PLUS15_CLOSE,touch_range_zw,0.7484756097561119,1.1382551742205935,2.0281931443725405,498
PLUS15_CLOSE,touch_close_location,0.25534842697225096,0.42420141969831104,0.6747501665556352,498
PLUS15_CLOSE,p5_close_r,-0.11701227253491783,0.05455775410113746,0.1837239137872051,498
PLUS15_CLOSE,p5_high_r,0.07879394361293453,0.17844349510441374,0.3187481123527767,498
PLUS15_CLOSE,p5_low_r,-0.3338363514419848,-0.1501795717841221,-0.05540180401803821,498
PLUS15_CLOSE,p5_body_r,-0.11799444187122385,0.054767855790346376,0.1829198050509565,498
PLUS15_CLOSE,p5_range_r,0.2573906820649363,0.3975095034682677,0.5914721908090221,498
PLUS15_CLOSE,p5_recovery_from_low_r,0.0970006430474225,0.19909917091835794,0.35747809762203386,498
PLUS15_CLOSE,p5_close_location,0.2893734971947745,0.592788513440571,0.8517795138888933,498
PLUS15_CLOSE,p5_close_vs_demand_high_zw,0.001336898395720706,0.2804922762227363,0.7649172473867694,498
PLUS15_CLOSE,p15_close_r,-0.14888161483905388,0.06887261412361653,0.2591007864238388,498
PLUS15_CLOSE,p15_high_r,0.1407735398302887,0.2815606725146227,0.4674919737834969,498
PLUS15_CLOSE,p15_low_r,-0.4705882352941266,-0.24590576971529726,-0.10980848210544801,498
PLUS15_CLOSE,p15_body_r,-0.15380124545924917,0.06763115208856812,0.26049102836195287,498
PLUS15_CLOSE,p15_range_r,0.39650943557193574,0.6171862791061156,0.846153846153882,498
PLUS15_CLOSE,p15_close_location,0.37498386138867895,0.6036954444090571,0.8202011946863201,498
PLUS15_CLOSE,p15_green_rate,0.3333333333333333,0.6666666666666666,0.6666666666666666,498
PLUS15_CLOSE,p15_close_slope_r_per_bar,-0.07317281420763669,0.014110049539991317,0.1067031463748426,498
PLUS15_CLOSE,p15_path_efficiency,-0.6950769230769005,0.14285714285728784,1.0,498
PLUS15_CLOSE,p15_min_close_r,-0.28116386870456594,-0.07767667745896042,0.0877951478982924,498
PLUS15_CLOSE,p15_max_close_r,0.035469934235740956,0.16666666666667246,0.3458302785923817,498
PLUS15_CLOSE,p15_close_above_anchor_rate,0.3333333333333333,0.6666666666666666,1.0,498
PLUS15_CLOSE,p15_close_above_demand_high_rate,0.6666666666666666,1.0,1.0,498
