decision,label,feature,period,band,n,success,success_rate
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,DEV,Q1,80,24,0.3
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,DEV,Q2,79,27,0.34177215189873417
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,DEV,Q3,79,29,0.3670886075949367
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,DEV,Q4,79,26,0.3291139240506329
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,REF,Q1,70,26,0.37142857142857144
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,REF,Q2,45,20,0.4444444444444444
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,REF,Q3,48,17,0.3541666666666667
PLUS5_CLOSE,CLEAN1R,compression_last3_vs_earlier,REF,Q4,50,22,0.44
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,DEV,Q1,80,15,0.1875
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,DEV,Q2,79,20,0.25316455696202533
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,DEV,Q3,79,22,0.27848101265822783
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,DEV,Q4,79,19,0.24050632911392406
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,REF,Q1,70,19,0.2714285714285714
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,REF,Q2,45,17,0.37777777777777777
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,REF,Q3,48,15,0.3125
PLUS5_CLOSE,CLEAN1_5R,compression_last3_vs_earlier,REF,Q4,50,15,0.3
PLUS5_CLOSE,GE1R,touch_penetration_zw,DEV,Q1,151,69,0.45695364238410596
PLUS5_CLOSE,GE1R,touch_penetration_zw,DEV,Q2,151,76,0.5033112582781457
PLUS5_CLOSE,GE1R,touch_penetration_zw,DEV,Q3,151,83,0.5496688741721855
PLUS5_CLOSE,GE1R,touch_penetration_zw,DEV,Q4,151,89,0.5894039735099338
PLUS5_CLOSE,GE1R,touch_penetration_zw,REF,Q1,104,58,0.5576923076923077
PLUS5_CLOSE,GE1R,touch_penetration_zw,REF,Q2,81,41,0.5061728395061729
PLUS5_CLOSE,GE1R,touch_penetration_zw,REF,Q3,96,53,0.5520833333333334
PLUS5_CLOSE,GE1R,touch_penetration_zw,REF,Q4,88,55,0.625
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,DEV,Q1,151,53,0.3509933774834437
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,DEV,Q2,151,49,0.32450331125827814
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,DEV,Q3,151,61,0.40397350993377484
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,DEV,Q4,151,71,0.47019867549668876
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,REF,Q1,104,45,0.4326923076923077
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,REF,Q2,81,34,0.41975308641975306
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,REF,Q3,96,42,0.4375
PLUS5_CLOSE,GE1_5R,touch_penetration_zw,REF,Q4,88,42,0.4772727272727273
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,DEV,Q1,151,45,0.2980132450331126
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,DEV,Q2,151,48,0.31788079470198677
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,DEV,Q3,151,55,0.36423841059602646
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,DEV,Q4,151,54,0.3576158940397351
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,REF,Q1,104,42,0.40384615384615385
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,REF,Q2,81,29,0.35802469135802467
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,REF,Q3,96,39,0.40625
PLUS5_CLOSE,CLEAN1R,touch_penetration_zw,REF,Q4,88,32,0.36363636363636365
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,DEV,Q1,151,37,0.24503311258278146
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,DEV,Q2,151,27,0.17880794701986755
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,DEV,Q3,151,37,0.24503311258278146
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,DEV,Q4,151,40,0.26490066225165565
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,REF,Q1,104,30,0.28846153846153844
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,REF,Q2,81,25,0.30864197530864196
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,REF,Q3,96,32,0.3333333333333333
PLUS5_CLOSE,CLEAN1_5R,touch_penetration_zw,REF,Q4,88,23,0.26136363636363635
PLUS5_CLOSE,GE1R,touch_floor_sweep_depth_zw,DEV,Q1,543,281,0.5174953959484346
PLUS5_CLOSE,GE1R,touch_floor_sweep_depth_zw,DEV,Q4,61,36,0.5901639344262295
PLUS5_CLOSE,GE1R,touch_floor_sweep_depth_zw,REF,Q1,340,186,0.5470588235294118
PLUS5_CLOSE,GE1R,touch_floor_sweep_depth_zw,REF,Q4,29,21,0.7241379310344828
PLUS5_CLOSE,GE1_5R,touch_floor_sweep_depth_zw,DEV,Q1,543,206,0.37937384898710863
PLUS5_CLOSE,GE1_5R,touch_floor_sweep_depth_zw,DEV,Q4,61,28,0.45901639344262296
PLUS5_CLOSE,GE1_5R,touch_floor_sweep_depth_zw,REF,Q1,340,146,0.4294117647058823
PLUS5_CLOSE,GE1_5R,touch_floor_sweep_depth_zw,REF,Q4,29,17,0.5862068965517241
PLUS5_CLOSE,CLEAN1R,touch_floor_sweep_depth_zw,DEV,Q1,543,182,0.3351749539594843
PLUS5_CLOSE,CLEAN1R,touch_floor_sweep_depth_zw,DEV,Q4,61,20,0.32786885245901637
PLUS5_CLOSE,CLEAN1R,touch_floor_sweep_depth_zw,REF,Q1,340,127,0.3735294117647059
PLUS5_CLOSE,CLEAN1R,touch_floor_sweep_depth_zw,REF,Q4,29,15,0.5172413793103449
PLUS5_CLOSE,CLEAN1_5R,touch_floor_sweep_depth_zw,DEV,Q1,543,125,0.2302025782688766
PLUS5_CLOSE,CLEAN1_5R,touch_floor_sweep_depth_zw,DEV,Q4,61,16,0.26229508196721313
PLUS5_CLOSE,CLEAN1_5R,touch_floor_sweep_depth_zw,REF,Q1,340,99,0.2911764705882353
PLUS5_CLOSE,CLEAN1_5R,touch_floor_sweep_depth_zw,REF,Q4,29,11,0.3793103448275862
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,DEV,Q1,151,89,0.5894039735099338
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,DEV,Q2,151,73,0.48344370860927155
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,DEV,Q3,151,83,0.5496688741721855
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,DEV,Q4,151,72,0.4768211920529801
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,REF,Q1,106,65,0.6132075471698113
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,REF,Q2,103,57,0.5533980582524272
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,REF,Q3,92,45,0.4891304347826087
PLUS5_CLOSE,GE1R,touch_close_vs_demand_high_zw,REF,Q4,68,40,0.5882352941176471
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,DEV,Q1,151,71,0.47019867549668876
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,DEV,Q2,151,54,0.3576158940397351
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,DEV,Q3,151,57,0.37748344370860926
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,DEV,Q4,151,52,0.3443708609271523
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,REF,Q1,106,52,0.49056603773584906
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,REF,Q2,103,46,0.44660194174757284
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,REF,Q3,92,37,0.40217391304347827
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_high_zw,REF,Q4,68,28,0.4117647058823529
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,DEV,Q1,151,55,0.36423841059602646
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,DEV,Q2,151,49,0.32450331125827814
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,DEV,Q3,151,52,0.3443708609271523
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,DEV,Q4,151,46,0.304635761589404
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,REF,Q1,106,43,0.4056603773584906
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,REF,Q2,103,40,0.3883495145631068
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,REF,Q3,92,30,0.32608695652173914
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_high_zw,REF,Q4,68,29,0.4264705882352941
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,DEV,Q1,151,39,0.2582781456953642
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,DEV,Q2,151,30,0.1986754966887417
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,DEV,Q3,151,40,0.26490066225165565
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,DEV,Q4,151,32,0.2119205298013245
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,REF,Q1,106,34,0.32075471698113206
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,REF,Q2,103,32,0.3106796116504854
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,REF,Q3,92,25,0.2717391304347826
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_high_zw,REF,Q4,68,19,0.27941176470588236
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,DEV,Q1,151,89,0.5894039735099338
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,DEV,Q2,151,73,0.48344370860927155
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,DEV,Q3,151,83,0.5496688741721855
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,DEV,Q4,151,72,0.4768211920529801
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,REF,Q1,106,65,0.6132075471698113
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,REF,Q2,103,57,0.5533980582524272
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,REF,Q3,92,45,0.4891304347826087
PLUS5_CLOSE,GE1R,touch_close_vs_demand_low_zw,REF,Q4,68,40,0.5882352941176471
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,DEV,Q1,151,71,0.47019867549668876
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,DEV,Q2,151,54,0.3576158940397351
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,DEV,Q3,151,57,0.37748344370860926
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,DEV,Q4,151,52,0.3443708609271523
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,REF,Q1,106,52,0.49056603773584906
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,REF,Q2,103,46,0.44660194174757284
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,REF,Q3,92,37,0.40217391304347827
PLUS5_CLOSE,GE1_5R,touch_close_vs_demand_low_zw,REF,Q4,68,28,0.4117647058823529
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,DEV,Q1,151,55,0.36423841059602646
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,DEV,Q2,151,49,0.32450331125827814
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,DEV,Q3,151,52,0.3443708609271523
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,DEV,Q4,151,46,0.304635761589404
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,REF,Q1,106,43,0.4056603773584906
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,REF,Q2,103,40,0.3883495145631068
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,REF,Q3,92,30,0.32608695652173914
PLUS5_CLOSE,CLEAN1R,touch_close_vs_demand_low_zw,REF,Q4,68,29,0.4264705882352941
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,DEV,Q1,151,39,0.2582781456953642
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,DEV,Q2,151,30,0.1986754966887417
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,DEV,Q3,151,40,0.26490066225165565
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,DEV,Q4,151,32,0.2119205298013245
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,REF,Q1,106,34,0.32075471698113206
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,REF,Q2,103,32,0.3106796116504854
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,REF,Q3,92,25,0.2717391304347826
PLUS5_CLOSE,CLEAN1_5R,touch_close_vs_demand_low_zw,REF,Q4,68,19,0.27941176470588236
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,DEV,Q1,151,75,0.4966887417218543
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,DEV,Q2,151,84,0.5562913907284768
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,DEV,Q3,151,81,0.5364238410596026
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,DEV,Q4,151,77,0.5099337748344371
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,REF,Q1,103,61,0.5922330097087378
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,REF,Q2,109,59,0.5412844036697247
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,REF,Q3,90,42,0.4666666666666667
PLUS5_CLOSE,GE1R,touch_recovery_from_low_zw,REF,Q4,67,45,0.6716417910447762
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,DEV,Q1,151,56,0.3708609271523179
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,DEV,Q2,151,63,0.41721854304635764
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,DEV,Q3,151,62,0.4105960264900662
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,DEV,Q4,151,53,0.3509933774834437
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,REF,Q1,103,48,0.46601941747572817
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,REF,Q2,109,50,0.45871559633027525
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,REF,Q3,90,33,0.36666666666666664
PLUS5_CLOSE,GE1_5R,touch_recovery_from_low_zw,REF,Q4,67,32,0.47761194029850745
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,DEV,Q1,151,50,0.33112582781456956
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,DEV,Q2,151,57,0.37748344370860926
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,DEV,Q3,151,47,0.31125827814569534
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,DEV,Q4,151,48,0.31788079470198677
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,REF,Q1,103,41,0.39805825242718446
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,REF,Q2,109,43,0.3944954128440367
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,REF,Q3,90,28,0.3111111111111111
PLUS5_CLOSE,CLEAN1R,touch_recovery_from_low_zw,REF,Q4,67,30,0.44776119402985076
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q1,151,34,0.2251655629139073
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q2,151,39,0.2582781456953642
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q3,151,35,0.23178807947019867
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,DEV,Q4,151,33,0.2185430463576159
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q1,103,33,0.32038834951456313
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q2,109,36,0.3302752293577982
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q3,90,21,0.23333333333333334
PLUS5_CLOSE,CLEAN1_5R,touch_recovery_from_low_zw,REF,Q4,67,20,0.29850746268656714
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q1,151,75,0.4966887417218543
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q2,151,84,0.5562913907284768
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q3,151,80,0.5298013245033113
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,DEV,Q4,151,78,0.5165562913907285
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,REF,Q1,103,62,0.6019417475728155
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,REF,Q2,107,52,0.48598130841121495
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,REF,Q3,87,49,0.5632183908045977
PLUS5_CLOSE,GE1R,touch_lower_wick_zw,REF,Q4,72,44,0.6111111111111112
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q1,151,55,0.36423841059602646
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q2,151,63,0.41721854304635764
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q3,151,60,0.3973509933774834
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,DEV,Q4,151,56,0.3708609271523179
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q1,103,49,0.47572815533980584
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q2,107,44,0.411214953271028
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q3,87,37,0.42528735632183906
PLUS5_CLOSE,GE1_5R,touch_lower_wick_zw,REF,Q4,72,33,0.4583333333333333
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q1,151,49,0.32450331125827814
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q2,151,56,0.3708609271523179
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q3,151,49,0.32450331125827814
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,DEV,Q4,151,48,0.31788079470198677
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q1,103,41,0.39805825242718446
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q2,107,39,0.3644859813084112
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q3,87,34,0.39080459770114945
PLUS5_CLOSE,CLEAN1R,touch_lower_wick_zw,REF,Q4,72,28,0.3888888888888889
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q1,151,33,0.2185430463576159
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q2,151,40,0.26490066225165565
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q3,151,35,0.23178807947019867
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,DEV,Q4,151,33,0.2185430463576159
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q1,103,33,0.32038834951456313
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q2,107,33,0.308411214953271
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q3,87,24,0.27586206896551724
PLUS5_CLOSE,CLEAN1_5R,touch_lower_wick_zw,REF,Q4,72,20,0.2777777777777778
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q1,151,84,0.5562913907284768
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q2,151,80,0.5298013245033113
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q3,151,78,0.5165562913907285
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,DEV,Q4,151,75,0.4966887417218543
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,REF,Q1,130,73,0.5615384615384615
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,REF,Q2,86,46,0.5348837209302325
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,REF,Q3,71,37,0.5211267605633803
PLUS5_CLOSE,GE1R,touch_upper_wick_zw,REF,Q4,82,51,0.6219512195121951
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q1,151,63,0.41721854304635764
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q2,151,60,0.3973509933774834
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q3,151,53,0.3509933774834437
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,DEV,Q4,151,58,0.3841059602649007
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q1,130,58,0.4461538461538462
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q2,86,32,0.37209302325581395
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q3,71,32,0.4507042253521127
PLUS5_CLOSE,GE1_5R,touch_upper_wick_zw,REF,Q4,82,41,0.5
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q1,151,56,0.3708609271523179
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q2,151,52,0.3443708609271523
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q3,151,49,0.32450331125827814
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,DEV,Q4,151,45,0.2980132450331126
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q1,130,51,0.3923076923076923
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q2,86,30,0.3488372093023256
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q3,71,26,0.36619718309859156
PLUS5_CLOSE,CLEAN1R,touch_upper_wick_zw,REF,Q4,82,35,0.4268292682926829
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q1,151,41,0.271523178807947
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q2,151,37,0.24503311258278146
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q3,151,30,0.1986754966887417
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,DEV,Q4,151,33,0.2185430463576159
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q1,130,41,0.3153846153846154
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q2,86,18,0.20930232558139536
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q3,71,23,0.323943661971831
PLUS5_CLOSE,CLEAN1_5R,touch_upper_wick_zw,REF,Q4,82,28,0.34146341463414637
PLUS5_CLOSE,GE1R,touch_body_zw,DEV,Q1,151,83,0.5496688741721855
PLUS5_CLOSE,GE1R,touch_body_zw,DEV,Q2,151,87,0.5761589403973509
PLUS5_CLOSE,GE1R,touch_body_zw,DEV,Q3,151,79,0.5231788079470199
PLUS5_CLOSE,GE1R,touch_body_zw,DEV,Q4,151,68,0.4503311258278146
PLUS5_CLOSE,GE1R,touch_body_zw,REF,Q1,89,52,0.5842696629213483
PLUS5_CLOSE,GE1R,touch_body_zw,REF,Q2,98,56,0.5714285714285714
PLUS5_CLOSE,GE1R,touch_body_zw,REF,Q3,99,55,0.5555555555555556
PLUS5_CLOSE,GE1R,touch_body_zw,REF,Q4,83,44,0.5301204819277109
PLUS5_CLOSE,GE1_5R,touch_body_zw,DEV,Q1,151,63,0.41721854304635764
PLUS5_CLOSE,GE1_5R,touch_body_zw,DEV,Q2,151,67,0.44370860927152317
PLUS5_CLOSE,GE1_5R,touch_body_zw,DEV,Q3,151,57,0.37748344370860926
PLUS5_CLOSE,GE1_5R,touch_body_zw,DEV,Q4,151,47,0.31125827814569534
PLUS5_CLOSE,GE1_5R,touch_body_zw,REF,Q1,89,41,0.4606741573033708
PLUS5_CLOSE,GE1_5R,touch_body_zw,REF,Q2,98,47,0.47959183673469385
PLUS5_CLOSE,GE1_5R,touch_body_zw,REF,Q3,99,45,0.45454545454545453
PLUS5_CLOSE,GE1_5R,touch_body_zw,REF,Q4,83,30,0.3614457831325301
PLUS5_CLOSE,CLEAN1R,touch_body_zw,DEV,Q1,151,51,0.33774834437086093
PLUS5_CLOSE,CLEAN1R,touch_body_zw,DEV,Q2,151,56,0.3708609271523179
PLUS5_CLOSE,CLEAN1R,touch_body_zw,DEV,Q3,151,51,0.33774834437086093
PLUS5_CLOSE,CLEAN1R,touch_body_zw,DEV,Q4,151,44,0.2913907284768212
PLUS5_CLOSE,CLEAN1R,touch_body_zw,REF,Q1,89,34,0.38202247191011235
PLUS5_CLOSE,CLEAN1R,touch_body_zw,REF,Q2,98,42,0.42857142857142855
PLUS5_CLOSE,CLEAN1R,touch_body_zw,REF,Q3,99,34,0.3434343434343434
PLUS5_CLOSE,CLEAN1R,touch_body_zw,REF,Q4,83,32,0.3855421686746988
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q1,151,36,0.23841059602649006
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q2,151,39,0.2582781456953642
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q3,151,35,0.23178807947019867
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,DEV,Q4,151,31,0.2052980132450331
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q1,89,25,0.2808988764044944
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q2,98,36,0.3673469387755102
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q3,99,28,0.2828282828282828
PLUS5_CLOSE,CLEAN1_5R,touch_body_zw,REF,Q4,83,21,0.25301204819277107
PLUS5_CLOSE,GE1R,touch_range_zw,DEV,Q1,151,74,0.4900662251655629
PLUS5_CLOSE,GE1R,touch_range_zw,DEV,Q2,151,78,0.5165562913907285
PLUS5_CLOSE,GE1R,touch_range_zw,DEV,Q3,151,82,0.543046357615894
PLUS5_CLOSE,GE1R,touch_range_zw,DEV,Q4,151,83,0.5496688741721855
PLUS5_CLOSE,GE1R,touch_range_zw,REF,Q1,131,68,0.5190839694656488
PLUS5_CLOSE,GE1R,touch_range_zw,REF,Q2,68,38,0.5588235294117647
PLUS5_CLOSE,GE1R,touch_range_zw,REF,Q3,90,53,0.5888888888888889
PLUS5_CLOSE,GE1R,touch_range_zw,REF,Q4,80,48,0.6
PLUS5_CLOSE,GE1_5R,touch_range_zw,DEV,Q1,151,53,0.3509933774834437
PLUS5_CLOSE,GE1_5R,touch_range_zw,DEV,Q2,151,56,0.3708609271523179
