year,candidate,signals,available,availability_rate,median_level_distance_event_r,median_risk_compression,resolved,wins,losses,ambiguous,unresolved,wr,median_win_r,mean_win_r,median_loss_r,mean_loss_r,loss_r_q10,expectancy_per_signal,total_r,pf,max_dd_r,max_loss_streak,ge1_available,ge1_retained_win,ge1_false_stop,ge1_false_stop_rate,median_stop_to_later_target_min,median_false_stop_overshoot_r,survive_available,survive_stopped,survive_stop_rate,consumed_available,consumed_stopped,consumed_catch_rate,consumed_won_target_first,local_only_available,local_only_stopped,local_only_stop_rate
2022,PROTECTED_LOW_TOUCH,88,88,1.0,1.1092409997706703,0.0,85,47,38,0,3,0.5529411764705883,0.7843137254901902,0.7635108009596093,-1.0,-1.0,-1.0,-0.024034004032935874,-2.114992354898357,0.9443423064500431,9.837090009782651,5,51,47,4,0.0784313725490196,460.0,0.3009742666525421,68,18,0.2647058823529412,20,20,1.0,0,17,14,0.8235294117647058
2022,PROTECTED_LOW_CLOSE5,88,88,1.0,1.1092409997706703,0.0,83,49,34,0,5,0.5903614457831325,0.7931516422082435,0.7711631510218065,-1.175744119891769,-1.2422445649732097,-1.5717311974270187,-0.050560463738870354,-4.449320809020591,0.8946565109433806,11.637343625118628,5,51,49,2,0.0392156862745098,402.5,0.4361481388329933,68,14,0.20588235294117646,20,20,1.0,0,17,12,0.7058823529411765
2022,PROTECTED_LOW_CLOSE15,88,88,1.0,1.1092409997706703,0.0,83,51,32,0,5,0.6144578313253012,0.7931516422082435,0.771072956043479,-1.1662285124363843,-1.3121934817417944,-1.761689182936984,-0.030289439289999855,-2.6654706575199874,0.9365215883126219,12.893232978143548,5,51,51,0,0.0,,,68,12,0.17647058823529413,20,20,1.0,0,17,12,0.7058823529411765
2022,REACTION_LOW_TOUCH,88,88,1.0,0.2496788230418569,0.7753671970624254,88,22,66,0,0,0.25,2.6333822533303923,2.9581470310877096,-1.0,-1.0,-1.0,-0.01046324222807259,-0.9207653160703879,0.9860490103625699,17.6567442013706,10,51,22,29,0.5686274509803921,350.0,2.0645161290322602,68,46,0.6764705882352942,20,20,1.0,0,17,17,1.0
2022,REACTION_LOW_CLOSE5,88,88,1.0,0.2496788230418569,0.7753671970624254,88,28,60,0,0,0.3181818181818182,2.3024928894094208,2.8365363211319905,-1.352824858757045,-1.5431933776622628,-2.3606608969315728,-0.14964301895500015,-13.168585668040013,0.8577777542480479,22.75539271065316,8,51,28,23,0.45098039215686275,430.0,2.391304347826075,68,40,0.5882352941176471,20,20,1.0,0,17,17,1.0
2022,REACTION_LOW_CLOSE15,88,88,1.0,0.2496788230418569,0.7753671970624254,88,30,58,0,0,0.3409090909090909,2.5059812615025514,2.9952797047118596,-1.6061540125459683,-1.8137543673200929,-3.005750000000065,-0.17431093367283668,-15.339362163209627,0.8541854585164045,25.250370600003173,8,51,30,21,0.4117647058823529,480.0,2.8620689655172367,68,38,0.5588235294117647,20,20,1.0,0,17,17,1.0
2023,PROTECTED_LOW_TOUCH,98,98,1.0,1.1348632997220895,0.0,87,49,38,0,11,0.5632183908045977,0.7142857142857235,0.7180693089741231,-1.0,-1.0,-1.0,-0.028720447553754788,-2.8146038602679693,0.9259314773613694,11.206126270333588,4,55,49,6,0.10909090909090909,735.0,0.16715437638183983,83,23,0.27710843373493976,15,15,1.0,0,28,17,0.6071428571428571
2023,PROTECTED_LOW_CLOSE5,98,98,1.0,1.1348632997220895,0.0,86,52,34,0,12,0.6046511627906976,0.7112098427887917,0.7209256381844964,-1.1648936170212754,-1.3950277290226025,-1.919539551357737,-0.10145724082831292,-9.942809601174666,0.7903729292104993,16.244763504289324,3,55,52,3,0.05454545454545454,560.0,0.14893617021277197,83,19,0.2289156626506024,15,15,1.0,0,28,16,0.5714285714285714
2023,PROTECTED_LOW_CLOSE15,98,98,1.0,1.1348632997220895,0.0,85,55,30,0,13,0.6470588235294118,0.7142857142857235,0.7283111791441742,-1.227848101265819,-1.4711461964435613,-1.980785123966945,-0.04160480653446173,-4.07727104037725,0.9076169078180016,14.686341782139843,3,55,55,0,0.0,,,83,15,0.18072289156626506,15,15,1.0,0,28,15,0.5357142857142857
2023,REACTION_LOW_TOUCH,98,98,1.0,0.2265090090090097,0.8050453055036553,98,23,75,0,0,0.23469387755102042,2.037735849056623,3.1255386754264864,-1.0,-1.0,-1.0,-0.03176133127745727,-3.112610465190812,0.9584985271307892,16.0,16,55,23,32,0.5818181818181818,477.5,1.8707249222713287,83,60,0.7228915662650602,15,15,1.0,0,28,28,1.0
2023,REACTION_LOW_CLOSE5,98,98,1.0,0.2265090090090097,0.8050453055036553,98,26,72,0,0,0.2653061224489796,2.075205952697334,3.1019273820681663,-1.3834586466165653,-1.4820289032016225,-1.9693264693264283,-0.26587723568106625,-26.05596909674449,0.7558155182431191,26.17356238603657,16,55,26,29,0.5272727272727272,520.0,2.2547169811320846,83,57,0.6867469879518072,15,15,1.0,0,28,28,1.0
2023,REACTION_LOW_CLOSE15,98,98,1.0,0.2265090090090097,0.8050453055036553,96,29,67,0,2,0.3020833333333333,2.037735849056623,3.0662808415794425,-1.566666666666752,-2.0536702200035455,-3.228571428571403,-0.4966710238207521,-48.67376033443371,0.6462557484808636,48.67376033443371,11,55,29,26,0.4727272727272727,517.5,2.5440476190476042,83,52,0.6265060240963856,15,15,1.0,0,28,26,0.9285714285714286
2024,PROTECTED_LOW_TOUCH,100,100,1.0,1.1266684093375483,0.0,92,53,39,0,8,0.5760869565217391,0.7609907120743092,0.7316682803754622,-1.0,-1.0,-1.0,-0.0022158114010049734,-0.22158114010049734,0.9943184323051153,14.196241091825593,4,57,53,4,0.07017543859649122,935.0,0.0627145238795728,84,23,0.27380952380952384,16,16,1.0,0,27,19,0.7037037037037037
2024,PROTECTED_LOW_CLOSE5,100,100,1.0,1.1266684093375483,0.0,89,55,34,0,11,0.6179775280898876,0.7609907120743092,0.7279349886692738,-1.115027032598002,-1.1437142345197608,-1.311149143713475,0.011501404031381869,1.150140403138187,1.0295770201111758,14.71823268615974,4,57,55,2,0.03508771929824561,915.0,0.29243983454013844,84,18,0.21428571428571427,16,16,1.0,0,27,16,0.5925925925925926
2024,PROTECTED_LOW_CLOSE15,100,100,1.0,1.1266684093375483,0.0,89,57,32,0,11,0.6404494382022472,0.7609907120743092,0.727761090766304,-1.1901886078685657,-1.217310033764915,-1.4205835430618912,0.025284610932020515,2.5284610932020515,1.0649090264360896,14.06800754549572,4,57,57,0,0.0,,,84,16,0.19047619047619047,16,16,1.0,0,27,16,0.5925925925925926
2024,REACTION_LOW_TOUCH,100,100,1.0,0.2508851066468264,0.7752054636913662,100,22,78,0,0,0.22,1.75102227862378,2.8687708324484027,-1.0,-1.0,-1.0,-0.1488704168613514,-14.887041686135142,0.8091404912033956,33.99079965690213,16,57,22,35,0.6140350877192983,280.0,1.247422680412315,84,62,0.7380952380952381,16,16,1.0,0,27,27,1.0
2024,REACTION_LOW_CLOSE5,100,100,1.0,0.2508851066468264,0.7752054636913662,99,25,74,0,1,0.25252525252525254,1.8553191489361338,2.918074098031016,-1.2375000000000074,-1.4154568116429072,-1.7613021597819463,-0.3179195161079971,-31.791951610799714,0.6964789287955364,41.07805721102669,15,57,25,32,0.5614035087719298,272.5,1.3357042500878844,84,58,0.6904761904761905,16,16,1.0,0,27,26,0.9629629629629629
2024,REACTION_LOW_CLOSE15,100,100,1.0,0.2508851066468264,0.7752054636913662,99,30,69,0,1,0.30303030303030304,2.0223713272203794,4.231140026386312,-1.3888888888888762,-1.6526601806296808,-2.29338568408331,0.12900648328141368,12.900648328141367,1.113130285336647,35.93172479290745,10,57,30,27,0.47368421052631576,305.0,1.3103448275860987,84,53,0.6309523809523809,16,16,1.0,0,27,26,0.9629629629629629
2025,PROTECTED_LOW_TOUCH,106,106,1.0,1.1095731518713272,0.0,96,60,36,0,10,0.625,0.785334221020095,0.7675948843055936,-1.0,-1.0,-1.0,0.09486502885222285,10.055693058335622,1.2793248071759895,5.811049532642309,4,70,60,10,0.14285714285714285,515.0,0.18903023206302585,95,25,0.2631578947368421,11,11,1.0,0,25,15,0.6
2025,PROTECTED_LOW_CLOSE5,106,106,1.0,1.1095731518713272,0.0,95,63,32,0,11,0.6631578947368421,0.7870090634441137,0.7723237684491934,-1.0477061181564276,-1.090382956667037,-1.1914280804261848,0.12985040376371706,13.76414279895401,1.3944755921186487,6.471781831741276,4,70,63,7,0.1,290.0,0.21896955503512736,95,21,0.22105263157894736,11,11,1.0,0,25,14,0.56
2025,PROTECTED_LOW_CLOSE15,106,106,1.0,1.1095731518713272,0.0,94,70,24,0,12,0.7446808510638298,0.7938735354120997,0.7729396197115381,-1.1567693958822902,-1.200498682753025,-1.401123539398758,0.2386208018276894,25.293804993735076,1.8778922930500583,3.7652951816356435,2,70,70,0,0.0,,,95,13,0.1368421052631579,11,11,1.0,0,25,13,0.52
2025,REACTION_LOW_TOUCH,106,106,1.0,0.21759700194625176,0.806326678148448,106,30,76,0,0,0.2830188679245283,3.001105216622478,3.9912857341440247,-1.0,-1.0,-1.0,0.41262803796529013,43.73857202432075,1.5755075266357992,14.0,14,70,30,40,0.5714285714285714,377.5,2.1670717131473616,95,65,0.6842105263157895,11,11,1.0,0,25,25,1.0
2025,REACTION_LOW_CLOSE5,106,106,1.0,0.21759700194625176,0.806326678148448,104,34,70,0,2,0.3269230769230769,3.266296646197382,4.097765108973372,-1.2444620253164709,-1.3751041465439315,-1.804752747252875,0.40628984383980665,43.066723447019505,1.4474125890262792,13.840881950933296,10,70,34,36,0.5142857142857142,360.0,2.584094551281881,95,59,0.6210526315789474,11,11,1.0,0,25,23,0.92
2025,REACTION_LOW_CLOSE15,106,106,1.0,0.21759700194625176,0.806326678148448,104,41,63,0,2,0.3942307692307692,3.4781341107870927,4.013316668300473,-1.3983739837398512,-1.5761135777455504,-2.36665240336636,0.6155738490787712,65.25082800234975,1.6571400965216068,12.90195960356768,6,70,41,29,0.4142857142857143,355.0,3.1612903225805455,95,52,0.5473684210526316,11,11,1.0,0,25,23,0.92
2026,PROTECTED_LOW_TOUCH,54,54,1.0,1.1344016136261725,0.0,50,27,23,0,4,0.54,0.7793764988009941,0.7510204723646924,-1.0,-1.0,-1.0,-0.05041568974357973,-2.7224472461533056,0.8816327284281172,7.349134688308306,3,29,27,2,0.06896551724137931,95.0,0.5385883690708049,42,11,0.2619047619047619,12,12,1.0,0,13,9,0.6923076923076923
