t,period,gt,v1,broad,bull,fund,fund_delta,fund_mean3,fund_z30,fund_pos6,fund_pct90
1715824800000,DEV,SIDEWAYS,1,1,0,0.0001,0.000016400000000000006,0.00006751666666666668,1.0589366703718572,1,1
1715904000000,DEV,TRANSITION,1,1,0,0.0000745,-0.00002550000000000001,0.0000915,0.2772880460611572,1,0.6111111111111112
1715925600000,DEV,TRANSITION,0,1,0,0.0000745,-0.00002550000000000001,0.0000915,0.2772880460611572,1,0.6111111111111112
1715929200000,DEV,SIDEWAYS,0,1,0,0.00003361,-0.000040889999999999996,0.00006937000000000001,-1.0122483804550175,1,0.32222222222222224
1715932800000,DEV,SIDEWAYS,0,1,0,0.00003361,-0.000040889999999999996,0.00006937000000000001,-1.0122483804550175,1,0.32222222222222224
1715936400000,DEV,SIDEWAYS,0,1,0,0.00003361,-0.000040889999999999996,0.00006937000000000001,-1.0122483804550175,1,0.32222222222222224
1715994000000,DEV,TRANSITION,1,1,0,0.00004208,9.599999999999976e-7,0.00003893666666666666,-0.727355625119725,1,0.3888888888888889
1715997600000,DEV,SIDEWAYS,0,1,0,0.00004208,9.599999999999976e-7,0.00003893666666666666,-0.727355625119725,1,0.3888888888888889
1716001200000,DEV,TRANSITION,1,1,0,0.00004208,9.599999999999976e-7,0.00003893666666666666,-0.727355625119725,1,0.3888888888888889
1716156000000,DEV,BULL,1,1,0,0.00008795,0.0000692,0.00004823,0.8972513870245549,1,0.7333333333333333
1716177600000,DEV,TRANSITION,1,1,0,0.0001,0.000012050000000000008,0.0000689,1.1933969353470006,1,1
1716181200000,DEV,SIDEWAYS,1,1,0,0.0001,0.000012050000000000008,0.0000689,1.1933969353470006,1,1
1716188400000,DEV,TRANSITION,0,1,0,0.0001,0,0.00009598333333333333,1.1197955799824846,1,1
1716224400000,DEV,TRANSITION,1,1,0,0.00006762,-0.00003238,0.00008920666666666667,0.16017345722213394,1,0.5666666666666667
1716231600000,DEV,TRANSITION,1,1,0,0.00006762,-0.00003238,0.00008920666666666667,0.16017345722213394,1,0.5666666666666667
1716235200000,DEV,TRANSITION,0,1,1,0.00006762,-0.00003238,0.00008920666666666667,0.16017345722213394,1,0.5666666666666667
1716242400000,DEV,BEAR,0,1,0,0.00006762,-0.00003238,0.00008920666666666667,0.16017345722213394,1,0.5666666666666667
1716321600000,DEV,SIDEWAYS,1,0,0,0.0001,0,0.0001,1.0253247721262317,1,1
1716325200000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,1.0253247721262317,1,1
1716328800000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,1.0253247721262317,1,1
1716354000000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,0.9614782872671455,1,1
1716357600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,0.9614782872671455,1,1
1716364800000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,0.899385015453143,1,1
1716429600000,DEV,BEAR,1,0,0,0.0001,0,0.0001,0.8171335999380045,1,1
1716480000000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,0.813159949465231,1,1
1716498000000,DEV,BEAR,0,1,0,0.0001,0,0.0001,0.813159949465231,1,1
1716501600000,DEV,BEAR,0,1,1,0.0001,0,0.0001,0.813159949465231,1,1
1716505200000,DEV,BEAR,0,1,1,0.0001,0,0.0001,0.8131599494652311,1,1
1716508800000,DEV,BEAR,0,1,1,0.0001,0,0.0001,0.8131599494652311,1,1
1716541200000,DEV,TRANSITION,1,0,1,0.0001,0,0.0001,0.7961704281458709,1,1
1716559200000,DEV,SIDEWAYS,0,1,0,0.0001,0,0.0001,0.7961704281458709,1,1
1716570000000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,0.7423621414992062,1,1
1716728400000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,0.6243042288915066,1,1
1716825600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,0.4871964800538901,1,1
1716894000000,DEV,SIDEWAYS,1,0,0,0.0001,0,0.0001,0.38062862567053635,1,1
1716897600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,0.38062862567053635,1,1
1716951600000,DEV,TRANSITION,1,0,0,0.00018529,0.00004400000000000001,0.00014219333333333333,3.6056351994489866,1,1
1716962400000,DEV,BEAR,0,1,0,0.00018529,0.00004400000000000001,0.00014219333333333333,3.6056351994489866,1,1
1716998400000,DEV,TRANSITION,1,0,0,0.0001,-0.000037290000000000004,0.00014086,-0.23055718178921852,1,0.9666666666666667
1717084800000,DEV,BEAR,1,1,0,0.0001,0,0.0001,-0.30736650047727004,1,0.9666666666666667
1717088400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.30736650047727004,1,0.9666666666666667
1717376400000,DEV,SIDEWAYS,1,0,0,0.00012157,0.00002157,0.00010719000000000001,0.4489488838272588,1,0.9444444444444444
1717437600000,DEV,SIDEWAYS,1,0,0,0.00011323,0.000004909999999999992,0.00011437333333333335,0.05141091688877651,1,0.9222222222222223
1717513200000,DEV,BULL,1,0,0,0.00016338,0.000030560000000000006,0.00015039,1.8392731906913082,1,0.9777777777777777
1717740000000,DEV,BEAR,1,0,0,0.0001,-0.00010757999999999998,0.00017004333333333333,-0.8985128800971265,1,0.7888888888888889
1717797600000,DEV,SIDEWAYS,1,1,1,0.0001698,0.000005620000000000017,0.00014466,0.6615894633321879,1,0.9333333333333333
1717808400000,DEV,TRANSITION,1,0,0,0.0001,-0.0000698,0.00014466,-0.9089161769063342,1,0.7666666666666667
1718038800000,DEV,BEAR,1,1,0,0.0001,0,0.0001,-0.8682197717382449,1,0.7666666666666667
1718164800000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.733754505229492,1,0.7666666666666667
1718168400000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.733754505229492,1,0.7666666666666667
1718193600000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,-0.733754505229492,1,0.7666666666666667
1718197200000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.733754505229492,1,0.7666666666666667
1718200800000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.733754505229492,1,0.7666666666666667
1718204400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.7337545052294921,1,0.7666666666666667
1718398800000,DEV,SIDEWAYS,0,1,1,0.00009897,0.0000162,0.00009391333333333333,-0.5780164809754618,1,0.13333333333333333
1718550000000,DEV,TRANSITION,1,1,0,0.00003192,-0.00006808000000000001,0.00007730666666666668,-3.2426197825934597,1,0.03333333333333333
1718553600000,DEV,TRANSITION,0,1,0,0.00003192,-0.00006808000000000001,0.00007730666666666668,-3.2426197825934597,1,0.03333333333333333
1718640000000,DEV,TRANSITION,1,0,1,0.00007161,-0.000028390000000000004,0.00009053666666666668,-1.8482014550095447,1,0.05555555555555555
1718643600000,DEV,BEAR,1,1,0,0.00007161,-0.000028390000000000004,0.00009053666666666668,-1.8482014550095447,1,0.05555555555555555
1718647200000,DEV,BEAR,1,1,0,0.00007161,-0.000028390000000000004,0.00009053666666666668,-1.8482014550095447,1,0.05555555555555555
1718650800000,DEV,BEAR,0,1,0,0.00007161,-0.000028390000000000004,0.00009053666666666668,-1.8482014550095447,1,0.05555555555555555
1718686800000,DEV,SIDEWAYS,0,1,1,0.00007592,0.0000043100000000000045,0.00008251,-1.4142014142236263,1,0.05555555555555555
1718697600000,DEV,BEAR,1,1,1,-0.00008849,-0.00016441,0.000019679999999999998,-4.971526008602085,0.8333333333333334,0.011111111111111112
1718740800000,DEV,TRANSITION,1,1,0,0.0001,0.00018849,0.000029143333333333336,0.30543613443996415,0.8333333333333334,0.7666666666666667
1718744400000,DEV,SIDEWAYS,0,1,0,0.0001,0.00018849,0.000029143333333333336,0.30543613443996415,0.8333333333333334,0.7666666666666667
1718748000000,DEV,TRANSITION,1,1,0,0.0001,0.00018849,0.000029143333333333336,0.30543613443996415,0.8333333333333334,0.7666666666666667
1718751600000,DEV,TRANSITION,0,1,0,0.0001,0.00018849,0.000029143333333333336,0.30543613443996415,0.8333333333333334,0.7666666666666667
1718766000000,DEV,TRANSITION,0,1,0,0.0001,0,0.000037170000000000005,0.30543613443996415,0.8333333333333334,0.7666666666666667
1718859600000,DEV,TRANSITION,1,0,0,0.00007341,0.0000034500000000000025,0.00006146666666666667,-0.3222977616047249,0.8333333333333334,0.06666666666666667
1718866800000,DEV,BEAR,0,1,0,0.00001175,-0.00006166,0.000051706666666666664,-1.8150604665355998,1,0.022222222222222223
1718870400000,DEV,BEAR,1,1,0,0.00001175,-0.00006166,0.000051706666666666664,-1.8150604665355998,1,0.022222222222222223
1718877600000,DEV,BEAR,1,1,0,0.00001175,-0.00006166,0.000051706666666666664,-1.8150604665355998,1,0.022222222222222223
1719000000000,DEV,SIDEWAYS,0,1,0,0.00004111,-0.0000034299999999999993,0.000031469999999999995,-0.6700278666376278,0.8333333333333334,0.07777777777777778
1719003600000,DEV,SIDEWAYS,0,1,0,0.00004111,-0.0000034299999999999993,0.000031469999999999995,-0.6700278666376278,0.8333333333333334,0.07777777777777778
1719007200000,DEV,SIDEWAYS,1,1,0,0.00004111,-0.0000034299999999999993,0.000031469999999999995,-0.6700278666376278,0.8333333333333334,0.07777777777777778
1719219600000,DEV,BULL,1,1,0,0.00003318,-0.00006682000000000001,0.00005816333333333334,-0.5722135365360261,1,0.07777777777777778
1719223200000,DEV,BULL,0,1,0,0.00003318,-0.00006682000000000001,0.00005816333333333334,-0.5722135365360261,1,0.07777777777777778
1719226800000,DEV,TRANSITION,0,1,0,0.00003318,-0.00006682000000000001,0.00005816333333333334,-0.5722135365360261,1,0.07777777777777778
1719230400000,DEV,TRANSITION,0,1,0,0.00003318,-0.00006682000000000001,0.00005816333333333334,-0.5722135365360261,1,0.07777777777777778
1719234000000,DEV,TRANSITION,1,1,0,0.00003318,-0.00006682000000000001,0.00005816333333333334,-0.5722135365360261,1,0.07777777777777778
1719262800000,DEV,BULL,0,1,0,0.00002872,-0.000004459999999999998,0.000053966666666666666,-0.6212911740130228,1,0.06666666666666667
1719270000000,DEV,BULL,1,1,0,0.00001182,-0.000016899999999999997,0.000024573333333333334,-0.9231233609485914,1,0.06666666666666667
1719273600000,DEV,BULL,0,1,0,0.00001182,-0.000016899999999999997,0.000024573333333333334,-0.9231233609485914,1,0.06666666666666667
1719280800000,DEV,BULL,0,1,0,0.00001182,-0.000016899999999999997,0.000024573333333333334,-0.9231233609485914,1,0.06666666666666667
1719406800000,DEV,TRANSITION,1,0,0,0.0001,0,0.00009418333333333334,1.0635614183155084,0.8333333333333334,0.7666666666666667
1719478800000,DEV,BULL,1,0,0,0.0001,0,0.0001,1.000442332200404,1,0.7666666666666667
1719489600000,DEV,BULL,0,1,0,0.0001,0,0.0001,1.000442332200404,1,0.7666666666666667
1719493200000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,1.000442332200404,1,0.7666666666666667
1719496800000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,1.000442332200404,1,0.7666666666666667
1719500400000,DEV,TRANSITION,0,1,1,0.0001,0,0.0001,0.9676677555491723,1,0.7777777777777778
1719504000000,DEV,TRANSITION,0,1,1,0.0001,0,0.0001,0.9676677555491723,1,0.7777777777777778
1719795600000,DEV,SIDEWAYS,0,1,0,0.00008734,-0.000012660000000000004,0.00009578000000000001,0.3825839787246206,1,0.2777777777777778
1719846000000,DEV,TRANSITION,1,0,0,0.00005816,-0.000029180000000000002,0.00008183333333333333,-0.3980645729464732,1,0.17777777777777778
1719885600000,DEV,TRANSITION,1,0,0,0.0001,0,0.00008605333333333333,0.6290355570960512,1,0.8444444444444444
1719943200000,DEV,TRANSITION,0,1,0,0.00002759,-0.00004817000000000001,0.00006778333333333333,-1.4507034743079237,1,0.08888888888888889
1719946800000,DEV,BEAR,0,1,0,0.00002759,-0.00004817000000000001,0.00006778333333333333,-1.4507034743079237,1,0.08888888888888889
1719950400000,DEV,BEAR,0,1,0,0.00002759,-0.00004817000000000001,0.00006778333333333333,-1.4507034743079237,1,0.08888888888888889
1719954000000,DEV,BEAR,0,1,0,0.00002759,-0.00004817000000000001,0.00006778333333333333,-1.4507034743079237,1,0.08888888888888889
1720087200000,DEV,SIDEWAYS,1,0,0,0.00008877,-0.00001123,0.00009625666666666668,0.16127156581773752,1,0.32222222222222224
1720105200000,DEV,BEAR,0,1,0,0.0000497,-0.000039070000000000004,0.00007949,-1.116878185777836,1,0.18888888888888888
1720108800000,DEV,TRANSITION,1,1,0,0.0000497,-0.000039070000000000004,0.00007949,-1.116878185777836,1,0.18888888888888888
1720112400000,DEV,TRANSITION,0,1,0,0.0000497,-0.000039070000000000004,0.00007949,-1.116878185777836,1,0.18888888888888888
1720159200000,DEV,BULL,0,1,1,-0.00000947,-0.000059170000000000004,0.00004300000000000001,-2.834924065618586,0.8333333333333334,0.05555555555555555
1720162800000,DEV,BULL,1,1,0,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720170000000,DEV,BULL,1,0,0,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720173600000,DEV,BULL,0,1,0,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720177200000,DEV,BULL,0,1,0,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720180800000,DEV,BULL,0,1,1,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720184400000,DEV,TRANSITION,1,1,0,0.0000521,0.00006157,0.000030776666666666666,-1.3403798163197858,0.8333333333333334,0.2111111111111111
1720195200000,DEV,TRANSITION,0,1,0,-0.0001139,-0.000166,-0.000023756666666666672,-4.388461763884405,0.6666666666666666,0.011111111111111112
1720249200000,DEV,BULL,0,1,0,0.00004265,-0.00003085,7.499999999999979e-7,-0.777052391755862,0.6666666666666666,0.2
1720252800000,DEV,BULL,0,1,0,0.00004265,-0.00003085,7.499999999999979e-7,-0.777052391755862,0.6666666666666666,0.2
1720256400000,DEV,TRANSITION,1,1,0,0.00004265,-0.00003085,7.499999999999979e-7,-0.777052391755862,0.6666666666666666,0.2
1720260000000,DEV,TRANSITION,0,1,0,0.00004265,-0.00003085,7.499999999999979e-7,-0.777052391755862,0.6666666666666666,0.2
1720371600000,DEV,BEAR,1,0,0,0.0001,0,0.00006784,0.5783507944052791,0.8333333333333334,1
1720411200000,DEV,BULL,1,1,1,0.0001,0,0.0001,0.5783507944052789,0.8333333333333334,1
1720414800000,DEV,BULL,0,1,0,0.0001,0,0.0001,0.5783507944052789,0.8333333333333334,1
1720418400000,DEV,BULL,0,1,0,0.0001,0,0.0001,0.5783507944052789,0.8333333333333334,1
1720422000000,DEV,BULL,0,1,0,-0.00005629,-0.00015629,0.00004790333333333334,-1.889602545586515,0.6666666666666666,0.044444444444444446
1720425600000,DEV,SIDEWAYS,1,1,0,-0.00005629,-0.00015629,0.00004790333333333334,-1.889602545586515,0.6666666666666666,0.044444444444444446
1720429200000,DEV,SIDEWAYS,0,1,0,-0.00005629,-0.00015629,0.00004790333333333334,-1.889602545586515,0.6666666666666666,0.044444444444444446
1720432800000,DEV,SIDEWAYS,0,1,1,-0.00005629,-0.00015629,0.00004790333333333334,-1.889602545586515,0.6666666666666666,0.044444444444444446
1720436400000,DEV,TRANSITION,0,1,0,-0.00005629,-0.00015629,0.00004790333333333334,-1.889602545586515,0.6666666666666666,0.044444444444444446
1720468800000,DEV,TRANSITION,0,1,0,0.0001,0.00015629,0.00004790333333333334,0.6143548272478112,0.8333333333333334,1
1720472400000,DEV,TRANSITION,0,1,0,0.0001,0.00015629,0.00004790333333333334,0.6143548272478112,0.8333333333333334,1
1720476000000,DEV,SIDEWAYS,0,1,0,0.0001,0.00015629,0.00004790333333333334,0.6143548272478112,0.8333333333333334,1
1720479600000,DEV,TRANSITION,0,1,0,0.0001,0,0.00004790333333333334,0.6143548272478114,0.8333333333333334,1
1720501200000,DEV,SIDEWAYS,1,1,0,0.0001,0,0.00004790333333333334,0.6143548272478114,0.8333333333333334,1
1720584000000,DEV,BEAR,1,1,0,0.0000878,0.000045600000000000004,0.00006200666666666667,0.4876661997419281,0.8333333333333334,0.4444444444444444
1720587600000,DEV,TRANSITION,0,1,0,0.0000878,0.000045600000000000004,0.00006200666666666667,0.4876661997419281,0.8333333333333334,0.4444444444444444
1720591200000,DEV,BEAR,1,1,0,0.0000878,0.000045600000000000004,0.00006200666666666667,0.4876661997419281,0.8333333333333334,0.4444444444444444
1720594800000,DEV,TRANSITION,0,1,0,0.00008961,0.000001809999999999998,0.00007320333333333334,0.5245697340209986,1,0.4666666666666667
1720746000000,DEV,SIDEWAYS,1,0,0,0.0001,0.00011433,0.000035906666666666666,0.772906545802705,0.8333333333333334,1
1720749600000,DEV,TRANSITION,1,0,0,0.0001,0.00011433,0.000035906666666666666,0.772906545802705,0.8333333333333334,1
1720789200000,DEV,SIDEWAYS,1,1,0,0.00004566,-0.000054340000000000005,0.00004377666666666667,-0.08698796867892573,0.8333333333333334,0.28888888888888886
1720796400000,DEV,SIDEWAYS,0,1,0,-0.00001079,-0.00005645,0.00004495666666666667,-0.9649248739303162,0.6666666666666666,0.1
1720908000000,DEV,TRANSITION,1,0,0,0.00004063,-0.00004263,0.00004685666666666666,-0.06251628812287421,0.8333333333333334,0.24444444444444444
1720915200000,DEV,SIDEWAYS,1,1,0,0.00008116,0.00004053,0.00006835000000000001,0.6158257724395912,0.8333333333333334,0.4777777777777778
1720918800000,DEV,TRANSITION,1,1,0,0.00008116,0.00004053,0.00006835000000000001,0.6158257724395912,0.8333333333333334,0.4777777777777778
1720990800000,DEV,BULL,1,1,0,0.00002006,-0.00002064,0.000047306666666666665,-0.35189207538150935,1,0.17777777777777778
1721001600000,DEV,BULL,1,1,0,-0.00001038,-0.00003044,0.000016793333333333334,-0.8569528726632419,0.8333333333333334,0.1111111111111111
1721008800000,DEV,TRANSITION,1,1,0,-0.00001038,-0.00003044,0.000016793333333333334,-0.8569528726632419,0.8333333333333334,0.1111111111111111
1721012400000,DEV,TRANSITION,0,1,0,-0.00001038,-0.00003044,0.000016793333333333334,-0.8569528726632419,0.8333333333333334,0.1111111111111111
1721066400000,DEV,TRANSITION,0,1,0,0.0000381,0.000014079999999999997,0.000017246666666666665,-0.13642691369439292,0.8333333333333334,0.26666666666666666
1721073600000,DEV,TRANSITION,0,1,0,0.0000381,0.000014079999999999997,0.000017246666666666665,-0.13642691369439292,0.8333333333333334,0.26666666666666666
1721084400000,DEV,TRANSITION,0,1,0,-0.00003759,-0.00007569,0.000008176666666666666,-1.4464922488745957,0.6666666666666666,0.05555555555555555
1721124000000,DEV,BULL,1,0,0,0.0001,0.00013759,0.000033503333333333335,1.0125236450236779,0.6666666666666666,1
1721127600000,DEV,BULL,1,1,0,0.0001,0.00013759,0.000033503333333333335,1.0125236450236779,0.6666666666666666,1
1721142000000,DEV,SIDEWAYS,1,1,0,0.00007774,-0.000022260000000000007,0.00004671666666666667,0.5956064449311202,0.6666666666666666,0.5222222222222223
1721145600000,DEV,SIDEWAYS,0,1,0,0.00007774,-0.000022260000000000007,0.00004671666666666667,0.5956064449311202,0.6666666666666666,0.5222222222222223
1721149200000,DEV,TRANSITION,1,1,0,0.00007774,-0.000022260000000000007,0.00004671666666666667,0.5956064449311202,0.6666666666666666,0.5222222222222223
1721152800000,DEV,TRANSITION,0,1,0,0.00007774,-0.000022260000000000007,0.00004671666666666667,0.5956064449311202,0.6666666666666666,0.5222222222222223
1721260800000,DEV,SIDEWAYS,1,0,0,0.00006464,-0.00003536,0.00007182333333333334,0.3121325879966904,1,0.4444444444444444
1721264400000,DEV,SIDEWAYS,1,0,0,0.00006464,-0.00003536,0.00007182333333333334,0.3121325879966904,1,0.4444444444444444
1721336400000,DEV,TRANSITION,1,0,0,0.0001,0.00001589,0.00008291666666666667,1.1181630185000166,1,1
1721340000000,DEV,BULL,1,1,0,0.0001,0.00001589,0.00008291666666666667,1.1181630185000166,1,1
1721365200000,DEV,BULL,0,1,0,0.00007366,-0.00002634000000000001,0.00008592333333333334,0.4864261220307297,1,0.4888888888888889
1721368800000,DEV,TRANSITION,0,1,0,0.00007366,-0.00002634000000000001,0.00008592333333333334,0.4864261220307297,1,0.4888888888888889
1721394000000,DEV,TRANSITION,1,1,0,0.0001,0.00002634000000000001,0.00009122,1.0996974836633218,1,1
1721397600000,DEV,SIDEWAYS,1,1,0,0.0001,0.00002634000000000001,0.00009122,1.0996974836633218,1,1
1721401200000,DEV,SIDEWAYS,1,1,0,0.00005128,-0.00004872000000000001,0.00007498,-0.1293791470771194,1,0.3888888888888889
1721404800000,DEV,SIDEWAYS,0,1,0,0.00005128,-0.00004872000000000001,0.00007498,-0.1293791470771194,1,0.3888888888888889
1721494800000,DEV,SIDEWAYS,1,1,0,0.00000305,-0.00002074,0.00004228,-1.2001833481793618,1,0.12222222222222222
1721498400000,DEV,SIDEWAYS,0,1,0,0.00000305,-0.00002074,0.00004228,-1.2001833481793618,1,0.12222222222222222
1721502000000,DEV,TRANSITION,0,1,0,0.00000305,-0.00002074,0.00004228,-1.2001833481793618,1,0.12222222222222222
1721505600000,DEV,TRANSITION,0,1,0,0.00000305,-0.00002074,0.00004228,-1.2001833481793618,1,0.12222222222222222
1721577600000,DEV,TRANSITION,1,1,0,0.00005463,-0.00004537000000000001,0.00008487666666666666,-0.06450671599644724,1,0.37777777777777777
1721592000000,DEV,SIDEWAYS,0,1,0,0.00005463,-0.00004537000000000001,0.00008487666666666666,-0.06450671599644724,1,0.37777777777777777
1721595600000,DEV,BEAR,0,1,0,0.00005463,-0.00004537000000000001,0.00008487666666666666,-0.06450671599644724,1,0.37777777777777777
1721599200000,DEV,BEAR,0,1,0,0.00005463,-0.00004537000000000001,0.00008487666666666666,-0.06450671599644724,1,0.37777777777777777
1721602800000,DEV,BEAR,0,1,0,0.0001,0.00004537000000000001,0.00008487666666666666,1.0856123715430344,1,1
1721678400000,DEV,BEAR,0,1,0,0.00007105,-0.00002895,0.00009035,0.24562429843032482,1,0.4111111111111111
1721786400000,DEV,TRANSITION,1,0,0,0.00004584,-0.00005416,0.00008194666666666666,-0.5215600073170317,1,0.3
1721808000000,DEV,TRANSITION,0,1,0,0.0001,0.00005416,0.00008194666666666666,0.8346037968512893,1,1
1721811600000,DEV,SIDEWAYS,0,1,0,0.0001,0.00005416,0.00008194666666666666,0.8346037968512893,1,1
1721815200000,DEV,SIDEWAYS,1,1,0,0.0001,0.00005416,0.00008194666666666666,0.8346037968512893,1,1
1721818800000,DEV,SIDEWAYS,0,1,0,0.0001,0.00005416,0.00008194666666666666,0.8346037968512893,1,1
1721887200000,DEV,TRANSITION,1,0,1,0.00008091,0.00000971,0.00008403666666666666,0.24165513024951,1,0.4444444444444444
1721916000000,DEV,TRANSITION,1,1,0,0.00009813,0.00001722,0.00008341333333333333,0.6877429169489148,1,0.5555555555555556
1721923200000,DEV,TRANSITION,0,1,0,0.00007841,-0.000019719999999999994,0.00008581666666666666,0.06149531875294646,1,0.43333333333333335
1721944800000,DEV,BULL,0,1,0,0.00007841,-0.000019719999999999994,0.00008581666666666666,0.06149531875294646,1,0.43333333333333335
1721948400000,DEV,BULL,0,1,0,0.00007483,-0.000003580000000000003,0.00008379,-0.21097091324457845,1,0.4111111111111111
1721959200000,DEV,BULL,0,1,0,0.00007483,-0.000003580000000000003,0.00008379,-0.21097091324457845,1,0.4111111111111111
1721962800000,DEV,BULL,0,1,0,0.00007483,-0.000003580000000000003,0.00008379,-0.21097091324457845,1,0.4111111111111111
1721966400000,DEV,TRANSITION,1,1,0,0.00007483,-0.000003580000000000003,0.00008379,-0.21097091324457845,1,0.4111111111111111
1722110400000,DEV,SIDEWAYS,1,0,0,0.00008705,0.000052940000000000005,0.00005625333333333333,0.46100078025814434,1,0.5444444444444444
1722114000000,DEV,TRANSITION,1,1,0,0.00008705,0.000052940000000000005,0.00005625333333333333,0.46100078025814434,1,0.5444444444444444
1722117600000,DEV,SIDEWAYS,0,1,0,0.00008705,0.000052940000000000005,0.00005625333333333333,0.46100078025814434,1,0.5444444444444444
1722121200000,DEV,SIDEWAYS,0,1,0,0.0001,0.000012950000000000003,0.00007372,0.886792224391629,1,1
1722124800000,DEV,TRANSITION,1,0,0,0.0001,0.000012950000000000003,0.00007372,0.886792224391629,1,1
1722218400000,DEV,TRANSITION,1,1,0,0.00003694,-0.00005238,0.00007542,-1.3371791008231293,1,0.2111111111111111
1722222000000,DEV,TRANSITION,0,1,0,0.00003694,-0.00005238,0.00007542,-1.3371791008231293,1,0.2111111111111111
1722225600000,DEV,BEAR,1,1,0,0.00003694,-0.00005238,0.00007542,-1.3371791008231293,1,0.2111111111111111
1722229200000,DEV,BEAR,0,1,0,0.00003694,-0.00005238,0.00007542,-1.3371791008231293,1,0.2111111111111111
1722412800000,DEV,BEAR,1,1,0,0.00007743,0.000045589999999999995,0.00006975666666666667,-0.03904857847045013,1,0.4888888888888889
1722499200000,DEV,BEAR,1,0,0,0.0001,0.0000070900000000000016,0.00009407333333333334,0.8856977980036299,1,1
1722506400000,DEV,BEAR,1,0,0,0.0001,0.0000070900000000000016,0.00009407333333333334,0.8856977980036299,1,1
1722510000000,DEV,BEAR,1,0,0,0.0001,0.0000070900000000000016,0.00009407333333333334,0.8856977980036299,1,1
1722542400000,DEV,TRANSITION,1,1,0,0.0001,0,0.00009763666666666667,0.8359921803811549,1,1
1722546000000,DEV,BEAR,0,1,0,0.0001,0,0.00009763666666666667,0.8359921803811549,1,1
1722549600000,DEV,BEAR,0,1,0,0.0001,0,0.00009763666666666667,0.8359921803811549,1,1
1722553200000,DEV,BEAR,0,1,0,0.00003639,-0.00006361,0.00007879666666666666,-1.6970839290304132,1,0.2111111111111111
1722556800000,DEV,BEAR,0,1,0,0.00003639,-0.00006361,0.00007879666666666666,-1.6970839290304132,1,0.2111111111111111
1722592800000,DEV,BEAR,0,1,0,0.0001,0.00006361,0.00007879666666666666,0.889345005480172,1,1
1722596400000,DEV,BEAR,0,1,0,0.0001,0.00006361,0.00007879666666666666,0.889345005480172,1,1
1722603600000,DEV,BEAR,0,1,0,0.0001,0.00006361,0.00007879666666666666,0.889345005480172,1,1
1722628800000,DEV,TRANSITION,1,0,1,0.0001,0,0.00007879666666666666,0.8893450054801721,1,1
1722632400000,DEV,BEAR,1,0,1,0.0001,0,0.00007879666666666666,0.8893450054801721,1,1
1722646800000,DEV,SIDEWAYS,1,0,0,0.00009802,-0.0000019800000000000048,0.00009934000000000001,0.7535882807699802,1,0.6444444444444445
1722654000000,DEV,BEAR,1,0,0,0.00009802,-0.0000019800000000000048,0.00009934000000000001,0.7535882807699802,1,0.6444444444444445
1722664800000,DEV,BEAR,1,0,0,0.00009802,-0.0000019800000000000048,0.00009934000000000001,0.7535882807699802,1,0.6444444444444445
1722718800000,DEV,SIDEWAYS,1,0,1,0.00008073,-0.00001927000000000001,0.00009291666666666667,0.02268900256421641,1,0.5111111111111111
1722729600000,DEV,TRANSITION,1,1,0,-0.00001748,-0.00009821,0.000054416666666666663,-3.1729673090264217,0.8333333333333334,0.05555555555555555
1722733200000,DEV,SIDEWAYS,1,0,0,-0.00001748,-0.00009821,0.000054416666666666663,-3.1729673090264217,0.8333333333333334,0.05555555555555555
1722736800000,DEV,BEAR,0,1,0,-0.00001748,-0.00009821,0.000054416666666666663,-3.1729673090264217,0.8333333333333334,0.05555555555555555
1722772800000,DEV,BEAR,1,1,0,0.00008871,0.00010619,0.000050653333333333325,0.4098397673685668,0.8333333333333334,0.5777777777777777
