t,period,gt,v1,broad,bull,prem,prem_m8,prem_max8,prem_max24,prem_z24,prem_delta4,prem_pct720,prem_range
1701489600000,DEV,TRANSITION,1,0,0,0.00080185,0.00041699125,0.00080185,0.00081406,1.873649641550099,0.00026878000000000004,0.8541666666666666,0.0014317199999999998
1701493200000,DEV,TRANSITION,1,1,0,0.00107395,0.0005253975,0.00107395,0.00107395,2.5802088878389653,0.00043707999999999996,0.9402777777777778,0.00144766
1701496800000,DEV,SIDEWAYS,0,1,0,0.00152627,0.0007234974999999999,0.00152627,0.00152627,3.023368167760541,0.0008740199999999999,0.9916666666666667,0.00142596
1701561600000,DEV,BEAR,1,1,0,0.00103177,0.00059140125,0.00103177,0.00152627,1.2103973796567533,0.00027333999999999995,0.9305555555555556,0.00285676
1701565200000,DEV,BEAR,0,1,0,0.00071159,0.0005591237500000001,0.00103177,0.00152627,0.1490656469946801,0.00036888000000000003,0.8027777777777778,0.0017989600000000003
1701568800000,DEV,BEAR,0,1,0,0.00059041,0.00057956,0.00103177,0.00152627,-0.23986138864294207,0.00005137000000000002,0.7222222222222222,0.00123896
1701662400000,DEV,BEAR,0,1,0,0.00095864,0.0008172387499999999,0.00127085,0.00127085,0.878989837413401,0.00033223,0.8958333333333334,0.00148183
1701716400000,DEV,SIDEWAYS,1,0,0,0.00096923,0.00046344124999999996,0.00096923,0.00127085,0.8151506297828373,0.00023253999999999994,0.8958333333333334,0.0015514300000000001
1701723600000,DEV,TRANSITION,1,0,0,0.00072207,0.00052419,0.00096923,0.00127085,0.21027762813041107,0.00034862,0.7875,0.00169541
1701730800000,DEV,TRANSITION,1,0,0,0.00065326,0.00044608874999999996,0.00096923,0.00127085,0.08357751421083479,-0.00031596999999999994,0.7375,0.00134148
1701795600000,DEV,BULL,0,1,0,0.00070546,0.00037033249999999997,0.00070546,0.00096923,1.1734077910116192,0.00048689999999999996,0.7736111111111111,0.00222132
1701820800000,DEV,TRANSITION,0,1,0,0.00153638,0.0009055425,0.00153638,0.00153638,2.910325223176585,0.0005145599999999998,0.9916666666666667,0.00299483
1701824400000,DEV,TRANSITION,0,1,0,0.00134036,0.0009849050000000001,0.00153638,0.00153638,2.03206100273009,0.0004557500000000001,0.975,0.0021135999999999998
1701828000000,DEV,SIDEWAYS,0,1,0,0.00071379,0.000931305,0.00153638,0.00153638,0.344255945413678,-0.000020650000000000095,0.7763888888888889,0.0020902200000000003
1701831600000,DEV,TRANSITION,1,1,0,0.00121911,0.0010036374999999999,0.00153638,0.00153638,1.5190360458231447,0.00064052,0.9569444444444445,0.0019664
1701853200000,DEV,BEAR,0,1,0,0.00144055,0.0010331125,0.0014737,0.00153638,1.4991501753067826,0.00003729000000000015,0.9805555555555555,0.00251275
1701889200000,DEV,BEAR,1,1,0,0.00079542,0.0008304812499999999,0.00138394,0.00153638,-0.302670115470873,-0.00007799,0.8138888888888889,0.00124428
1701918000000,DEV,BULL,1,0,0,0.00057547,0.00032668125,0.00060244,0.0014737,-0.2529786236244532,0.00006585,0.6569444444444444,0.00116215
1701925200000,DEV,BULL,0,1,0,0.00058236,0.00036497875000000005,0.00058236,0.0014737,-0.14810962638096142,0.00057779,0.6652777777777777,0.00111807
1701950400000,DEV,BULL,0,1,0,0.00086321,0.00061435625,0.00110126,0.00138394,0.6525303788264433,0.00078392,0.8527777777777777,0.00314883
1701957600000,DEV,BULL,0,1,0,0.00030798,0.0005949600000000001,0.00110126,0.00138394,-0.778020752143396,-0.00026816000000000003,0.41805555555555557,0.0014644299999999999
1701961200000,DEV,BULL,0,1,0,0.00122828,0.0007274050000000001,0.00122828,0.00138394,1.5426661651488764,0.00012702000000000004,0.9527777777777777,0.00251894
1701964800000,DEV,TRANSITION,0,1,0,0.00134122,0.00088514625,0.00134122,0.00134823,1.8482147608856425,0.00047800999999999996,0.9694444444444444,0.0031975299999999996
1701968400000,DEV,BULL,0,1,0,0.00129025,0.00095109625,0.00134122,0.00134823,1.5880410841213897,0.0003898199999999999,0.9611111111111111,0.00383163
1701972000000,DEV,BULL,0,1,0,0.00077235,0.0009756224999999999,0.00134122,0.00134122,0.4185086002625263,0.00046437,0.8013888888888889,0.0017783700000000003
1701986400000,DEV,BULL,0,1,0,0.00105686,0.0011027425,0.00134122,0.00134122,0.8900933684913529,0.00028450999999999997,0.9097222222222222,0.00404639
1701990000000,DEV,BULL,0,1,0,0.00046518,0.0010073550000000001,0.00134122,0.00134122,-0.6747473685193034,-0.0006386600000000001,0.5583333333333333,0.0019651
