t,period,gt,v1,broad,bull,ret4,acc,distLow8,rv24,atr,distHigh8
1709895600000,DEV,TRANSITION,1,1,0,3.119230529875039,1.931011330863952,4.920639387628745,1.0921350802720766,1.4463890565278619,-0.24081878386514877
1709899200000,DEV,TRANSITION,0,1,0,2.179827176229554,1.4092821683045376,4.9065683570664875,1.0473664410082852,1.4488345133506426,-0.7118172314371396
1709902800000,DEV,TRANSITION,0,1,0,2.558830406139534,1.5718323621860173,4.783952785779522,1.0168248370701005,1.4632083396792837,-0.7011025886864752
1709906400000,DEV,TRANSITION,0,1,0,3.8068810913514772,2.261155776224226,5.126039950719119,0.9758501737868649,1.5429068048172112,-0.6644865925441557
1709924400000,DEV,TRANSITION,0,1,1,1.6791595957375005,0.9014840021663492,4.5886925795052935,1.3113309103613822,2.3672934337627938,-3.2092871157619385
1709949600000,DEV,SIDEWAYS,1,0,0,1.5739951046672251,2.7580127321548646,2.0935986340035573,1.319620768974895,2.454694306642231,-1.8952711979051462
1709960400000,DEV,TRANSITION,1,1,0,2.048951771145302,2.390178048907495,3.0722585759685117,1.3152742137230067,1.7936054944980788,-0.19728779778337424
1709964000000,DEV,BEAR,0,1,0,1.666336721528583,1.5129900771668758,3.5012370388902925,1.285361549895485,1.519074157562035,-0.25316794813404764
1710133200000,DEV,BULL,0,1,0,1.5649666606595725,2.3929649534466044,3.3181541530090453,0.9579603445654262,1.8132928847214578,-2.5918628365999674
1710136800000,DEV,BULL,1,1,0,3.225412427430019,3.4846366425630957,5.348644506529965,1.0492517266313865,1.8707707911759008,-0.6775208268519628
1710140400000,DEV,SIDEWAYS,1,1,0,4.908670143877258,4.218969067897678,8.701263465106202,1.2247087124839269,1.973143392964356,-0.3448739495798381
1710144000000,DEV,SIDEWAYS,0,1,0,6.227687143527683,5.226174645883774,8.89480207042357,1.2328082747453621,2.0205203343161844,-0.823971529492995
1710147600000,DEV,TRANSITION,0,1,0,5.949068816715886,4.685264424804421,8.335752438457966,1.211181422098712,2.0338371552214167,-0.8857195973760446
1710151200000,DEV,SIDEWAYS,0,1,0,3.4886715623151154,1.9018732731260608,6.922639894714888,1.213657382347972,2.0407133777056474,-1.284758186598678
1710208800000,DEV,SIDEWAYS,0,1,0,2.2449972300666143,1.317511786403943,3.3961877433900334,0.9838561657549819,1.4265797107195022,-0.6296782665791256
1710216000000,DEV,BEAR,1,1,0,4.499877886624515,2.9514072221951864,4.807751189010068,0.9953400928934758,1.5509724472506154,-0.8132646490663253
1710219600000,DEV,BEAR,1,1,0,3.5262151554795285,1.9413164971220365,4.751851525004924,0.995520410846535,1.4900798665403923,-0.636831938184157
1710273600000,DEV,TRANSITION,0,1,0,1.4174808988303589,1.768547421606385,4.896186440677952,1.0619297629186901,2.3067985854033397,-2.407406190660799
1710327600000,DEV,BULL,0,1,0,2.0005168609312785,1.398889446650505,3.360752056404226,0.9838122328512339,1.358734489703112,-0.6383981306360087
1710345600000,DEV,BULL,1,1,0,3.547425403383997,1.7398128852180135,5.640820410205105,0.9332610340556438,1.6351966403108584,-0.7575615166268812
1710349200000,DEV,BULL,0,1,0,5.009729230566284,3.3939933682550842,6.186426546606616,0.9281381392136077,1.6655599425699936,-0.42407335593389606
1710352800000,DEV,TRANSITION,0,1,0,3.7117089299728345,1.8179905165273642,7.536434884108711,0.9287782531344416,1.7331255183560064,-0.4525892675216303
1710363600000,DEV,TRANSITION,1,1,0,4.238693467336696,1.2286981102282541,9.951765080038166,1.1047042221102739,1.844338501905936,-0.6103002389693857
1710374400000,DEV,TRANSITION,0,1,0,4.894013015726295,1.6264066452668162,6.519946724170733,1.1613303580735712,2.0406158295411085,-0.9132851125086994
1710406800000,DEV,TRANSITION,0,1,0,3.480940561411061,2.1447790329001277,4.598453445810002,1.2397776825202405,1.9260470120840933,-1.144909191919763
1710414000000,DEV,TRANSITION,0,1,0,2.8905749091686195,1.0094984409110275,4.817112998040485,1.2454770809715585,1.7983977790801295,-0.7365448828458354
1710417600000,DEV,TRANSITION,0,1,0,1.8213935462526365,0.94831624149924,4.234100200788626,1.2426610316900817,1.81517071258236,-1.2886671744969935
1710450000000,DEV,BULL,0,1,0,1.4163609772471109,2.0731782812254775,6.2220631811561455,1.4806943941138733,2.9569576990070017,-0.8026124478213936
1710453600000,DEV,TRANSITION,1,1,0,4.749169545776333,4.821984566804309,8.683642207824827,1.5094548081208194,3.0347653155532095,-0.5057471264367841
1710457200000,DEV,SIDEWAYS,0,1,0,8.723664553888156,8.043200114790487,11.025940434935455,1.5563765269138794,2.9915013203204976,-1.0346950195858962
1710460800000,DEV,TRANSITION,1,1,0,6.620072620262474,5.197184565598197,12.818291396715376,1.5225712499448276,3.0081673081906803,-0.15057479566834564
1710464400000,DEV,TRANSITION,0,1,0,8.829248399813228,5.304536988187225,15.600672994826969,1.5611379682331252,3.0745574359602967,-1.5767980843239493
1710468000000,DEV,SIDEWAYS,0,1,1,3.7933225508318014,1.6468040533749986,12.806363316759573,1.6469442574426754,3.449848108894116,-3.9558924142649388
1710504000000,DEV,BULL,0,1,1,2.865112167618311,4.252749011500356,4.58478821921966,2.2306965091811595,4.265060240963857,-5.464894802421771
1710507600000,DEV,SIDEWAYS,1,1,0,5.282881592775235,5.6099913329338875,10.721724609078475,2.3867215494017877,4.293173247711974,-1.2585632666323732
1710511200000,DEV,TRANSITION,0,1,0,7.291372493645865,6.795324736527471,10.739942310611795,2.378696214477987,4.329403138359003,-1.2423167528634593
1710514800000,DEV,TRANSITION,0,1,0,6.957155536746074,5.86926140921787,10.498254136936369,2.3732844552206944,4.1782042032092885,-1.641621621621625
1710518400000,DEV,TRANSITION,0,1,0,5.304688634054289,3.7749188684408503,10.132685592834356,2.371116073662104,3.9957401457393202,-1.9670270270270351
1710525600000,DEV,SIDEWAYS,0,1,0,2.475309962108141,1.0842919323887406,12.495334641640277,2.371191985042478,3.5961395126612534,-0.9146341463414642
1710550800000,DEV,BULL,0,1,0,3.3702919545353316,2.7856409626579204,5.792291770018987,2.4172689479173215,3.2622547264463067,-1.9661822985468924
1710558000000,DEV,TRANSITION,0,1,0,1.9700795525508408,0.9039287416717039,7.077566986559902,2.3232667480423586,2.7853959091078515,-0.8108051004130701
1710561600000,DEV,TRANSITION,0,1,0,3.7286640011030103,2.492639350452275,6.70335281102854,2.2905419246026932,2.743805645138013,-1.0073684210526235
1710565200000,DEV,TRANSITION,1,1,0,3.7207121258671094,1.738876960084094,7.711511012845973,2.323251469811214,2.8284573994227262,-0.40679439803744666
1710568800000,DEV,TRANSITION,0,1,0,1.7071456546114971,1.2255403034409307,4.991637221563772,2.2944717105352996,2.805109172773684,-1.8854351043898654
1710572400000,DEV,TRANSITION,0,1,0,2.76223087286922,1.0316580249103275,6.871877803746074,2.275232219315108,2.7659369702174272,-0.4400922491138881
1710583200000,DEV,BEAR,0,1,0,3.388632467361208,1.2673118109402637,5.719679603009786,1.8351085583675482,2.25143276970072,-1.1449091890310736
1710637200000,DEV,TRANSITION,1,1,0,3.6097863595828006,3.9509014921132604,5.726219880965155,1.502581101071972,3.7034378155124017,-1.3115964967816751
1710640800000,DEV,TRANSITION,1,1,0,3.5678988487977126,4.111375209586306,6.021828705142918,1.5008234626910497,3.682221167840405,-1.0356652949245482
1710644400000,DEV,TRANSITION,0,1,0,2.45027005664602,3.9271356811606575,5.496741520322401,1.49659614130857,3.655620664107225,-1.52579930357708
1710662400000,DEV,TRANSITION,0,1,0,1.6372042425890854,0.9549260012213198,4.595577945703888,1.6452870187655126,3.413671044785246,-1.0746995605908083
1710669600000,DEV,TRANSITION,1,1,0,5.733395993398838,3.455837536065102,8.306745032185848,1.8044563118714254,3.0697784307789973,-0.20630254267882675
1710673200000,DEV,BULL,0,1,0,5.60563256422375,3.7838479947774744,7.551637279596979,1.7790524114361803,2.908541123445801,-0.9521207497371065
1710680400000,DEV,TRANSITION,1,1,0,3.9024626199868795,2.7853164126528123,8.213266162888333,1.8060846556687886,2.7285202189378084,-0.6546863517937096
1710712800000,DEV,SIDEWAYS,0,1,0,2.973913043478249,1.6260397683735957,5.041977344235082,1.5410495120578749,2.0390321303322856,-1.7980487804878043
1710716400000,DEV,TRANSITION,0,1,0,3.1349739305392976,1.43119042432945,5.003691418232492,1.5409054784211194,2.037759578534574,-1.4819512195122009
1710734400000,DEV,TRANSITION,0,1,0,3.6047015629382395,1.8902088468153888,4.713212973318437,1.6330977932676862,2.10772891357021,-1.270239275370777
1710738000000,DEV,TRANSITION,0,1,0,2.2147482556096554,0.9340307546236974,4.94410629338915,1.5861413481698314,2.0512097345641838,-1.052539506676775
1710756000000,DEV,BEAR,0,1,0,3.789737121746306,2.514117939771876,5.351814516129028,1.252597244361488,2.2938215847438994,-0.6686467862658918
1710759600000,DEV,BEAR,0,1,0,2.3945469835789934,1.3639900801351097,4.942540322580635,1.2435554945835186,2.334706972901839,-1.0545324937626388
1710763200000,DEV,BEAR,0,1,0,3.2005879335516685,0.9691302960615453,5.460181451612911,1.2035278342104896,2.1439188437224126,-0.5664726149459454
1710795600000,DEV,BEAR,0,1,0,2.09264464982708,2.9315297838749053,3.324464002456118,1.3399426422707115,2.5566877421755665,-2.214527845036318
1710831600000,DEV,TRANSITION,1,0,0,1.0109995010088246,3.070287792973351,3.919960270295886,1.3018908362840393,2.9592636685250375,-6.355248271527348
1710849600000,DEV,TRANSITION,0,1,1,4.009017450015051,5.864716963491127,7.112865497076037,1.8365865628802134,3.840997207015454,-3.0329500455286595
1710853200000,DEV,TRANSITION,0,1,0,1.2708560736005126,2.383756755940987,6.342690058479539,1.8074045608083462,3.846897139023444,-2.8112406870971496
1710856800000,DEV,TRANSITION,0,1,1,2.0115957216571223,2.864966773047972,4.745029239766074,1.810752479674637,3.877259335235819,-4.271375583893622
1710860400000,DEV,BEAR,0,1,0,2.9100291171544113,3.1437956326773784,7.063742690058494,1.8692353716022643,3.8863004495327145,-1.7252392736173627
1710871200000,DEV,BEAR,0,1,0,1.300289201290794,1.861474065374602,6.10701754385965,1.8358678693734525,3.618688592482014,-2.676564771258294
1710892800000,DEV,TRANSITION,1,0,1,0.6028257456828889,1.8643614634133665,6.048260921891924,2.097882860006973,3.3205200641690245,-5.47220717362269
1710900000000,DEV,TRANSITION,0,1,1,2.9006560726581254,3.805294087181469,4.857985317126001,2.0587434537493143,3.086071073996674,-5.281324570987511
1710918000000,DEV,TRANSITION,1,1,0,2.023191100077071,3.519241226660278,6.7496445125667215,2.21915110931962,3.1669558111449927,-2.0961886965014553
1710921600000,DEV,BULL,0,1,1,2.1703316381348037,2.9328072577532818,5.364628538715821,1.9405717010259598,3.246851881526585,-3.366435011375757
1710925200000,DEV,TRANSITION,0,1,1,3.1789298866344184,3.446585413200387,5.55114402319441,1.8937773916367169,3.179463082886984,-3.1953751743060255
1710928800000,DEV,BULL,0,1,0,2.2556211890243816,1.7865479384038412,5.706881374920747,1.8455648124158477,2.9685924589956634,-3.052543033122379
1710936000000,DEV,BULL,0,1,0,2.3047532249018454,2.5162181014937426,7.793023212867722,1.7535789124299952,2.8847087309337387,-1.0442978961466176
1710943200000,DEV,BULL,1,1,0,1.896648109757515,1.7573869970841798,4.40393794749403,1.7945417158304826,2.7186625160119426,-1.1188906030142332
1710957600000,DEV,BULL,1,1,0,5.162846251878772,1.97135266702105,11.153729990939286,2.323771474012703,3.001696290286895,-0.42424471993897095
1710961200000,DEV,BULL,0,1,0,7.069618102347164,5.277801028379447,10.383569918453638,2.3286438031751358,2.929298456823903,-1.1141835183090754
1710964800000,DEV,TRANSITION,0,1,0,11.103176161825367,8.080414898037747,12.769556025369976,2.2379227436401083,3.0060528148267185,-1.1699311805188017
1710968400000,DEV,TRANSITION,1,1,0,10.314013308404268,6.714959629745287,14.759891271519177,2.2310225306405194,2.8670308558194457,0
1710975600000,DEV,TRANSITION,0,1,0,5.021341797088752,1.2026918561320579,15.926306251887645,2.1755794587911255,2.917124456235317,-0.7621903924711626
1711083600000,DEV,BEAR,0,1,0,2.9131383225407426,3.1882784214514035,3.2133403005472294,1.0684178155331563,2.14172458602067,-1.2672203546239436
1711087200000,DEV,BEAR,0,1,0,2.4673274971329873,2.126269994987388,3.6399864483861455,1.057807024509676,2.0461985600942176,-0.8590952035682053
1711152000000,DEV,TRANSITION,0,1,0,1.4950204901285513,1.3494457877768262,3.3742002996646647,1.1983638018996756,1.8616874862884687,-0.9293765029003809
1711155600000,DEV,SIDEWAYS,0,1,0,3.79000363802795,2.2965641395558416,5.168620829072235,1.1438994464821297,1.8574634924045008,-0.7401795735129002
1711159200000,DEV,SIDEWAYS,0,1,0,2.7870208982552436,1.5209480551127585,4.1370371251218785,1.1494982135993863,1.8730903686883296,-1.7138047138047119
1711177200000,DEV,SIDEWAYS,0,1,0,2.3970790867494873,1.7798451122793026,3.265222362287812,1.1771781326595319,1.6869608100786138,-1.1649831649831577
1711180800000,DEV,SIDEWAYS,0,1,0,2.226842924517336,1.3115004299755282,3.1960364691741683,1.160430386891875,1.6961272424154377,-1.231200897867557
1711263600000,DEV,TRANSITION,1,0,0,1.1167235018214372,1.3387221374349705,1.3810285074156603,0.7660164994409687,1.1887839372142517,-2.2210592657618156
1711267200000,DEV,TRANSITION,1,0,0,1.7568513153253251,1.230954808986858,2.664620698507547,0.8097637787090975,1.2548641054389478,-0.36183465458662356
1711310400000,DEV,BULL,1,1,0,2.71538373293565,2.1256697243390446,3.799581495371518,0.8924685047841193,1.2334485823099468,-0.40378197997775755
1711314000000,DEV,TRANSITION,0,1,0,4.450704871849309,2.9515477291835053,5.521131005860225,0.9394966347789522,1.2990579985372455,-0.4102979310042998
1711317600000,DEV,TRANSITION,1,1,0,4.832633731568192,2.865812748329377,7.269344246141007,0.983025076080694,1.2830587763042098,-0.07991015506889632
1711321200000,DEV,TRANSITION,0,1,0,4.415644841889055,2.695536720807157,6.665932448020229,0.9496047153327802,1.3396132231687243,-1.5346171750844073
1711378800000,DEV,TRANSITION,0,1,0,2.559562736935006,1.1310119041693472,3.8136345778146286,0.9223911072552006,1.5197544752790417,-0.9275856578616293
1711382400000,DEV,TRANSITION,0,1,0,3.1151882782630924,1.710446803581352,3.5442359249329813,0.8682438858358963,1.558253253142177,-0.8161315671883274
1711425600000,DEV,SIDEWAYS,1,1,0,2.670070993968432,2.4781251254651617,3.197594100019119,0.7709213069800253,1.2094407430672105,-0.04991791847425153
1711429200000,DEV,TRANSITION,0,1,0,2.567581068361924,2.251724226895835,3.6439183014176146,0.7715523104721739,1.2117026527829236,-0.6306673458991385
1711432800000,DEV,TRANSITION,1,1,0,1.9890850521509407,1.4295829570494392,3.9632526407515245,0.7513848433893272,1.1577121304049744,-0.3245033112582729
1711436400000,DEV,BEAR,0,1,0,1.225807124384759,0.9222586215961688,3.1556183715542696,0.730722297172526,1.1877106786529217,-1.354111621478793
1711483200000,DEV,TRANSITION,1,0,0,1.353440371862935,2.097155898531452,2.058507783145447,0.7330227896073612,1.4177520483566202,-2.6381684392714377
1711490400000,DEV,TRANSITION,1,1,0,1.6620088858835036,2.2415636244455936,3.29307568438002,0.697076584327439,1.3876299603947917,-0.11989660863878093
1711497600000,DEV,BEAR,1,1,0,1.2533200094669628,1.6684777112578837,3.3376274825550167,0.7172981987153495,1.4789711685586364,-0.14937294482537666
1711537200000,DEV,BEAR,1,0,0,0.9263964142254277,1.263886293900666,2.7068364903113595,0.7935617186086017,1.2939763834073634,-1.0711140005033037
1711569600000,DEV,TRANSITION,1,0,0,1.209188521993676,1.1865086217852354,2.785512230295639,0.9135148061719056,1.6826063226188426,-3.1807732497387664
1711576800000,DEV,TRANSITION,1,1,0,3.09866916485273,3.0363718764805445,3.7705918242830982,0.943660742265853,1.5822195208366436,-0.061964487938304114
1711580400000,DEV,TRANSITION,0,1,0,1.974983181741119,2.3715709371604166,3.4156081868101484,0.9291748242165945,1.5698364001912455,-0.4038375248392123
1711605600000,DEV,SIDEWAYS,1,1,0,2.6711524318628443,1.641018062517056,3.340975003452562,0.9999190524763243,1.32553296612247,-0.5940772938132
1711609200000,DEV,TRANSITION,0,1,0,2.8412363217508174,1.9920281928345274,3.574091976246363,0.9578850554115966,1.3255591577680184,-0.36983702727547696
1711612800000,DEV,SIDEWAYS,0,1,0,1.7838884417081813,1.4536345995393034,3.382405745062833,0.9376942143003317,1.286834865606748,-0.8061737752360076
1711616400000,DEV,TRANSITION,0,1,0,2.0777921011264855,1.5058050150989746,3.670211296782222,0.9335596635381533,1.2711209629720417,-0.5300287805627857
1711663200000,DEV,TRANSITION,1,0,0,2.0195030895983512,1.3833237377440133,3.0040617384240464,0.8183690668618668,1.2994797123884323,-0.038366531770650525
1711717200000,DEV,TRANSITION,1,0,0,1.6930169845377652,2.0332736322424902,1.9063237208998274,0.7682915963393357,1.2133378954909488,-0.06945334871991671
1711742400000,DEV,BULL,1,1,0,2.627709605924644,1.8653420100495088,3.052755567859222,0.8111949753804875,1.3083192307952758,-0.16511976441511145
1711749600000,DEV,TRANSITION,1,1,0,3.238840327747461,2.054579284392129,4.435831881320329,0.8607843686892032,1.2952621523871888,-0.07842118930148079
1711753200000,DEV,TRANSITION,0,1,0,2.2830078228939454,1.166155014092481,4.135625545194954,0.8600580693331297,1.2566522967147313,-0.5412789915444693
1711760400000,DEV,BULL,0,1,0,2.0591727266945137,1.0777742115342472,3.811110392271022,0.8953460930423774,1.3532081334192956,-1.1788555298947845
