candidate_rank,policy,entry_delay_min,n_dev,participation_dev,n_2022,n_2023,n_2024,hit_dev,hit_2022,hit_2023,hit_2024,worst_dev_hit,wilson_dev,median_primary_dev,hit_anchor120_dev,hit_entry60_dev,max_dev_share,pval_one_sided,qval_bh,fdr_sig,dev_gate
1,E0_EVENT_CLOSE,0,293,1.0,97,82,114,0.6109215017064846,0.6082474226804123,0.5853658536585366,0.631578947368421,0.5853658536585366,0.5540052761551176,0.0013653468313963302,0.5802047781569966,0.6109215017064846,0.3890784982935154,8.737749567591492e-05,0.0002912583189197164,True,True
