candidate_rank,policy,entry_delay_min,n_2025,hit_2025,n_2026,hit_2026,n_ref,hit_ref,median_primary_ref,hit_anchor120_ref,hit_entry60_ref,n_pooled,hit_pooled,wilson_pooled,hit_2022,hit_2023,hit_2024,max_era_share,gate
1,E0_EVENT_CLOSE,0,93,0.5591397849462365,65,0.5846153846153846,158,0.569620253164557,0.0003243939813079022,0.5822784810126582,0.569620253164557,451,0.5964523281596452,0.5505431515677489,0.6082474226804123,0.5853658536585366,0.631578947368421,0.25277161862527714,REJECT
