target,feature,dev_expander,dev_stopper,dev_effect,dev_n,ref_expander,ref_stopper,ref_effect,ref_n,direction_consistent,robust_score
MAJOR_NEAREST,tp1_r,0.14964788732393747,0.154403692869953,-0.010548730001077564,95,0.23319447064494925,0.10526315789474444,0.40155367876718673,71,False,0.0
MAJOR_NEAREST,tp2_r,0.3920922570016471,0.385028005170196,0.0141507065611533,95,0.41576175326971454,0.1833030852994542,0.4496009154173396,71,True,0.0141507065611533
MAJOR_NEAREST,tp1_to_tp2_gap_r,0.10460251046025164,0.05680221505909608,0.2691933628661693,95,0.11332878856739281,0.07499999999999239,0.2404622378394087,71,True,0.2404622378394087
MAJOR_NEAREST,known_target_count,18.0,13.0,0.12345679012345678,95,15.0,8.0,0.13333333333333333,71,True,0.12345679012345678
MAJOR_NEAREST,objective_room_from_tp2_r,0.2644628099173715,0.5264919422528013,-0.6867009638455569,95,0.30880750218248587,0.534055727554193,-0.4848447698598002,71,True,0.4848447698598002
MAJOR_NEAREST,minutes_entry_to_tp1,25.0,12.5,0.18518518518518517,95,25.0,15.0,0.16666666666666666,71,True,0.16666666666666666
MAJOR_NEAREST,minutes_tp1_to_tp2,5.0,5.0,0.0,95,7.5,5.0,0.05555555555555555,71,False,0.0
MAJOR_NEAREST,minutes_entry_to_tp2,55.0,35.0,0.20512820512820512,95,70.0,20.0,0.31746031746031744,71,True,0.20512820512820512
MAJOR_NEAREST,cluster_gap_r_per_minute,0.005026982405992158,0.007566765578634902,-0.14074302882174494,95,0.007997198879551824,0.009811320754719582,-0.18529449674996676,71,True,0.14074302882174494
MAJOR_NEAREST,cluster_path_efficiency,0.05578043333103178,0.125204768838737,-0.2071167228735217,95,0.23076923076990347,0.16973365064989526,0.07486712850553613,71,False,0.0
MAJOR_NEAREST,cluster_green_rate,0.5225171190083471,0.5,0.13665561880927882,95,0.5714285714285714,0.5948592411260709,-0.11900600609148594,71,False,0.0
MAJOR_NEAREST,cluster_close_above_tp1_rate,0.3693181818181818,0.4105263157894737,-0.0554724880382775,95,0.3333333333333333,0.6573643410852713,-0.44687905796246025,71,True,0.0554724880382775
MAJOR_NEAREST,cluster_max_pullback_r,0.33506274131274344,0.32980972515856355,0.018076269582000686,95,0.2678132678132519,0.212074303405576,0.23987649058002694,71,True,0.018076269582000686
MAJOR_NEAREST,cluster_mae_from_tp1_r,-0.23047752808989036,-0.1694989174623483,-0.2537259455818307,95,-0.2164310954063556,-0.3827507490369582,0.5850583732936627,71,False,0.0
MAJOR_NEAREST,last1_progress_r,0.031003033021483217,0.06292362692702373,-0.23914440292252684,95,0.11259382819016027,0.06844913682408087,0.3092592725476314,71,False,0.0
MAJOR_NEAREST,last3_progress_r,0.10392604796521168,0.08462285159595062,0.14420262725048208,95,0.1785897633348626,0.18837209302324012,-0.04757462636131964,71,False,0.0
MAJOR_NEAREST,last3_green_rate,0.6666666666666666,0.6666666666666666,,95,0.6666666666666666,0.6666666666666666,,71,False,0.0
MAJOR_NEAREST,distance_remaining_tp2_r,0.13287829212037078,0.1638795986621909,-0.25936476635736494,95,0.09893992932862286,0.06352087114337991,0.28524527265822613,71,False,0.0
