family,decision,label,feature,period,true_rate,false_rate,rate_diff,n
FORMATION,BOS_CLOSE,GE1R,has_bull_fvg,DEV,0.7193548387096774,0.7263157894736842,-0.0069609507640068236,500
FORMATION,BOS_CLOSE,GE1R,has_bull_fvg,REF,0.7528089887640449,0.7404580152671756,0.01235097349686931,309
FORMATION,BOS_CLOSE,GE1R,predeparture_swept_prior_low,DEV,0.7025641025641025,0.7344262295081967,-0.03186212694409418,500
FORMATION,BOS_CLOSE,GE1R,predeparture_swept_prior_low,REF,0.7583333333333333,0.7407407407407407,0.017592592592592604,309
FORMATION,BOS_CLOSE,GE1_5R,has_bull_fvg,DEV,0.5419354838709678,0.5157894736842106,0.026146010186757218,500
FORMATION,BOS_CLOSE,GE1_5R,has_bull_fvg,REF,0.5168539325842697,0.5801526717557252,-0.06329873917145545,309
FORMATION,BOS_CLOSE,GE1_5R,predeparture_swept_prior_low,DEV,0.49743589743589745,0.5540983606557377,-0.05666246321984025,500
FORMATION,BOS_CLOSE,GE1_5R,predeparture_swept_prior_low,REF,0.5416666666666666,0.544973544973545,-0.003306878306878369,309
FORMATION,BOS_CLOSE,GE2R,has_bull_fvg,DEV,0.3967741935483871,0.43157894736842106,-0.03480475382003395,500
FORMATION,BOS_CLOSE,GE2R,has_bull_fvg,REF,0.4101123595505618,0.46564885496183206,-0.05553649541127026,309
FORMATION,BOS_CLOSE,GE2R,predeparture_swept_prior_low,DEV,0.35384615384615387,0.4459016393442623,-0.09205548549810844,500
FORMATION,BOS_CLOSE,GE2R,predeparture_swept_prior_low,REF,0.4,0.455026455026455,-0.05502645502645498,309
RETEST_APPROACH,TOUCH_CLOSE,GE1R,touch_local_liquidity_sweep,DEV,0.7241379310344828,0.7215496368038741,0.00258829423060869,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,touch_local_liquidity_sweep,REF,0.7049180327868853,0.7580645161290323,-0.053146483342147,309
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,touch_local_liquidity_sweep,DEV,0.45977011494252873,0.5472154963680388,-0.08744538142551006,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,touch_local_liquidity_sweep,REF,0.47540983606557374,0.5604838709677419,-0.08507403490216814,309
RETEST_APPROACH,TOUCH_CLOSE,GE2R,touch_local_liquidity_sweep,DEV,0.3218390804597701,0.42857142857142855,-0.10673234811165844,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,touch_local_liquidity_sweep,REF,0.39344262295081966,0.4435483870967742,-0.05010576414595452,309
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_CLOSE_ABOVE_ZONE,DEV,0.6983050847457627,0.7560975609756098,-0.05779247622984707,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_CLOSE_ABOVE_ZONE,REF,0.7311827956989247,0.7723577235772358,-0.04117492787831101,309
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_BULLISH,DEV,0.7213114754098361,0.7220956719817767,-0.0007841965719406208,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_BULLISH,REF,0.5813953488372093,0.7744360902255639,-0.1930407413883546,309
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_SWEEP_FLOOR_RECLAIM,DEV,0.9230769230769231,0.7109704641350211,0.21210645894190205,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_SWEEP_FLOOR_RECLAIM,REF,0.9473684210526315,0.7344827586206897,0.21288566243194185,309
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_CLOSE_ABOVE_ZONE,DEV,0.49830508474576274,0.5804878048780487,-0.082182720132286,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_CLOSE_ABOVE_ZONE,REF,0.489247311827957,0.6260162601626016,-0.1367689483346446,309
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_BULLISH,DEV,0.4098360655737705,0.5489749430523918,-0.1391388774786213,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_BULLISH,REF,0.2558139534883721,0.5902255639097744,-0.3344116104214023,309
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_SWEEP_FLOOR_RECLAIM,DEV,0.6923076923076923,0.5232067510548524,0.16910094125283992,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,TOUCH_SWEEP_FLOOR_RECLAIM,REF,0.8421052631578947,0.5241379310344828,0.3179673321234119,309
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_CLOSE_ABOVE_ZONE,DEV,0.3728813559322034,0.4634146341463415,-0.09053327821413809,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_CLOSE_ABOVE_ZONE,REF,0.3817204301075269,0.5121951219512195,-0.13047469184369265,309
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_BULLISH,DEV,0.2459016393442623,0.4328018223234624,-0.18690018297920014,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_BULLISH,REF,0.18604651162790697,0.47368421052631576,-0.2876376988984088,309
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_SWEEP_FLOOR_RECLAIM,DEV,0.6923076923076923,0.39451476793248946,0.2977929243752028,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,TOUCH_SWEEP_FLOOR_RECLAIM,REF,0.7368421052631579,0.41379310344827586,0.323049001814882,309
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ANCHOR,DEV,0.6985294117647058,0.7205882352941176,-0.022058823529411797,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ANCHOR,REF,0.7589743589743589,0.696078431372549,0.06289592760180995,297
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ZONE,DEV,0.7062937062937062,0.7105263157894737,-0.004232609495767425,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ZONE,REF,0.7397959183673469,0.7326732673267327,0.00712265104061427,297
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,DEV,0.6923076923076923,0.7093821510297483,-0.01707445872205604,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,REF,0.6285714285714286,0.7519083969465649,-0.1233369683751363,297
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BULLISH,DEV,0.6974169741697417,0.7219512195121951,-0.02453424534245341,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BULLISH,REF,0.7589743589743589,0.696078431372549,0.06289592760180995,297
PLUS5_REACTION,PLUS5_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,DEV,0.7038216560509554,0.7160493827160493,-0.012227726665093974,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,REF,0.7177033492822966,0.7840909090909091,-0.06638755980861244,297
PLUS5_REACTION,PLUS5_CLOSE,GE1R,RETEST5_ZONE_RECLAIM,DEV,0.7384615384615385,0.6965317919075145,0.04192974655402404,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,RETEST5_ZONE_RECLAIM,REF,0.7848101265822784,0.7201834862385321,0.06462664034374632,297
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ANCHOR,DEV,0.5251798561151079,0.5048543689320388,0.020325487183069035,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ANCHOR,REF,0.575,0.45098039215686275,0.1240196078431372,302
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ZONE,DEV,0.5137931034482759,0.520618556701031,-0.006825453252755076,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ZONE,REF,0.527363184079602,0.5445544554455446,-0.017191271365942562,302
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,DEV,0.41025641025641024,0.5258426966292135,-0.11558628637280322,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,REF,0.5135135135135135,0.5358490566037736,-0.02233554309026009,302
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BULLISH,DEV,0.5270758122743683,0.5024154589371981,0.024660353337170204,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BULLISH,REF,0.575,0.45098039215686275,0.1240196078431372,302
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,DEV,0.49375,0.5609756097560976,-0.06722560975609759,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,REF,0.5233644859813084,0.5568181818181818,-0.03345369583687341,302
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,RETEST5_ZONE_RECLAIM,DEV,0.5789473684210527,0.4928774928774929,0.08606987554355977,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,RETEST5_ZONE_RECLAIM,REF,0.6219512195121951,0.5,0.12195121951219512,302
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_ABOVE_ANCHOR,DEV,0.43109540636042404,0.3526570048309179,0.07843840152950615,490
