family,decision,label,feature,period,true_rate,false_rate,rate_diff,n
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_ABOVE_ANCHOR,REF,0.44776119402985076,0.37254901960784315,0.07521217442200762,303
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_ABOVE_ZONE,DEV,0.4061433447098976,0.38578680203045684,0.02035654267944076,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_ABOVE_ZONE,REF,0.41089108910891087,0.44554455445544555,-0.034653465346534684,303
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_BREAK_TOUCH_HIGH,DEV,0.28205128205128205,0.4079822616407982,-0.12593097958951616,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_BREAK_TOUCH_HIGH,REF,0.4594594594594595,0.41729323308270677,0.04216622637675271,303
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_BULLISH,DEV,0.4326241134751773,0.35096153846153844,0.08166257501363888,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,CLOSE5_BULLISH,REF,0.44776119402985076,0.37254901960784315,0.07521217442200762,303
PLUS5_REACTION,PLUS5_CLOSE,GE2R,LOW5_HOLDS_TOUCH_LOW,DEV,0.38271604938271603,0.42771084337349397,-0.04499479399077794,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,LOW5_HOLDS_TOUCH_LOW,REF,0.411214953271028,0.449438202247191,-0.03822324897616297,303
PLUS5_REACTION,PLUS5_CLOSE,GE2R,RETEST5_ZONE_RECLAIM,DEV,0.4485294117647059,0.3785310734463277,0.0699983383183782,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,RETEST5_ZONE_RECLAIM,REF,0.5180722891566265,0.38636363636363635,0.13170865279299016,303
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,DEV,0.6943521594684385,0.7134146341463414,-0.019062474677902896,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,REF,0.7486631016042781,0.6736842105263158,0.0749788910779623,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ZONE,DEV,0.6912751677852349,0.718562874251497,-0.027287706466262107,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ZONE,REF,0.7562189054726368,0.6419753086419753,0.11424359683066154,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,DEV,0.6911764705882353,0.7027707808564232,-0.011594310268187913,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,REF,0.6909090909090909,0.7312775330396476,-0.04036844213055668,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,0.6910994764397905,0.708029197080292,-0.016929720640501467,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,REF,0.746268656716418,0.7027027027027027,0.043565954013715213,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ZONE,DEV,0.7105263157894737,0.6919831223628692,0.018543193426604487,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ZONE,REF,0.7532467532467533,0.6875,0.06574675324675328,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,RECLAIM_ZONE_THEN_HOLD,DEV,0.6996336996336996,0.703125,-0.0034913003663004094,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,RECLAIM_ZONE_THEN_HOLD,REF,0.7653631284916201,0.6504854368932039,0.11487769159841621,282
PLUS15_REACTION,PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,DEV,0.6904761904761905,0.7034120734908137,-0.012935883014623228,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,REF,0.7101449275362319,0.7276995305164319,-0.01755460298019995,282
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,DEV,0.5080385852090032,0.5120481927710844,-0.00400960756208113,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,REF,0.5555555555555556,0.4536082474226804,0.10194730813287517,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ZONE,DEV,0.5016393442622951,0.5232558139534884,-0.021616469691193352,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ZONE,REF,0.5215311004784688,0.5232558139534884,-0.001724713475019568,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,DEV,0.4492753623188406,0.5196078431372549,-0.07033248081841437,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,REF,0.5454545454545454,0.5166666666666667,0.028787878787878696,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,0.5025125628140703,0.5143884892086331,-0.011875926394562808,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,REF,0.5815602836879432,0.4675324675324675,0.11402781615547569,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ZONE,DEV,0.5172413793103449,0.5020408163265306,0.015200562983814225,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ZONE,REF,0.5279503105590062,0.5149253731343284,0.013024937424677807,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,RECLAIM_ZONE_THEN_HOLD,DEV,0.5161290322580645,0.5,0.016129032258064502,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,RECLAIM_ZONE_THEN_HOLD,REF,0.5240641711229946,0.5185185185185185,0.005545652604476148,295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,DEV,0.47058823529411764,0.5178571428571429,-0.047268907563025264,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,REF,0.5555555555555556,0.5112107623318386,0.04434479322371698,295
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_ABOVE_ANCHOR,DEV,0.39365079365079364,0.37349397590361444,0.0201568177471792,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_ABOVE_ANCHOR,REF,0.43283582089552236,0.3711340206185567,0.061701800276965646,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_ABOVE_ZONE,DEV,0.39285714285714285,0.37572254335260113,0.017134599504541714,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_ABOVE_ZONE,REF,0.3981042654028436,0.4482758620689655,-0.05017159666612192,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_BREAK_TOUCH_HIGH,DEV,0.36231884057971014,0.3907766990291262,-0.028457858449416062,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,CLOSE15_BREAK_TOUCH_HIGH,REF,0.44642857142857145,0.4049586776859504,0.041469893742621056,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,ALL3_CLOSES_ABOVE_ANCHOR,DEV,0.42574257425742573,0.35842293906810035,0.06731963518932538,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,ALL3_CLOSES_ABOVE_ANCHOR,REF,0.4513888888888889,0.37662337662337664,0.07476551226551226,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,ALL3_CLOSES_ABOVE_ZONE,DEV,0.4188034188034188,0.3562753036437247,0.06252811515969414,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,ALL3_CLOSES_ABOVE_ZONE,REF,0.3987730061349693,0.42962962962962964,-0.03085662349466034,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,RECLAIM_ZONE_THEN_HOLD,DEV,0.40213523131672596,0.365,0.03713523131672597,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,RECLAIM_ZONE_THEN_HOLD,REF,0.3968253968253968,0.44036697247706424,-0.04354157565166744,298
PLUS15_REACTION,PLUS15_CLOSE,GE2R,BREAK_TOUCH_HIGH_WITHIN15,DEV,0.35294117647058826,0.3939393939393939,-0.040998217468805664,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,BREAK_TOUCH_HIGH_WITHIN15,REF,0.4657534246575342,0.39555555555555555,0.07019786910197867,298
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_15M,DEV,0.7798165137614679,0.7058823529411765,0.07393416082029136,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_15M,REF,0.8395061728395061,0.7149122807017544,0.12459389213775174,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_30M,DEV,0.7777777777777778,0.6930091185410334,0.08476865923674437,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_30M,REF,0.8362068965517241,0.694300518134715,0.14190637841700904,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_60M,DEV,0.7833333333333333,0.6653846153846154,0.11794871794871797,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_60M,REF,0.8301886792452831,0.66,0.17018867924528303,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_15M,DEV,0.6330275229357798,0.5038363171355499,0.1291912058002299,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_15M,REF,0.7283950617283951,0.4780701754385965,0.2503248862897986,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_30M,DEV,0.6257309941520468,0.48328267477203646,0.14244831938001035,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_30M,REF,0.7327586206896551,0.43005181347150256,0.3027068072181526,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_60M,DEV,0.6333333333333333,0.43846153846153846,0.19487179487179485,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,PROOF_WITHIN_60M,REF,0.6666666666666666,0.41333333333333333,0.2533333333333333,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_15M,DEV,0.5779816513761468,0.3631713554987212,0.21481029587742556,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_15M,REF,0.5802469135802469,0.3815789473684211,0.19866796621182586,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_30M,DEV,0.5321637426900585,0.3465045592705167,0.1856591834195418,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_30M,REF,0.6120689655172413,0.32642487046632124,0.2856440950509201,309
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_60M,DEV,0.5333333333333333,0.29615384615384616,0.23717948717948717,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,PROOF_WITHIN_60M,REF,0.559748427672956,0.3,0.259748427672956,309
