family,decision,label,feature,feature_type,dev_pos,dev_neg,dev_effect,dev_n,ref_pos,ref_neg,ref_effect,ref_n,direction_consistent,robust_score
PLUS15_REACTION,PLUS15_CLOSE,GE1R,BREAK_TOUCH_HIGH_WITHIN15,BINARY,0.6904761904761905,0.7034120734908137,-0.012935883014623228,465,0.7101449275362319,0.7276995305164319,-0.01755460298019995,282,True,0.012935883014623228
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_max_close_r,NUMERIC,0.1272907231336763,0.1168831168831219,0.036430193464539504,465,0.1381514257620415,0.1346944770857733,0.012100506691125616,282,True,0.012100506691125616
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_BREAK_TOUCH_HIGH,BINARY,0.6911764705882353,0.7027707808564232,-0.011594310268187913,465,0.6909090909090909,0.7312775330396476,-0.04036844213055668,282,True,0.011594310268187913
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_low_r,NUMERIC,-0.1564127926145781,-0.1543209876543205,-0.008497547093924087,465,-0.11689106487147495,-0.0949008498583584,-0.08933093248639343,282,True,0.008497547093924087
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_r,NUMERIC,0.06644310258831959,0.072398190045247,-0.019825914513447656,465,0.09437018415189535,0.052858113720450545,0.1382036394264285,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_body_r,NUMERIC,0.06595031939813101,0.0769230769230709,-0.03698727674504299,465,0.09437018415189535,0.052858113720450545,0.1399300434569637,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_green_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,465,0.6666666666666666,0.6666666666666666,0.0,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_slope_r_per_bar,NUMERIC,0.0201847903340641,0.0217391304347868,-0.012262668065071826,465,0.0235837577132711,0.011534063420860049,0.09506375170062509,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_path_efficiency,NUMERIC,0.3244193532411942,0.3488372093023993,-0.015318033926594244,465,0.37646826960977575,0.10495169082125805,0.17033027613440876,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_min_close_r,NUMERIC,-0.03763111011480385,-0.0314049586776952,-0.02509181097745982,465,-0.0050735962451304,-0.00931120858537015,0.01707786405632708,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_above_anchor_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,465,0.6666666666666666,0.6666666666666666,0.0,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_above_zone_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,465,1.0,0.6666666666666666,0.5,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ANCHOR,BINARY,0.6943521594684385,0.7134146341463414,-0.019062474677902896,465,0.7486631016042781,0.6736842105263158,0.0749788910779623,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,CLOSE15_ABOVE_ZONE,BINARY,0.6912751677852349,0.718562874251497,-0.027287706466262107,465,0.7562189054726368,0.6419753086419753,0.11424359683066154,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,ALL3_CLOSES_ABOVE_ANCHOR,BINARY,0.6910994764397905,0.708029197080292,-0.016929720640501467,465,0.746268656716418,0.7027027027027027,0.043565954013715213,282,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1R,RECLAIM_ZONE_THEN_HOLD,BINARY,0.6996336996336996,0.703125,-0.0034913003663004094,465,0.7653631284916201,0.6504854368932039,0.11487769159841621,282,False,0.0
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_range_r,NUMERIC,0.2897959183673482,0.2302357836338363,0.2119485341583329,476,0.2510729613733835,0.201634173145024,0.17593107776616984,297,True,0.17593107776616984
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_low_r,NUMERIC,-0.1170212765957292,-0.1000000000000284,-0.09658004798065513,476,-0.0960187353630026,-0.0684085216498361,-0.15666250120436243,297,True,0.09658004798065513
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_location,NUMERIC,0.6279069767441338,0.5714285714286295,0.09530730896990627,476,0.695652173913022,0.5216624072045843,0.29360773132046636,297,True,0.09530730896990627
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_recovery_from_low_r,NUMERIC,0.1545722713864305,0.134146341463415,0.09049562861250326,476,0.1527777777777463,0.0932863891183608,0.26357236287663877,297,True,0.09049562861250326
PLUS5_REACTION,PLUS5_CLOSE,GE1R,RETEST5_ZONE_RECLAIM,BINARY,0.7384615384615385,0.6965317919075145,0.04192974655402404,476,0.7848101265822784,0.7201834862385321,0.06462664034374632,297,True,0.04192974655402404
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_body_r,NUMERIC,0.0336391437308912,0.0275330396475769,0.027452301077553493,476,0.0386416861826609,0.019756712251743948,0.08490454520910855,297,True,0.027452301077553493
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BREAK_TOUCH_HIGH,BINARY,0.6923076923076923,0.7093821510297483,-0.01707445872205604,476,0.6285714285714286,0.7519083969465649,-0.1233369683751363,297,True,0.01707445872205604
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_vs_zone_high_zone_r,NUMERIC,0.0673076923076858,0.0609137055837586,0.01604314315852056,476,0.0991735537190118,0.09352348499190995,0.014176579551716835,297,True,0.014176579551716835
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_r,NUMERIC,0.0317460317460482,0.0287356321839144,0.013679436486177081,476,0.0386416861826609,0.0201749101351502,0.08391413991148827,297,True,0.013679436486177081
PLUS5_REACTION,PLUS5_CLOSE,GE1R,LOW5_HOLDS_TOUCH_LOW,BINARY,0.7038216560509554,0.7160493827160493,-0.012227726665093974,476,0.7177033492822966,0.7840909090909091,-0.06638755980861244,297,True,0.012227726665093974
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_high_r,NUMERIC,0.1319444444444628,0.102040816326531,0.15115556183050027,476,0.1104166666666594,0.11396927474098995,-0.017957569139143793,297,False,0.0
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ANCHOR,BINARY,0.6985294117647058,0.7205882352941176,-0.022058823529411797,476,0.7589743589743589,0.696078431372549,0.06289592760180995,297,False,0.0
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_ABOVE_ZONE,BINARY,0.7062937062937062,0.7105263157894737,-0.004232609495767425,476,0.7397959183673469,0.7326732673267327,0.00712265104061427,297,False,0.0
PLUS5_REACTION,PLUS5_CLOSE,GE1R,CLOSE5_BULLISH,BINARY,0.6974169741697417,0.7219512195121951,-0.02453424534245341,476,0.7589743589743589,0.696078431372549,0.06289592760180995,297,False,0.0
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last3_bear_progress_zone_r,NUMERIC,-0.6973684210526256,-0.4573502722323023,-0.24372023338220872,500,-0.6302605210420865,-0.42271453872622344,-0.2107472101429641,309,True,0.2107472101429641
RETEST_APPROACH,TOUCH_CLOSE,GE1R,zone_age_at_retest_h,NUMERIC,7.25,3.0,0.18037135278514588,500,8.25,4.5,0.15915119363395225,309,True,0.15915119363395225
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last1_bear_progress_zone_r,NUMERIC,-0.3807228915662633,-0.2690909090909124,-0.16711522446500776,500,-0.3130311614730954,-0.2089997497095663,-0.15573702394932012,309,True,0.15573702394932012
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last2_bear_progress_zone_r,NUMERIC,-0.5939278937381288,-0.3832442067736135,-0.24986708548273973,500,-0.5349999999999966,-0.4151345593182336,-0.1421582693220134,309,True,0.1421582693220134
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_slope_per_zone_r,NUMERIC,-0.0546844754161886,-0.0306637806637821,-0.1777591217446334,500,-0.0568668643928188,-0.0531193232558136,-0.02773273746169187,309,True,0.02773273746169187
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_net_progress_zone_r,NUMERIC,-0.4354838709677399,-0.2050739957716751,-0.22867274716883781,500,-0.4113009198423114,-0.40695054141057996,-0.004317579645236811,309,True,0.004317579645236811
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_efficiency,NUMERIC,0.447761194029895,0.3684210526315789,0.2029537027306171,500,0.4201183431952547,0.4714721328967256,-0.13136404328848553,309,False,0.0
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_overlap_mean,NUMERIC,0.6182841884934552,0.6215843092998998,-0.026088375964232052,500,0.6014937399841189,0.5999687516932821,0.012055458028902956,309,False,0.0
RETEST_APPROACH,TOUCH_CLOSE,GE1R,touch_local_liquidity_sweep,BINARY,0.7241379310344828,0.7215496368038741,0.00258829423060869,500,0.7049180327868853,0.7580645161290323,-0.053146483342147,309,False,0.0
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,NUMERIC,60.0,105.0,-0.2727272727272727,500,45.0,105.0,-0.36363636363636365,309,True,0.2727272727272727
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_60M,BINARY,0.7833333333333333,0.6653846153846154,0.11794871794871797,500,0.8301886792452831,0.66,0.17018867924528303,309,True,0.11794871794871797
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_30M,BINARY,0.7777777777777778,0.6930091185410334,0.08476865923674437,500,0.8362068965517241,0.694300518134715,0.14190637841700904,309,True,0.08476865923674437
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,PROOF_WITHIN_15M,BINARY,0.7798165137614679,0.7058823529411765,0.07393416082029136,500,0.8395061728395061,0.7149122807017544,0.12459389213775174,309,True,0.07393416082029136
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_SWEEP_FLOOR_RECLAIM,BINARY,0.9230769230769231,0.7109704641350211,0.21210645894190205,500,0.9473684210526315,0.7344827586206897,0.21288566243194185,309,True,0.21210645894190205
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_range_event_r,NUMERIC,0.7286245353159627,0.5406504065040861,0.2263240947509895,500,0.6250000000000075,0.47950804374603806,0.17517482592343703,309,True,0.17517482592343703
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_body_event_r,NUMERIC,-0.3817427385891906,-0.2391304347825979,-0.21939700467667628,500,-0.3055555555555647,-0.19551456586238147,-0.1692887842488197,309,True,0.1692887842488197
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_penetration_zone_r,NUMERIC,0.1933842239185796,0.1315789473684026,0.20053005525371656,500,0.1467576791809058,0.11093619809058114,0.11622443880630436,309,True,0.11622443880630436
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_upper_wick_event_r,NUMERIC,0.0528007346189206,0.0432432432432347,0.08423602616244481,500,0.054835793913831,0.03961292720057645,0.13416844947276702,309,True,0.08423602616244481
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_location_in_candle,NUMERIC,0.3018867924528305,0.388059701492531,-0.2274994877485289,500,0.3576195773081233,0.37620285281105986,-0.04906049598093668,309,True,0.04906049598093668
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_CLOSE_ABOVE_ZONE,BINARY,0.6983050847457627,0.7560975609756098,-0.05779247622984707,500,0.7311827956989247,0.7723577235772358,-0.04117492787831101,309,True,0.04117492787831101
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_recovery_from_low_event_r,NUMERIC,0.2060810810810831,0.1967871485943804,0.026958935969867773,500,0.1994261119081751,0.17796441699885296,0.062253998476216856,309,True,0.026958935969867773
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_vs_zone_high_zone_r,NUMERIC,0.0204081632653069,0.0299194476409655,-0.036432654280009566,500,0.0486202365308809,0.054041591320065294,-0.020766316825634026,309,True,0.020766316825634026
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_vs_floor_zone_r,NUMERIC,1.0204081632653068,1.0299194476409657,-0.03643265428001048,500,1.048620236530881,1.0540415913200651,-0.020766316825633076,309,True,0.020766316825633076
TOUCH_REACTION,TOUCH_CLOSE,GE1R,TOUCH_BULLISH,BINARY,0.7213114754098361,0.7220956719817767,-0.0007841965719406208,500,0.5813953488372093,0.7744360902255639,-0.1930407413883546,309,True,0.0007841965719406208
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_floor_sweep_depth_zone_r,NUMERIC,0.0,0.0,,500,0.0,0.0,,309,False,0.0
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_lower_wick_event_r,NUMERIC,0.1843930635838153,0.1864864864864864,-0.006332106586153522,500,0.1832884097034887,0.15671062628894106,0.08039147617515983,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,base_mean_added_overlap,NUMERIC,1.0,0.9766199562711192,0.15283786810983777,500,0.9942397834554576,0.9265944645006,0.44220474762838885,309,True,0.15283786810983777
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,NUMERIC,0.008703555405577967,0.009902896254399223,-0.14268898552221138,500,0.006889923735289526,0.00915006528239908,-0.2688954560420604,309,True,0.14268898552221138
FORMATION,BOS_CLOSE,GE1_5R,protected_depth_to_broken_level_zone_r,NUMERIC,1.668583346327773,1.5287467700258441,0.14054070494940224,500,1.617496229260953,1.5440638510143017,0.07380213730785656,309,True,0.07380213730785656
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,NUMERIC,0.8374682022754518,0.815781049935975,0.041414280703047424,500,0.9281183541377989,0.8653136531365284,0.11993328935136369,309,True,0.041414280703047424
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,NUMERIC,0.8265866873065013,0.5986474501108714,0.2726633083935251,500,0.6425108225108176,0.6383307573415843,0.0050002378369174635,309,True,0.0050002378369174635
FORMATION,BOS_CLOSE,GE1_5R,predeparture_swept_prior_low,BINARY,0.49743589743589745,0.5540983606557377,-0.05666246321984025,500,0.5416666666666666,0.544973544973545,-0.003306878306878369,309,True,0.003306878306878369
FORMATION,BOS_CLOSE,GE1_5R,base_candles,NUMERIC,2.0,2.0,0.0,500,2.0,2.0,0.0,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,NUMERIC,0.3853330626650028,0.415287842597759,-0.1273877155702824,500,0.4024415265298569,0.3989300444398524,0.014933165348428222,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,NUMERIC,4.0,4.0,0.0,500,4.0,4.0,0.0,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,bos_overshoot_zone_r,NUMERIC,0.2658089815212763,0.1867520505580231,0.2149458022535786,500,0.18837757229386937,0.2261306532663249,-0.10264585506033208,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,bos_body_frac,NUMERIC,0.6455263697927418,0.634050976993381,0.03736664509663011,500,0.6028169014084588,0.6626016260162485,-0.1946734744228953,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,max_bull_fvg_zone_r,NUMERIC,0.07781768001729035,0.055211358145102196,0.07984795426352605,500,0.0344979448032708,0.0607966457022986,-0.0928898331381878,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,source_age_at_activation_h,NUMERIC,5.0,6.0,-0.5,500,5.0,5.0,0.0,309,False,0.0
FORMATION,BOS_CLOSE,GE1_5R,has_bull_fvg,BINARY,0.5419354838709678,0.5157894736842106,0.026146010186757218,500,0.5168539325842697,0.5801526717557252,-0.06329873917145545,309,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,NUMERIC,0.4558823529410916,0.36564275194614226,0.213460439076358,477,0.4641961289991505,0.3211143695014772,0.3384577820540302,295,True,0.213460439076358
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_high_r,NUMERIC,0.2376126126126142,0.1822323579152389,0.1784389999628618,477,0.26076528670713794,0.178021978021978,0.2666046470186796,295,True,0.1784389999628618
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,NUMERIC,0.6843575418994462,0.6297604838067914,0.11943106457767312,477,0.7032085561497186,0.5803108808290215,0.268838664764004,295,True,0.11943106457767312
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,NUMERIC,0.1616519174041299,0.1102950587472413,0.16538697381240328,477,0.16355627823326904,0.1324324324324179,0.10022962472834589,295,True,0.10022962472834589
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_low_r,NUMERIC,-0.1737756714060056,-0.1426555822258611,-0.12361007032090641,477,-0.1271336107258374,-0.1053540587219373,-0.08650913367168662,295,True,0.08650913367168662
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,NUMERIC,0.026200873362449,0.0179908306364608,0.06139627510392714,477,0.0285571348762457,0.0125786163522052,0.1194904279791194,295,True,0.06139627510392714
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,NUMERIC,0.4122807017543855,0.315100101798449,0.06073787497246033,477,0.4804318488529531,0.1489361702127742,0.20718479915011181,295,True,0.06073787497246033
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_r,NUMERIC,0.0780346820809187,0.06873934872685745,0.02977704085264013,477,0.12055026212069281,0.0490099009900993,0.22917524039819132,295,True,0.02977704085264013
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_body_r,NUMERIC,0.0771055753262271,0.07101139859444794,0.019754935750919276,477,0.12243370451154464,0.050000000000005,0.23480172003623337,295,True,0.019754935750919276
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ZONE,BINARY,0.5172413793103449,0.5020408163265306,0.015200562983814225,477,0.5279503105590062,0.5149253731343284,0.013024937424677807,295,True,0.013024937424677807
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,RECLAIM_ZONE_THEN_HOLD,BINARY,0.5161290322580645,0.5,0.016129032258064502,477,0.5240641711229946,0.5185185185185185,0.005545652604476148,295,True,0.005545652604476148
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ZONE,BINARY,0.5016393442622951,0.5232558139534884,-0.021616469691193352,477,0.5215311004784688,0.5232558139534884,-0.001724713475019568,295,True,0.001724713475019568
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_green_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,477,0.6666666666666666,0.6666666666666666,0.0,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,NUMERIC,-0.0328083989501312,-0.0327832246804602,-9.95882911390947e-05,477,0.0063175668513538,-0.0141025641025658,0.08078112982480305,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,477,1.0,0.6666666666666666,0.5,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,NUMERIC,0.6666666666666666,0.6666666666666666,0.0,477,1.0,1.0,0.0,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_ABOVE_ANCHOR,BINARY,0.5080385852090032,0.5120481927710844,-0.00400960756208113,477,0.5555555555555556,0.4536082474226804,0.10194730813287517,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,CLOSE15_BREAK_TOUCH_HIGH,BINARY,0.4492753623188406,0.5196078431372549,-0.07033248081841437,477,0.5454545454545454,0.5166666666666667,0.028787878787878696,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,ALL3_CLOSES_ABOVE_ANCHOR,BINARY,0.5025125628140703,0.5143884892086331,-0.011875926394562808,477,0.5815602836879432,0.4675324675324675,0.11402781615547569,295,False,0.0
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,BREAK_TOUCH_HIGH_WITHIN15,BINARY,0.47058823529411764,0.5178571428571429,-0.047268907563025264,477,0.5555555555555556,0.5112107623318386,0.04434479322371698,295,False,0.0
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_recovery_from_low_r,NUMERIC,0.18110994397759425,0.128505389699552,0.2298722570752549,484,0.1712672521957345,0.1061692969870721,0.28446612845924835,302,True,0.2298722570752549
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_range_r,NUMERIC,0.32895730223974634,0.23779789344285354,0.29575405313577685,484,0.2761904761904746,0.2101616628175688,0.21422132324588208,302,True,0.21422132324588208
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_high_r,NUMERIC,0.1440009893420845,0.1097548935439559,0.17119552057327755,484,0.126455906821962,0.0900692840646611,0.18189597031904578,302,True,0.17119552057327755
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_location,NUMERIC,0.6632183908045965,0.5866518353726413,0.1291418956725026,484,0.7008547008546709,0.6038961038961149,0.1635363761936746,302,True,0.1291418956725026
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_low_r,NUMERIC,-0.1260782163742667,-0.1006607929515542,-0.14149745948943498,484,-0.1,-0.0779753761969966,-0.1226099224341812,302,True,0.1226099224341812
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,RETEST5_ZONE_RECLAIM,BINARY,0.5789473684210527,0.4928774928774929,0.08606987554355977,484,0.6219512195121951,0.5,0.12195121951219512,302,True,0.08606987554355977
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_body_r,NUMERIC,0.041358527775263096,0.024751940269177652,0.07325686046004021,484,0.0611643330876878,0.0166112956810606,0.19653740680752285,302,True,0.07325686046004021
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_r,NUMERIC,0.040039128381549854,0.026960858777654,0.0574980340299347,484,0.0611643330876878,0.0166112956810606,0.19587545895063233,302,True,0.0574980340299347
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_vs_zone_high_zone_r,NUMERIC,0.056127973748974797,0.07179403911380519,-0.03875425170483438,484,0.0981887511916083,0.1202346041055636,-0.05453638249162441,302,True,0.03875425170483438
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,LOW5_HOLDS_TOUCH_LOW,BINARY,0.49375,0.5609756097560976,-0.06722560975609759,484,0.5233644859813084,0.5568181818181818,-0.03345369583687341,302,True,0.03345369583687341
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BULLISH,BINARY,0.5270758122743683,0.5024154589371981,0.024660353337170204,484,0.575,0.45098039215686275,0.1240196078431372,302,True,0.024660353337170204
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_BREAK_TOUCH_HIGH,BINARY,0.41025641025641024,0.5258426966292135,-0.11558628637280322,484,0.5135135135135135,0.5358490566037736,-0.02233554309026009,302,True,0.02233554309026009
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ANCHOR,BINARY,0.5251798561151079,0.5048543689320388,0.020325487183069035,484,0.575,0.45098039215686275,0.1240196078431372,302,True,0.020325487183069035
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,CLOSE5_ABOVE_ZONE,BINARY,0.5137931034482759,0.520618556701031,-0.006825453252755076,484,0.527363184079602,0.5445544554455446,-0.017191271365942562,302,True,0.006825453252755076
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,last3_bear_progress_zone_r,NUMERIC,-0.7577058259665543,-0.48461538461539294,-0.2773026391032632,500,-0.6943905422791997,-0.4315403422983017,-0.2669044503457995,309,True,0.2669044503457995
