family,decision,label,feature,period,band,n,success,success_rate
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_body_r,REF,Q4,79,53,0.6708860759493671
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,DEV,Q1,120,47,0.39166666666666666
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,DEV,Q2,119,60,0.5042016806722689
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,DEV,Q3,119,65,0.5462184873949579
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,DEV,Q4,119,71,0.5966386554621849
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,REF,Q1,84,35,0.4166666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,REF,Q2,76,36,0.47368421052631576
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,REF,Q3,61,36,0.5901639344262295
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,REF,Q4,74,47,0.6351351351351351
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,DEV,Q1,120,58,0.48333333333333334
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,DEV,Q2,119,53,0.44537815126050423
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,DEV,Q3,119,67,0.5630252100840336
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,DEV,Q4,119,65,0.5462184873949579
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,REF,Q1,83,33,0.39759036144578314
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,REF,Q2,68,37,0.5441176470588235
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,REF,Q3,73,43,0.589041095890411
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,REF,Q4,71,41,0.5774647887323944
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,DEV,Q1,120,63,0.525
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,DEV,Q2,119,54,0.453781512605042
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,DEV,Q3,119,56,0.47058823529411764
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,DEV,Q4,119,70,0.5882352941176471
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,REF,Q1,71,36,0.5070422535211268
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,REF,Q2,76,36,0.47368421052631576
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,REF,Q3,73,37,0.5068493150684932
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,REF,Q4,75,45,0.6
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,DEV,Q1,120,62,0.5166666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,DEV,Q2,119,56,0.47058823529411764
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,DEV,Q3,238,125,0.5252100840336135
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,REF,Q1,76,37,0.4868421052631579
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,REF,Q2,71,34,0.4788732394366197
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,REF,Q3,148,83,0.5608108108108109
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,DEV,Q1,120,58,0.48333333333333334
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,DEV,Q2,119,64,0.5378151260504201
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,DEV,Q3,119,52,0.4369747899159664
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,DEV,Q4,119,69,0.5798319327731093
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,REF,Q1,59,31,0.5254237288135594
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,REF,Q2,72,35,0.4861111111111111
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,REF,Q3,87,38,0.4367816091954023
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,REF,Q4,77,50,0.6493506493506493
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,DEV,Q1,120,57,0.475
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,DEV,Q2,119,54,0.453781512605042
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,DEV,Q3,119,67,0.5630252100840336
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,DEV,Q4,119,65,0.5462184873949579
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,REF,Q1,65,30,0.46153846153846156
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,REF,Q2,73,37,0.5068493150684932
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,REF,Q3,86,38,0.4418604651162791
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,REF,Q4,71,49,0.6901408450704225
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,DEV,Q1,180,91,0.5055555555555555
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,DEV,Q2,98,52,0.5306122448979592
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,DEV,Q3,199,100,0.5025125628140703
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,REF,Q1,94,44,0.46808510638297873
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,REF,Q2,60,28,0.4666666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,REF,Q3,141,82,0.5815602836879432
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,DEV,Q1,165,85,0.5151515151515151
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,DEV,Q2,80,38,0.475
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,DEV,Q3,232,120,0.5172413793103449
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,REF,Q1,89,48,0.5393258426966292
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,REF,Q2,45,21,0.4666666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,REF,Q3,161,85,0.5279503105590062
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,DEV,Q1,121,44,0.36363636363636365
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,DEV,Q2,120,38,0.31666666666666665
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,DEV,Q3,121,41,0.33884297520661155
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,DEV,Q4,119,63,0.5294117647058824
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,REF,Q1,70,29,0.4142857142857143
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,REF,Q2,71,21,0.29577464788732394
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,REF,Q3,79,31,0.3924050632911392
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,REF,Q4,78,42,0.5384615384615384
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,DEV,Q1,121,36,0.2975206611570248
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,DEV,Q2,120,42,0.35
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,DEV,Q3,120,51,0.425
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,DEV,Q4,120,57,0.475
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,REF,Q1,72,27,0.375
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,REF,Q2,70,18,0.2571428571428571
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,REF,Q3,77,38,0.4935064935064935
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,REF,Q4,79,40,0.5063291139240507
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,DEV,Q1,121,55,0.45454545454545453
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,DEV,Q2,120,45,0.375
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,DEV,Q3,120,45,0.375
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,DEV,Q4,120,41,0.3416666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,REF,Q1,62,35,0.5645161290322581
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,REF,Q2,62,24,0.3870967741935484
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,REF,Q3,87,30,0.3448275862068966
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,REF,Q4,87,34,0.39080459770114945
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,DEV,Q1,121,43,0.35537190082644626
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,DEV,Q2,121,39,0.32231404958677684
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,DEV,Q3,119,42,0.35294117647058826
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,DEV,Q4,120,62,0.5166666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,REF,Q1,73,31,0.4246575342465753
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,REF,Q2,68,19,0.27941176470588236
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,REF,Q3,79,31,0.3924050632911392
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,REF,Q4,78,42,0.5384615384615384
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,DEV,Q1,121,30,0.24793388429752067
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,DEV,Q2,120,43,0.35833333333333334
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,DEV,Q3,120,52,0.43333333333333335
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,DEV,Q4,120,61,0.5083333333333333
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,REF,Q1,88,26,0.29545454545454547
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,REF,Q2,74,29,0.3918918918918919
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,REF,Q3,60,30,0.5
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,REF,Q4,76,38,0.5
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,DEV,Q1,121,38,0.3140495867768595
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,DEV,Q2,120,40,0.3333333333333333
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,DEV,Q3,120,57,0.475
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,DEV,Q4,120,51,0.425
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,REF,Q1,84,29,0.34523809523809523
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,REF,Q2,69,30,0.43478260869565216
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,REF,Q3,73,33,0.4520547945205479
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,REF,Q4,72,31,0.4305555555555556
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,DEV,Q1,121,48,0.39669421487603307
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,DEV,Q2,120,40,0.3333333333333333
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,DEV,Q3,120,39,0.325
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,DEV,Q4,120,59,0.49166666666666664
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,REF,Q1,72,33,0.4583333333333333
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,REF,Q2,76,28,0.3684210526315789
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,REF,Q3,73,27,0.3698630136986301
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,REF,Q4,77,35,0.45454545454545453
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,DEV,Q1,121,39,0.32231404958677684
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,DEV,Q2,120,50,0.4166666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,DEV,Q3,240,97,0.4041666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,REF,Q1,78,30,0.38461538461538464
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,REF,Q2,70,32,0.45714285714285713
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,REF,Q3,150,61,0.4066666666666667
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,DEV,Q1,121,42,0.34710743801652894
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,DEV,Q2,120,44,0.36666666666666664
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,DEV,Q3,120,42,0.35
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,DEV,Q4,120,58,0.48333333333333334
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,REF,Q1,59,28,0.4745762711864407
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,REF,Q2,74,27,0.36486486486486486
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,REF,Q3,86,28,0.32558139534883723
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,REF,Q4,79,40,0.5063291139240507
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,DEV,Q1,121,40,0.3305785123966942
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,DEV,Q2,121,35,0.2892561983471074
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,DEV,Q3,119,57,0.4789915966386555
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,DEV,Q4,120,54,0.45
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,REF,Q1,65,25,0.38461538461538464
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,REF,Q2,73,28,0.3835616438356164
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,REF,Q3,86,31,0.36046511627906974
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,REF,Q4,74,39,0.527027027027027
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,DEV,Q1,180,64,0.35555555555555557
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,DEV,Q2,99,36,0.36363636363636365
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,DEV,Q3,202,86,0.42574257425742573
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,REF,Q1,94,35,0.3723404255319149
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,REF,Q2,60,23,0.38333333333333336
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,REF,Q3,144,65,0.4513888888888889
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,DEV,Q1,166,63,0.3795180722891566
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,DEV,Q2,81,25,0.30864197530864196
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,DEV,Q3,234,98,0.4188034188034188
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,REF,Q1,89,40,0.449438202247191
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,REF,Q2,46,18,0.391304347826087
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,REF,Q3,163,65,0.3987730061349693
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,DEV,Q1,171,133,0.7777777777777778
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,DEV,Q2,98,73,0.7448979591836735
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,DEV,Q3,110,74,0.6727272727272727
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,DEV,Q4,121,81,0.6694214876033058
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,REF,Q1,116,97,0.8362068965517241
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,REF,Q2,59,46,0.7796610169491526
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,REF,Q3,63,44,0.6984126984126984
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,REF,Q4,71,44,0.6197183098591549
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,DEV,Q1,171,107,0.6257309941520468
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,DEV,Q2,98,59,0.6020408163265306
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,DEV,Q3,110,50,0.45454545454545453
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,DEV,Q4,121,50,0.4132231404958678
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,REF,Q1,116,85,0.7327586206896551
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,REF,Q2,59,29,0.4915254237288136
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,REF,Q3,63,28,0.4444444444444444
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,REF,Q4,71,26,0.36619718309859156
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,DEV,Q1,171,91,0.5321637426900585
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,DEV,Q2,98,50,0.5102040816326531
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,DEV,Q3,110,34,0.3090909090909091
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,DEV,Q4,121,30,0.24793388429752067
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,REF,Q1,116,71,0.6120689655172413
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,REF,Q2,59,24,0.4067796610169492
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,REF,Q3,63,20,0.31746031746031744
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,REF,Q4,71,19,0.2676056338028169
