family,decision,label,feature,q25,q50,q75,dev_n
RETEST_APPROACH,TOUCH_CLOSE,GE2R,approach_efficiency,0.23413434513770798,0.4163248840180258,0.6250616370808622,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,approach_overlap_mean,0.5569997218704388,0.6196299268267604,0.6834974697934663,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,approach_net_progress_zone_r,-0.9241683956897213,-0.38546720575022386,0.08342817210742158,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,last1_bear_progress_zone_r,-0.7831632653061176,-0.3478009335349424,-0.11516917420686199,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,last2_bear_progress_zone_r,-1.0628924322537818,-0.5169083929868299,-0.2197093993325894,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,last3_bear_progress_zone_r,-1.2344746853965494,-0.6235688476774848,-0.2496645796064391,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_penetration_zone_r,0.06741674710425272,0.16293161488890925,0.3756262894193892,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_floor_sweep_depth_zone_r,0.0,0.0,0.0,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_vs_zone_high_zone_r,-0.08086603657285207,0.02503132832080745,0.18019878463281555,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_vs_floor_zone_r,0.9191339634271478,1.0250313283208075,1.1801987846328157,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_recovery_from_low_event_r,0.09665480139148651,0.1993464052287624,0.4413988408851304,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_lower_wick_event_r,0.09065372829418955,0.18543977503515086,0.4212582236842109,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_upper_wick_event_r,0.0182235170148108,0.05076478558418505,0.13168436994316207,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_body_event_r,-0.7611493862858404,-0.3470872607132375,-0.11113001151470625,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_range_event_r,0.36571688239053585,0.6521861961057004,1.1962697628458536,500
TOUCH_REACTION,TOUCH_CLOSE,GE1R,touch_close_location_in_candle,0.15788173595805408,0.32554240631165066,0.536664606603255,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_penetration_zone_r,0.06741674710425272,0.16293161488890925,0.3756262894193892,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_floor_sweep_depth_zone_r,0.0,0.0,0.0,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_close_vs_zone_high_zone_r,-0.08086603657285207,0.02503132832080745,0.18019878463281555,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_close_vs_floor_zone_r,0.9191339634271478,1.0250313283208075,1.1801987846328157,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_recovery_from_low_event_r,0.09665480139148651,0.1993464052287624,0.4413988408851304,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_lower_wick_event_r,0.09065372829418955,0.18543977503515086,0.4212582236842109,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_upper_wick_event_r,0.0182235170148108,0.05076478558418505,0.13168436994316207,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_body_event_r,-0.7611493862858404,-0.3470872607132375,-0.11113001151470625,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_range_event_r,0.36571688239053585,0.6521861961057004,1.1962697628458536,500
TOUCH_REACTION,TOUCH_CLOSE,GE1_5R,touch_close_location_in_candle,0.15788173595805408,0.32554240631165066,0.536664606603255,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_penetration_zone_r,0.06741674710425272,0.16293161488890925,0.3756262894193892,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_floor_sweep_depth_zone_r,0.0,0.0,0.0,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_close_vs_zone_high_zone_r,-0.08086603657285207,0.02503132832080745,0.18019878463281555,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_close_vs_floor_zone_r,0.9191339634271478,1.0250313283208075,1.1801987846328157,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_recovery_from_low_event_r,0.09665480139148651,0.1993464052287624,0.4413988408851304,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_lower_wick_event_r,0.09065372829418955,0.18543977503515086,0.4212582236842109,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_upper_wick_event_r,0.0182235170148108,0.05076478558418505,0.13168436994316207,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_body_event_r,-0.7611493862858404,-0.3470872607132375,-0.11113001151470625,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_range_event_r,0.36571688239053585,0.6521861961057004,1.1962697628458536,500
TOUCH_REACTION,TOUCH_CLOSE,GE2R,touch_close_location_in_candle,0.15788173595805408,0.32554240631165066,0.536664606603255,500
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_r,-0.07590215128382882,0.0311453654552914,0.14416536137839064,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_high_r,0.0510097367471959,0.12481003039513686,0.2488431988824795,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_low_r,-0.22502058036633896,-0.11111111111110619,-0.048780487804880125,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_body_r,-0.07514960961241358,0.0313281520526304,0.14727633807278734,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_range_r,0.1698906519284487,0.27448518332496263,0.4509029031810024,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_recovery_from_low_r,0.06813741696973749,0.14793715846994532,0.2938492025685545,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_location,0.29629629629624954,0.6074426953880221,0.8888888888888871,476
PLUS5_REACTION,PLUS5_CLOSE,GE1R,p5_close_vs_zone_high_zone_r,-0.08890087191766717,0.0622750346100711,0.3096486305550654,476
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_r,-0.07525338711344853,0.0317460317460482,0.15220255680781716,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_high_r,0.05206980519481018,0.12722509331036796,0.2521106455360158,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_low_r,-0.22841214701930093,-0.11111111111110619,-0.048780487804880125,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_body_r,-0.0747414803117539,0.0345186869097025,0.15194838056679033,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_range_r,0.17052696078431184,0.27707725532118443,0.47875404281534895,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_recovery_from_low_r,0.0693818567889538,0.1507029670381429,0.2982244102460277,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_location,0.29643588311929747,0.6099627945431785,0.889322916666677,484
PLUS5_REACTION,PLUS5_CLOSE,GE1_5R,p5_close_vs_zone_high_zone_r,-0.09148400223906455,0.0622750346100711,0.3127572016460859,484
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_close_r,-0.07497070959196578,0.03397397942038245,0.1564625850340067,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_high_r,0.05255406273817937,0.12998358451355063,0.2559532969146732,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_low_r,-0.22984796328169826,-0.1129406307977863,-0.04995855764180648,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_body_r,-0.07462686567164657,0.035599078341012044,0.1601768572169825,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_range_r,0.17103266248763038,0.2801379811183736,0.49618933265925774,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_recovery_from_low_r,0.07024431026791406,0.1520724857639284,0.3011857847836108,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_close_location,0.297361809045226,0.6115363586659137,0.8920777376033099,490
PLUS5_REACTION,PLUS5_CLOSE,GE2R,p5_close_vs_zone_high_zone_r,-0.0947104484191934,0.059537528214018406,0.30852699931647487,490
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_r,-0.0743801652892585,0.0677671589921783,0.2259887005649826,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_high_r,0.0916844349680317,0.199999999999997,0.3875000000000042,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_low_r,-0.3090909090909138,-0.1553398058252425,-0.062925170068028,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_body_r,-0.0702479338842801,0.0688524590163864,0.2264150943396201,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_range_r,0.2583979328165371,0.4087193460490445,0.6498599439776063,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_location,0.3759999999999763,0.6576086956521823,0.8428571428571272,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_green_rate,0.3333333333333333,0.6666666666666666,0.6666666666666666,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_slope_r_per_bar,-0.040816326530608,0.0213414634146377,0.0859375000000129,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_path_efficiency,-0.5940594059406219,0.328083989501317,1.0,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_min_close_r,-0.1721854304635711,-0.035194174757284,0.0759493670885725,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_max_close_r,0.0133333333333591,0.1229508196721097,0.299019607843127,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_above_anchor_rate,0.3333333333333333,0.6666666666666666,1.0,465
PLUS15_REACTION,PLUS15_CLOSE,GE1R,p15_close_above_zone_rate,0.3333333333333333,0.6666666666666666,1.0,465
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_r,-0.0731707317073204,0.072398190045247,0.2389937106918338,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_high_r,0.0958904109589155,0.2083333333333197,0.4062499999999968,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_low_r,-0.3146853146853157,-0.1559220389805052,-0.062925170068028,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_body_r,-0.0697247706422011,0.0751445086705168,0.2387640449438264,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_range_r,0.2608695652173883,0.4177949709864529,0.6836158192090671,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_location,0.3857142857142346,0.6585365853658612,0.8428571428571272,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_green_rate,0.3333333333333333,0.6666666666666666,0.6666666666666666,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_slope_r_per_bar,-0.0434782608695626,0.0217391304347868,0.0902439024390557,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_path_efficiency,-0.6,0.3333333333332702,1.0,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_min_close_r,-0.173469387755103,-0.0328083989501312,0.0793140407288323,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_max_close_r,0.0151975683890612,0.1336032388664018,0.3257229832572367,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_anchor_rate,0.3333333333333333,0.6666666666666666,1.0,477
PLUS15_REACTION,PLUS15_CLOSE,GE1_5R,p15_close_above_zone_rate,0.3333333333333333,0.6666666666666666,1.0,477
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_r,-0.0715596330275205,0.0757575757575683,0.2524752475247784,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_high_r,0.0982532751091675,0.208888888888901,0.4069767441860004,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_low_r,-0.3146853146853251,-0.1561969439728287,-0.0629370629370849,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_body_r,-0.0684931506849453,0.0769230769230709,0.2494714587737728,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_range_r,0.2622061482820942,0.4233870967742047,0.7012987012987075,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_location,0.3904109589041104,0.6609195402298849,0.8428571428571272,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_green_rate,0.3333333333333333,0.6666666666666666,0.6666666666666666,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_slope_r_per_bar,-0.0434782608695626,0.0213414634146377,0.0902439024390557,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_path_efficiency,-0.5940594059406219,0.328083989501317,1.0,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_min_close_r,-0.173469387755103,-0.0317460317460331,0.0801033591731271,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_max_close_r,0.0153061224489801,0.1344086021505387,0.3296703296703434,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_anchor_rate,0.3333333333333333,0.6666666666666666,1.0,481
PLUS15_REACTION,PLUS15_CLOSE,GE2R,p15_close_above_zone_rate,0.3333333333333333,0.6666666666666666,1.0,481
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1R,time_to_0_5r_min,30.0,75.0,195.0,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE1_5R,time_to_0_5r_min,30.0,75.0,195.0,500
SURVIVAL_PROOF_SPEED,SURVIVAL_PROOF,GE2R,time_to_0_5r_min,30.0,75.0,195.0,500
