family,decision,label,feature,q25,q50,q75,dev_n
FORMATION,BOS_CLOSE,GE1R,base_candles,1.0,2.0,4.0,500
FORMATION,BOS_CLOSE,GE1R,base_width_pct,0.006155789474971198,0.009324663341928052,0.014561069282882956,500
FORMATION,BOS_CLOSE,GE1R,base_mean_added_overlap,0.8470271535580527,1.0,1.0,500
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,0.2791965159547921,0.39910047758148937,0.5143430510712774,500
FORMATION,BOS_CLOSE,GE1R,departure_bars,3.0,4.0,5.0,500
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,0.36921217077485147,0.7234544994517897,1.2051854395604464,500
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,0.47633637548892654,0.8246647978654985,1.0,500
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,0.09759813084113557,0.22410714285714906,0.46539750228448734,500
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,0.48834425142003646,0.6399345745418759,0.7954468229697561,500
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,0.0,0.06885179909581175,0.28311710776683674,500
FORMATION,BOS_CLOSE,GE1R,source_age_at_activation_h,5.0,5.0,7.0,500
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,1.1436076538819677,1.6075554696185916,2.1385975135975084,500
FORMATION,BOS_CLOSE,GE1_5R,base_candles,1.0,2.0,4.0,500
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,0.006155789474971198,0.009324663341928052,0.014561069282882956,500
FORMATION,BOS_CLOSE,GE1_5R,base_mean_added_overlap,0.8470271535580527,1.0,1.0,500
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,0.2791965159547921,0.39910047758148937,0.5143430510712774,500
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,3.0,4.0,5.0,500
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,0.36921217077485147,0.7234544994517897,1.2051854395604464,500
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,0.47633637548892654,0.8246647978654985,1.0,500
FORMATION,BOS_CLOSE,GE1_5R,bos_overshoot_zone_r,0.09759813084113557,0.22410714285714906,0.46539750228448734,500
FORMATION,BOS_CLOSE,GE1_5R,bos_body_frac,0.48834425142003646,0.6399345745418759,0.7954468229697561,500
FORMATION,BOS_CLOSE,GE1_5R,max_bull_fvg_zone_r,0.0,0.06885179909581175,0.28311710776683674,500
FORMATION,BOS_CLOSE,GE1_5R,source_age_at_activation_h,5.0,5.0,7.0,500
FORMATION,BOS_CLOSE,GE1_5R,protected_depth_to_broken_level_zone_r,1.1436076538819677,1.6075554696185916,2.1385975135975084,500
FORMATION,BOS_CLOSE,GE2R,base_candles,1.0,2.0,4.0,500
FORMATION,BOS_CLOSE,GE2R,base_width_pct,0.006155789474971198,0.009324663341928052,0.014561069282882956,500
FORMATION,BOS_CLOSE,GE2R,base_mean_added_overlap,0.8470271535580527,1.0,1.0,500
FORMATION,BOS_CLOSE,GE2R,base_mean_body_frac,0.2791965159547921,0.39910047758148937,0.5143430510712774,500
FORMATION,BOS_CLOSE,GE2R,departure_bars,3.0,4.0,5.0,500
FORMATION,BOS_CLOSE,GE2R,departure_net_progress_zone_r,0.36921217077485147,0.7234544994517897,1.2051854395604464,500
FORMATION,BOS_CLOSE,GE2R,departure_efficiency,0.47633637548892654,0.8246647978654985,1.0,500
FORMATION,BOS_CLOSE,GE2R,bos_overshoot_zone_r,0.09759813084113557,0.22410714285714906,0.46539750228448734,500
FORMATION,BOS_CLOSE,GE2R,bos_body_frac,0.48834425142003646,0.6399345745418759,0.7954468229697561,500
FORMATION,BOS_CLOSE,GE2R,max_bull_fvg_zone_r,0.0,0.06885179909581175,0.28311710776683674,500
FORMATION,BOS_CLOSE,GE2R,source_age_at_activation_h,5.0,5.0,7.0,500
FORMATION,BOS_CLOSE,GE2R,protected_depth_to_broken_level_zone_r,1.1436076538819677,1.6075554696185916,2.1385975135975084,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,zone_age_at_retest_h,1.5,6.25,25.0625,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_slope_per_zone_r,-0.11983376233376943,-0.04428186495553345,0.015296826277679375,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_efficiency,0.23413434513770798,0.4163248840180258,0.6250616370808622,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_overlap_mean,0.5569997218704388,0.6196299268267604,0.6834974697934663,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,approach_net_progress_zone_r,-0.9241683956897213,-0.38546720575022386,0.08342817210742158,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last1_bear_progress_zone_r,-0.7831632653061176,-0.3478009335349424,-0.11516917420686199,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last2_bear_progress_zone_r,-1.0628924322537818,-0.5169083929868299,-0.2197093993325894,500
RETEST_APPROACH,TOUCH_CLOSE,GE1R,last3_bear_progress_zone_r,-1.2344746853965494,-0.6235688476774848,-0.2496645796064391,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,zone_age_at_retest_h,1.5,6.25,25.0625,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,approach_slope_per_zone_r,-0.11983376233376943,-0.04428186495553345,0.015296826277679375,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,approach_efficiency,0.23413434513770798,0.4163248840180258,0.6250616370808622,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,approach_overlap_mean,0.5569997218704388,0.6196299268267604,0.6834974697934663,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,approach_net_progress_zone_r,-0.9241683956897213,-0.38546720575022386,0.08342817210742158,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,last1_bear_progress_zone_r,-0.7831632653061176,-0.3478009335349424,-0.11516917420686199,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,last2_bear_progress_zone_r,-1.0628924322537818,-0.5169083929868299,-0.2197093993325894,500
RETEST_APPROACH,TOUCH_CLOSE,GE1_5R,last3_bear_progress_zone_r,-1.2344746853965494,-0.6235688476774848,-0.2496645796064391,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,zone_age_at_retest_h,1.5,6.25,25.0625,500
RETEST_APPROACH,TOUCH_CLOSE,GE2R,approach_slope_per_zone_r,-0.11983376233376943,-0.04428186495553345,0.015296826277679375,500
