gate_id,n,participation,hit_120,wilson_120,median_signed_120,hit_60,hit_240,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,improvement_vs_p0,aux_best,promotion_eligible,dev_gate
P0_ALIGNED_BASELINE,803,1.0,0.5554171855541719,0.52086449483829,0.0008842967513729,0.5342465753424658,0.5491905354919053,273,0.5457875457875457,268,0.5634328358208955,262,0.5572519083969466,0.5457875457875457,0.0,0.5491905354919053,False,False
P1_NEGATIVE_PREMIUM,413,0.5143212951432129,0.549636803874092,0.5014152356750019,0.0008127678439484,0.5205811138014528,0.5399515738498789,139,0.539568345323741,137,0.5693430656934306,137,0.5401459854014599,0.539568345323741,-0.005780381680079882,0.5399515738498789,False,False
P2_NEGATIVE_RECOVERING,151,0.18804483188044832,0.5298013245033113,0.4504441834422031,0.0001992500950964,0.4900662251655629,0.5099337748344371,48,0.5416666666666666,42,0.5476190476190477,61,0.5081967213114754,0.5081967213114754,-0.025615861050860556,0.5099337748344371,True,False
