partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_break_ts,control_exit_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mfe_R,control__running_mfe_R,case__running_mae_R,control__running_mae_R,case__close_H_R,control__close_H_R,case__recovery_from_worst_R,control__recovery_from_worst_R,case__drawdown_from_best_R,control__drawdown_from_best_R,case__upper_half_close_fraction,control__upper_half_close_fraction
development,60,2023-03-09 15:05:00+00:00,2023-03-09 15:00:00+00:00,2.0,2023-03-09 16:35:00+00:00,2023-03-09 15:10:00+00:00,2023-03-09 16:00:00+00:00,-13.837489943684611,2023-03-10 16:30:00+00:00,2023-03-10 15:00:00+00:00,2.0,,2023-03-11 01:40:00+00:00,2023-03-10 16:35:00+00:00,2023-03-10 17:25:00+00:00,21.49673530888996,0.0,0.003634475597091327,0.638132295719844,0.2414330218068535,-0.6342412451361886,-0.18016614745586776,0.003891050583655436,0.061266874350985746,0.5894941634241269,0.18380062305295908,0.7272727272727273,1.0
development,60,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 18:30:00+00:00,-10.76077713089557,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 19:55:00+00:00,6.226784628891702,0.27687296416937773,0.0,1.3257328990227997,0.3232104121475072,-0.7785016286644967,-0.11930585683297111,0.5472312703583031,0.20390455531453608,1.0553745928338745,0.09327548806941266,0.45454545454545453,1.0
development,60,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 17:15:00+00:00,-10.388294166086053,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 19:55:00+00:00,6.226784628891702,0.0877862595419834,0.0,0.2938931297709917,0.3232104121475072,-0.20229007633588067,-0.11930585683297111,0.09160305343511103,0.20390455531453608,0.290076335877864,0.09327548806941266,1.0,1.0
development,60,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 16:25:00+00:00,-14.970657511277906,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,,2023-08-01 23:25:00+00:00,2023-08-01 18:35:00+00:00,2023-08-01 19:25:00+00:00,4.904078261974365,0.02040816326531035,0.3074265975820391,0.664723032069965,0.15889464594127573,-0.4227405247813399,-0.05526770293609671,0.2419825072886251,0.10362694300517902,0.44314868804665025,0.3626943005181358,0.9090909090909091,1.0
development,60,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 15:55:00+00:00,-11.36560443366813,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,,2023-08-01 23:25:00+00:00,2023-08-01 18:35:00+00:00,2023-08-01 19:25:00+00:00,4.904078261974365,0.0,0.3074265975820391,0.7936507936507887,0.15889464594127573,-0.6111111111111092,-0.05526770293609671,0.1825396825396796,0.10362694300517902,0.46031746031745774,0.3626943005181358,0.5454545454545454,1.0
development,60,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 16:20:00+00:00,-7.91107041107042,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,,2023-09-04 00:40:00+00:00,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.08552631578947345,0.0,0.3815789473684218,0.5719298245614042,-0.3651315789473607,-0.5087719298245597,0.016447368421061127,0.06315789473684447,0.45065789473683415,0.30877192982456464,1.0,0.6363636363636364
development,60,2023-09-24 17:55:00+00:00,2023-09-24 15:00:00+00:00,3.0,2023-09-24 19:25:00+00:00,2023-09-24 18:00:00+00:00,2023-09-24 18:50:00+00:00,-4.531568228105909,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,,2023-09-28 20:00:00+00:00,2023-09-28 15:10:00+00:00,2023-09-28 16:00:00+00:00,4.368733374258249,0.04705882352940611,0.3067915690866519,1.3176470588235174,0.35831381733020806,-0.22941176470588875,0.2576112412178058,1.0882352941176285,0.6159250585480138,0.27647058823529486,0.04918032786884605,0.7272727272727273,1.0
development,60,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 15:55:00+00:00,-24.249041987720933,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,,2023-09-28 20:00:00+00:00,2023-09-28 15:10:00+00:00,2023-09-28 16:00:00+00:00,4.368733374258249,0.29101283880171397,0.3067915690866519,0.7375178316690466,0.35831381733020806,-0.31669044222539044,0.2576112412178058,0.42082738944365616,0.6159250585480138,0.6077032810271045,0.04918032786884605,0.8181818181818182,1.0
development,60,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 20:10:00+00:00,-11.343584572724996,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,,2023-11-06 22:40:00+00:00,2023-11-06 15:25:00+00:00,2023-11-06 16:15:00+00:00,4.1189032622303,0.0,0.0,0.6354625550660764,0.9630512514898703,-0.3887665198237897,-0.8581644815256257,0.24669603524228673,0.10488676996424447,0.29295154185021793,0.8426698450536375,0.8181818181818182,0.7272727272727273
development,60,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 16:30:00+00:00,-21.33903765635803,2023-12-14 16:10:00+00:00,2023-12-14 15:00:00+00:00,3.0,,2023-12-15 02:55:00+00:00,2023-12-14 16:15:00+00:00,2023-12-14 17:05:00+00:00,9.694278209537277,0.19833852544132716,0.05482648002332901,0.10453444098304158,0.17060367454068256,0.10903426791277196,0.037474482356370756,0.21356870889581356,0.2080781568970533,0.08930425752855518,0.017351997666958253,1.0,1.0
development,60,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 16:20:00+00:00,-16.660716969788048,2024-01-27 15:05:00+00:00,2024-01-27 15:00:00+00:00,4.0,,2024-01-27 21:45:00+00:00,2024-01-27 15:10:00+00:00,2024-01-27 16:00:00+00:00,4.548884337609138,0.0,0.09478672985782127,0.9112492933860917,0.16350710900473883,-0.6961560203504794,0.04834123222749,0.21509327303561232,0.21184834123222884,0.6110797060486174,0.04644549763033128,0.5454545454545454,1.0
development,60,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 16:15:00+00:00,-19.7173913043478,2024-02-10 18:50:00+00:00,2024-02-10 15:00:00+00:00,4.0,,2024-02-10 20:45:00+00:00,2024-02-10 18:55:00+00:00,2024-02-10 19:45:00+00:00,3.7946632968884897,0.0052194543297759315,0.16457528957528644,0.33072360616844704,0.1718146718146758,-0.22182680901542148,0.01254826254826072,0.10889679715302558,0.18436293436293655,0.2270462633451974,0.15202702702702572,1.0,1.0
development,60,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 18:05:00+00:00,-42.44157296123496,2024-03-15 15:20:00+00:00,2024-03-15 15:00:00+00:00,4.0,,2024-03-16 02:55:00+00:00,2024-03-15 15:25:00+00:00,2024-03-15 16:15:00+00:00,4.706073488397244,0.006979526721615906,0.017267267267267218,0.33667907471417136,0.31961961961961954,-0.32198883275724666,-0.28593593593593575,0.01469024195692469,0.03368368368368379,0.3289683594788626,0.303203203203203,1.0,1.0
development,60,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 16:10:00+00:00,-10.593406352202628,2024-04-02 18:00:00+00:00,2024-04-02 15:00:00+00:00,4.0,,2024-04-02 19:25:00+00:00,2024-04-02 18:05:00+00:00,2024-04-02 18:55:00+00:00,7.814683787561116,0.0,0.3043174514461358,0.7387238723872337,0.1950537934888938,-0.4645214521452131,0.28098365236830974,0.2742024202420206,0.47603744585720353,0.4251925192519236,0.02333379907782609,0.5454545454545454,1.0
development,60,2024-05-08 18:25:00+00:00,2024-05-08 15:00:00+00:00,4.0,2024-05-08 20:05:00+00:00,2024-05-08 18:30:00+00:00,2024-05-08 19:20:00+00:00,-16.917672031598496,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 23:25:00+00:00,5.278545454545425,0.0,0.3133094516395711,0.7697998259355917,0.2369798842656423,-0.7689295039164467,0.16671259300082428,0.0008703220191450554,0.40369247726646657,0.7258485639686644,0.14659685863874677,0.7272727272727273,1.0
development,60,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 17:15:00+00:00,-10.262035594193419,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 23:25:00+00:00,5.278545454545425,0.0,0.3133094516395711,0.8666107382550293,0.2369798842656423,-0.5239093959731491,0.16671259300082428,0.34270134228188015,0.40369247726646657,0.4375,0.14659685863874677,0.5454545454545454,1.0
development,60,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 16:00:00+00:00,-3.641282971191595,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 23:25:00+00:00,5.278545454545425,0.17939609236234222,0.3133094516395711,0.49555950266428983,0.2369798842656423,-0.3818827708703419,0.16671259300082428,0.11367673179394792,0.40369247726646657,0.5612788632326842,0.14659685863874677,1.0,1.0
development,60,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 21:40:00+00:00,-15.40905757882599,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,,2024-07-15 18:25:00+00:00,2024-07-15 15:05:00+00:00,2024-07-15 15:55:00+00:00,3.7452355244500524,0.02153706642484671,0.0,0.2709136250283366,0.5456755817992369,-0.1575606438449315,-0.31399791594303555,0.11335298118340509,0.23167766585620136,0.17909771026977825,0.306356373740885,1.0,1.0
development,60,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 17:00:00+00:00,-19.988117180801122,2024-09-29 15:15:00+00:00,2024-09-29 15:00:00+00:00,5.0,,2024-09-29 19:20:00+00:00,2024-09-29 15:20:00+00:00,2024-09-29 16:10:00+00:00,3.0425396825396467,0.0,0.0,0.5132954337062177,0.3547579298831382,-0.5088941866862285,-0.10183639398998379,0.004401247019989161,0.2529215358931544,0.46268109297634236,0.07470784641068574,0.9090909090909091,1.0
development,60,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,5.0,2024-11-23 16:25:00+00:00,2024-11-23 15:05:00+00:00,2024-11-23 15:55:00+00:00,-14.497153700189724,2024-10-26 18:10:00+00:00,2024-10-26 15:00:00+00:00,5.0,,2024-10-26 19:10:00+00:00,2024-10-26 18:15:00+00:00,2024-10-26 19:05:00+00:00,3.735024665257214,0.0,0.3333333333333333,0.5133333333333364,0.2641509433962269,-0.47466666666666696,0.3176100628930782,0.038666666666669396,0.5817610062893052,0.4493333333333339,0.015723270440255115,1.0,1.0
development,60,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 16:55:00+00:00,-9.649344096871848,2024-10-26 18:10:00+00:00,2024-10-26 15:00:00+00:00,5.0,,2024-10-26 19:10:00+00:00,2024-10-26 18:15:00+00:00,2024-10-26 19:05:00+00:00,3.735024665257214,0.0,0.3333333333333333,0.4745011086474543,0.2641509433962269,-0.4079822616407998,0.3176100628930782,0.06651884700665454,0.5817610062893052,0.3614190687361416,0.015723270440255115,1.0,1.0
development,60,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 17:50:00+00:00,-10.246331236897333,2024-10-26 18:10:00+00:00,2024-10-26 15:00:00+00:00,5.0,,2024-10-26 19:10:00+00:00,2024-10-26 18:15:00+00:00,2024-10-26 19:05:00+00:00,3.735024665257214,0.0,0.3333333333333333,1.0416666666666625,0.2641509433962269,-0.5833333333333334,0.3176100628930782,0.4583333333333291,0.5817610062893052,0.5178571428571435,0.015723270440255115,0.36363636363636365,1.0
development,120,2022-03-06 16:20:00+00:00,2022-03-06 15:00:00+00:00,0.0,2022-03-06 19:40:00+00:00,2022-03-06 16:25:00+00:00,2022-03-06 18:15:00+00:00,-17.630385487528322,2022-03-27 16:05:00+00:00,2022-03-27 15:00:00+00:00,0.0,,2022-03-27 18:15:00+00:00,2022-03-27 16:10:00+00:00,2022-03-27 18:00:00+00:00,5.8053724294007125,0.0,0.21016949152542608,0.5407407407407431,0.26101694915254203,-0.2777777777777775,0.18644067796610628,0.2629629629629656,0.4474576271186483,0.2777777777777775,0.023728813559319814,0.9565217391304348,1.0
development,120,2022-03-09 15:50:00+00:00,2022-03-09 15:00:00+00:00,0.0,2022-03-09 19:10:00+00:00,2022-03-09 15:55:00+00:00,2022-03-09 17:45:00+00:00,-16.31165919282507,2022-03-27 16:05:00+00:00,2022-03-27 15:00:00+00:00,0.0,,2022-03-27 18:15:00+00:00,2022-03-27 16:10:00+00:00,2022-03-27 18:00:00+00:00,5.8053724294007125,0.0966542750929335,0.21016949152542608,0.5873605947955389,0.26101694915254203,-0.2825278810408943,0.18644067796610628,0.30483271375464455,0.4474576271186483,0.37918215613382783,0.023728813559319814,1.0,1.0
development,120,2022-06-05 16:05:00+00:00,2022-06-05 15:00:00+00:00,0.0,2022-06-05 23:25:00+00:00,2022-06-05 16:10:00+00:00,2022-06-05 18:00:00+00:00,-17.508754377188573,2022-06-30 15:25:00+00:00,2022-06-30 15:00:00+00:00,0.0,,2022-06-30 23:40:00+00:00,2022-06-30 15:30:00+00:00,2022-06-30 17:20:00+00:00,9.349845201238383,0.19047619047619235,0.3642384105960298,0.6349206349206337,0.3708609271523175,-0.15079365079364923,-0.09271523178807997,0.48412698412698446,0.27814569536423756,0.34126984126984156,0.45695364238410974,0.8260869565217391,1.0
development,120,2022-07-09 18:30:00+00:00,2022-07-09 15:00:00+00:00,1.0,2022-07-10 00:45:00+00:00,2022-07-09 18:35:00+00:00,2022-07-09 20:25:00+00:00,-15.717598557072886,2022-07-07 15:00:00+00:00,2022-07-07 15:00:00+00:00,1.0,,2022-07-07 19:45:00+00:00,2022-07-07 15:05:00+00:00,2022-07-07 16:55:00+00:00,9.147609147609149,0.16822429906542025,0.3125000000000028,0.5887850467289742,0.249999999999999,-0.5046728971962607,0.15909090909090992,0.08411214953271344,0.4090909090909089,0.672897196261681,0.15340909090909285,0.9130434782608695,1.0
development,120,2022-07-10 20:25:00+00:00,2022-07-10 15:00:00+00:00,1.0,2022-07-11 00:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 22:20:00+00:00,-16.353887399463808,2022-07-07 15:00:00+00:00,2022-07-07 15:00:00+00:00,1.0,,2022-07-07 19:45:00+00:00,2022-07-07 15:05:00+00:00,2022-07-07 16:55:00+00:00,9.147609147609149,0.10377358490566031,0.3125000000000028,0.6226415094339619,0.249999999999999,-0.5566037735849048,0.15909090909090992,0.06603773584905717,0.4090909090909089,0.660377358490565,0.15340909090909285,0.9130434782608695,1.0
development,120,2022-09-20 15:50:00+00:00,2022-09-20 15:00:00+00:00,1.0,2022-09-20 17:55:00+00:00,2022-09-20 15:55:00+00:00,2022-09-20 17:45:00+00:00,-14.77832512315269,2022-09-10 18:30:00+00:00,2022-09-10 15:00:00+00:00,1.0,,2022-09-10 22:40:00+00:00,2022-09-10 18:35:00+00:00,2022-09-10 20:25:00+00:00,3.8351459645106223,0.07526881720430169,0.08955223880597427,0.9139784946236574,0.47761194029851173,-0.8387096774193556,-0.34328358208955034,0.07526881720430169,0.13432835820896138,0.9139784946236574,0.4328358208955246,0.6086956521739131,1.0
development,120,2022-11-27 15:15:00+00:00,2022-11-27 15:00:00+00:00,1.0,2022-11-27 23:20:00+00:00,2022-11-27 15:20:00+00:00,2022-11-27 17:10:00+00:00,-8.668105548979954,2022-12-08 15:00:00+00:00,2022-12-08 15:00:00+00:00,1.0,,2022-12-08 18:35:00+00:00,2022-12-08 15:05:00+00:00,2022-12-08 16:55:00+00:00,3.3563962902988242,0.26940639269406946,0.15789473684210362,0.8036529680365325,0.2763157894736872,-0.4703196347031965,-0.10526315789474094,0.33333333333333603,0.17105263157894623,0.7397260273972659,0.2631578947368446,0.8695652173913043,1.0
development,120,2023-01-07 15:55:00+00:00,2023-01-07 15:00:00+00:00,2.0,2023-01-07 22:30:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 17:50:00+00:00,-6.367746797287078,2023-01-06 15:05:00+00:00,2023-01-06 15:00:00+00:00,2.0,,2023-01-06 18:10:00+00:00,2023-01-06 15:10:00+00:00,2023-01-06 17:00:00+00:00,7.9295154185021755,0.0,0.25670498084291243,0.7066666666666641,0.26245210727969426,-0.293333333333324,0.06321839080459667,0.4133333333333401,0.3256704980842909,0.2733333333333233,0.19348659003831575,0.6956521739130435,1.0
development,120,2023-02-21 18:00:00+00:00,2023-02-21 15:00:00+00:00,2.0,2023-02-21 21:20:00+00:00,2023-02-21 18:05:00+00:00,2023-02-21 19:55:00+00:00,-14.591668627912446,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,,2023-02-26 18:40:00+00:00,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.02841677943166546,0.03051643192488668,0.5940460081190793,0.6784037558685423,-0.3085250338295011,-0.1338028169014057,0.28552097428957823,0.5446009389671366,0.3369418132611665,0.16431924882629237,1.0,0.782608695652174
development,120,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 17:20:00+00:00,-11.032343819229073,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,,2023-02-26 18:40:00+00:00,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.27450980392157154,0.03051643192488668,0.42701525054466594,0.6784037558685423,0.008714596949893984,-0.1338028169014057,0.4357298474945599,0.5446009389671366,0.2657952069716775,0.16431924882629237,1.0,0.782608695652174
development,120,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 17:25:00+00:00,-5.648525758214951,2023-03-10 16:30:00+00:00,2023-03-10 15:00:00+00:00,2.0,,2023-03-11 01:40:00+00:00,2023-03-10 16:35:00+00:00,2023-03-10 18:25:00+00:00,21.49673530888996,0.0,0.003634475597091327,0.7475247524752533,0.2414330218068535,-0.5742574257425778,-0.17653167185877458,0.17326732673267553,0.06490134994807892,0.4900990099009955,0.1801661474558659,0.5217391304347826,1.0
development,120,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 19:30:00+00:00,-10.76077713089557,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 20:55:00+00:00,6.226784628891702,0.27687296416937773,0.11496746203904341,1.3257328990227997,0.4772234273318883,-0.4755700325732919,-0.04555314533622729,0.8501628664495079,0.431670281995661,0.7524429967426697,0.1605206073752707,0.6956521739130435,1.0
development,120,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 18:15:00+00:00,-10.388294166086053,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 20:55:00+00:00,6.226784628891702,0.0877862595419834,0.11496746203904341,0.32442748091603324,0.4772234273318883,-0.29770992366412613,-0.04555314533622729,0.026717557251907102,0.431670281995661,0.3854961832061095,0.1605206073752707,1.0,1.0
development,120,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 17:25:00+00:00,-14.970657511277906,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,,2023-08-01 23:25:00+00:00,2023-08-01 18:35:00+00:00,2023-08-01 20:25:00+00:00,4.904078261974365,0.02040816326531035,0.3074265975820391,0.664723032069965,0.24870466321243212,-0.2419825072886251,-0.22279792746113583,0.4227405247813399,0.02590673575129629,0.26239067055393545,0.530224525043175,0.9130434782608695,1.0
development,120,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 16:55:00+00:00,-11.36560443366813,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,,2023-08-01 23:25:00+00:00,2023-08-01 18:35:00+00:00,2023-08-01 20:25:00+00:00,4.904078261974365,0.0,0.3074265975820391,0.815476190476191,0.24870466321243212,-0.4999999999999965,-0.22279792746113583,0.3154761904761946,0.02590673575129629,0.3492063492063451,0.530224525043175,0.30434782608695654,1.0
development,120,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 17:20:00+00:00,-7.91107041107042,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,,2023-09-04 00:40:00+00:00,2023-09-03 18:25:00+00:00,2023-09-03 20:15:00+00:00,2.9145574474612745,0.08552631578947345,0.007017543859657696,0.769736842105261,0.5719298245614042,-0.7467105263157942,-0.3228070175438551,0.02302631578946688,0.24912280701754902,0.8322368421052676,0.3298245614035128,0.4782608695652174,0.782608695652174
development,120,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 16:55:00+00:00,-24.249041987720933,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,,2023-09-28 20:00:00+00:00,2023-09-28 15:10:00+00:00,2023-09-28 17:00:00+00:00,4.368733374258249,0.29101283880171397,0.3466042154566824,0.7375178316690466,0.35831381733020806,-0.2910128388017089,-0.09367681498828849,0.44650499286733775,0.26463700234191956,0.5820256776034229,0.44028103044497086,0.9130434782608695,1.0
development,120,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 21:10:00+00:00,-11.343584572724996,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,,2023-11-06 22:40:00+00:00,2023-11-06 15:25:00+00:00,2023-11-06 17:15:00+00:00,4.1189032622303,0.0,0.0,0.8116740088105736,1.023837902264596,-0.49779735682819115,-0.34803337306316445,0.3138766519823825,0.6758045292014315,0.40198237885461935,0.33253873659117617,0.6086956521739131,0.5217391304347826
development,120,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 17:30:00+00:00,-21.33903765635803,2023-12-14 16:10:00+00:00,2023-12-14 15:00:00+00:00,3.0,,2023-12-15 02:55:00+00:00,2023-12-14 16:15:00+00:00,2023-12-14 18:05:00+00:00,9.694278209537277,0.19833852544132716,0.10119568387284955,0.27379716164762824,0.17060367454068256,-0.21322256836275547,-0.030037911927676138,0.06057459328487276,0.14056576261300643,0.4115610938040826,0.13123359580052568,1.0,1.0
development,120,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 17:20:00+00:00,-16.660716969788048,2024-01-27 15:05:00+00:00,2024-01-27 15:00:00+00:00,4.0,,2024-01-27 21:45:00+00:00,2024-01-27 15:10:00+00:00,2024-01-27 17:00:00+00:00,4.548884337609138,0.0,0.2952606635071113,0.9112492933860917,0.29668246445497193,-0.5599208592425089,-0.13175355450236573,0.35132843414358284,0.1649289099526062,0.4748445449406468,0.42701421800947703,0.391304347826087,1.0
development,120,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 17:15:00+00:00,-19.7173913043478,2024-01-27 15:05:00+00:00,2024-01-27 15:00:00+00:00,4.0,,2024-01-27 21:45:00+00:00,2024-01-27 15:10:00+00:00,2024-01-27 17:00:00+00:00,4.548884337609138,0.0052194543297759315,0.2952606635071113,0.6201660735468569,0.29668246445497193,-0.5020166073546851,-0.13175355450236573,0.11814946619217183,0.1649289099526062,0.5072360616844611,0.42701421800947703,0.8260869565217391,1.0
development,120,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 19:05:00+00:00,-42.44157296123496,2024-03-15 15:20:00+00:00,2024-03-15 15:00:00+00:00,4.0,,2024-03-16 02:55:00+00:00,2024-03-15 15:25:00+00:00,2024-03-15 17:15:00+00:00,4.706073488397244,0.006979526721615906,0.017267267267267218,0.3951076841265629,0.31961961961961954,-0.28762297261366626,-0.2199199199199203,0.10748471151289667,0.09969969969969926,0.29460249933528215,0.23718718718718754,1.0,1.0
development,120,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 17:10:00+00:00,-10.593406352202628,2024-03-29 20:35:00+00:00,2024-03-29 15:00:00+00:00,4.0,,2024-03-29 23:00:00+00:00,2024-03-29 20:40:00+00:00,2024-03-29 22:30:00+00:00,6.836473818767175,0.1413641364136443,0.35657125269313206,0.7387238723872337,0.399815327793168,-0.43701870187018715,0.3313327177593083,0.30170517051704654,0.7311480455524763,0.5783828382838314,0.02523853493382376,0.7391304347826086,1.0
