partition,snapshot_age_min,feature,direction,n,case_median,control_median,median_gap,effect,direction_ok,adequate_dev_blocks,same_direction_dev_blocks,dev_block_rule_pass,development_eligible,oos_replication_pass,full_snapshot_replication
development,30,running_mfe_R,lower,34,0.0019083969465638244,0.03230367050789855,-0.030395273561334726,0.40643192602087647,True,5,3,False,False,False,False
development,30,running_mae_R,higher,34,0.3307893123779041,0.2522786852187948,0.07851062715910928,0.34882077980650633,True,5,3,False,False,False,False
development,30,close_H_R,lower,34,-0.2485369711348353,-0.15133141112618256,-0.09720556000865274,0.45111000819470326,True,5,5,True,True,False,False
development,30,recovery_from_worst_R,lower,34,0.11227688354870506,0.12576386736907288,-0.013486983820367823,0.09669436304896346,True,5,2,False,False,False,False
development,30,drawdown_from_best_R,higher,34,0.2511466982997233,0.1631480859124395,0.08799861238728379,0.4609731609413019,True,5,4,False,False,False,False
development,30,upper_half_close_fraction,lower,34,1.0,1.0,0.0,0.0,False,5,0,False,False,False,False
development,60,running_mfe_R,lower,33,0.02040816326531035,0.08955223880597427,-0.06914407554066392,0.3516117318423459,True,4,3,False,False,False,False
development,60,running_mae_R,higher,33,0.5133333333333364,0.25352112676056143,0.259812206572775,0.9895945119532215,True,4,4,True,True,False,True
development,60,close_H_R,lower,33,-0.4079822616407998,-0.05526770293609671,-0.3527145587047031,1.2309045393789668,True,4,4,True,True,False,True
development,60,recovery_from_worst_R,lower,33,0.17757009345794175,0.20390455531453608,-0.026334461856594327,0.10857708520295503,True,4,2,False,False,False,False
development,60,drawdown_from_best_R,higher,33,0.4306930693069333,0.15202702702702572,0.27866604227990754,1.5849291843878812,True,4,4,True,True,False,True
development,60,upper_half_close_fraction,lower,33,0.9090909090909091,1.0,-0.09090909090909094,0.666666666666667,True,4,3,False,False,False,False
development,120,running_mfe_R,lower,29,0.02841677943166546,0.21016949152542608,-0.18175271209376062,0.8074168638951168,True,3,3,True,True,False,True
development,120,running_mae_R,higher,29,0.664723032069965,0.31961961961961954,0.3451034124503454,1.5598604248235033,True,3,3,True,True,False,True
development,120,close_H_R,lower,29,-0.4703196347031965,-0.09367681498828849,-0.376642819714908,1.4185821293207364,True,3,3,True,True,False,True
development,120,recovery_from_worst_R,lower,29,0.30170517051704654,0.3256704980842909,-0.023965327567244343,0.07823033803228503,True,3,2,False,False,False,False
