partition,snapshot_age_min,feature,direction,n,case_median,control_median,median_gap,effect,direction_ok,adequate_dev_blocks,same_direction_dev_blocks,dev_block_rule_pass,development_eligible,oos_replication_pass,full_snapshot_replication
development,120,drawdown_from_best_R,higher,29,0.4115610938040826,0.19348659003831575,0.21807450376576687,0.8408680629956369,True,3,3,True,True,False,True
development,120,upper_half_close_fraction,lower,29,0.8695652173913043,1.0,-0.13043478260869568,0.7500000000000001,True,3,3,True,True,False,False
external,30,running_mfe_R,lower,13,0.005013927576601867,0.06844741235392314,-0.06343348477732128,0.6581272069007021,True,0,0,False,False,False,False
external,30,running_mae_R,higher,13,0.2528301886792445,0.19949916527545952,0.05333102340378498,0.18883266565100706,True,0,0,False,False,False,False
external,30,close_H_R,lower,13,-0.14637002341920388,-0.07446542973625175,-0.07190459368295213,0.2176446253592977,True,0,0,False,False,True,False
external,30,recovery_from_worst_R,lower,13,0.08245125348189405,0.15148188803512425,-0.06903063455323019,0.7758453543899247,True,0,0,False,False,False,False
external,30,drawdown_from_best_R,higher,13,0.17330210772833954,0.07995673516931627,0.09334537255902327,0.35326017640237845,True,0,0,False,False,False,False
external,30,upper_half_close_fraction,lower,13,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
external,60,running_mfe_R,lower,12,0.011778486967108835,0.15806805708013388,-0.14628957011302504,1.7530190185145336,True,0,0,False,False,False,False
external,60,running_mae_R,higher,12,0.3423438656730621,0.20696112108209605,0.13538274459096603,0.5227068611975144,True,0,0,False,False,True,True
external,60,close_H_R,lower,12,-0.25822684247385047,0.059719272945214986,-0.3179461154190655,1.354256574475372,True,0,0,False,False,True,True
external,60,recovery_from_worst_R,lower,12,0.1099282094218447,0.2402044196596633,-0.1302762102378186,0.9100962874741976,True,0,0,False,False,False,False
external,60,drawdown_from_best_R,higher,12,0.2600001946194215,0.09574171238896739,0.16425848223045408,1.0907246067708707,True,0,0,False,False,True,True
external,60,upper_half_close_fraction,lower,12,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
external,120,running_mfe_R,lower,11,0.04019292604501877,0.15806805708013388,-0.11787513103511511,1.331111467931372,True,0,0,False,False,True,True
external,120,running_mae_R,higher,11,0.45518763796909645,0.22367346938775393,0.23151416858134252,0.8286184779904519,True,0,0,False,False,True,True
external,120,close_H_R,lower,11,-0.38551532033426233,-0.035479783435089327,-0.350035536899173,1.8701454446397616,True,0,0,False,False,True,True
external,120,recovery_from_worst_R,lower,11,0.18018237082066874,0.21790498377568837,-0.037722612955019635,0.25794151945278593,True,0,0,False,False,False,False
external,120,drawdown_from_best_R,higher,11,0.3905292479108642,0.16782178217821805,0.22270746573264613,1.1086912379469898,True,0,0,False,False,True,True
external,120,upper_half_close_fraction,lower,11,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,30,running_mfe_R,lower,24,0.0,0.08001648549791845,-0.08001648549791845,0.9865426088029052,True,0,0,False,False,False,False
reference_validation,30,running_mae_R,higher,24,0.3640618059521532,0.3280632411067242,0.035998564845429015,0.11921742693367311,True,0,0,False,False,False,False
reference_validation,30,close_H_R,lower,24,-0.24641493258514754,-0.26889211417513137,0.022477181589983825,0.07863452872699499,False,0,0,False,False,False,False
reference_validation,30,recovery_from_worst_R,lower,24,0.1037536346814662,0.0983917802099693,0.005361854471496896,0.04151735584697937,False,0,0,False,False,False,False
reference_validation,30,drawdown_from_best_R,higher,24,0.22192238876014933,0.27627627627627693,-0.0543538875161276,0.2195412668700233,False,0,0,False,False,False,False
reference_validation,30,upper_half_close_fraction,lower,24,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,60,running_mfe_R,lower,22,0.0,0.08078608482713495,-0.08078608482713495,0.7981762612128134,True,0,0,False,False,False,False
reference_validation,60,running_mae_R,higher,22,0.5477065826330549,0.3320867538258858,0.21561982880716912,0.7682406105587081,True,0,0,False,False,True,True
reference_validation,60,close_H_R,lower,22,-0.35326566637246526,-0.10327019166232367,-0.2499954747101416,1.3016466533552733,True,0,0,False,False,True,True
reference_validation,60,recovery_from_worst_R,lower,22,0.14928064968257537,0.158477114785526,-0.009196465102950635,0.04560863737792323,True,0,0,False,False,False,False
reference_validation,60,drawdown_from_best_R,higher,22,0.26229401480489056,0.1861998794091021,0.07609413539578846,0.3035715782485966,True,0,0,False,False,True,True
reference_validation,60,upper_half_close_fraction,lower,22,1.0,1.0,0.0,0.0,False,0,0,False,False,False,False
reference_validation,120,running_mfe_R,lower,19,0.0,0.1277445109780471,-0.1277445109780471,1.0105804770205717,True,0,0,False,False,True,True
reference_validation,120,running_mae_R,higher,19,0.6884615384615369,0.32820512820512804,0.36025641025640887,1.483934309362813,True,0,0,False,False,True,True
reference_validation,120,close_H_R,lower,19,-0.42857142857142855,-0.1383399209486199,-0.29023150762280864,0.9154945676220005,True,0,0,False,False,True,True
reference_validation,120,recovery_from_worst_R,lower,19,0.14079422382670936,0.22703180212014032,-0.08623757829343096,0.3218677280363981,True,0,0,False,False,False,False
reference_validation,120,drawdown_from_best_R,higher,19,0.44531249999999983,0.20256410256410023,0.2427483974358996,0.8878202996641912,True,0,0,False,False,True,True
reference_validation,120,upper_half_close_fraction,lower,19,0.8695652173913043,1.0,-0.13043478260869568,0.6315789473684212,True,0,0,False,False,True,False
