year,policy,n,xp1_active,xp1_rate,full_target_hit,full_target_hit_rate,any_t1_hit,any_t1_hit_rate,stop_before_any_target,stop_after_partial,unresolved,positive_n,negative_n,zero_n,positive_rate,negative_rate,zero_rate,median_positive_r,mean_positive_r,median_negative_r,mean_negative_r,expectancy_r,total_r,pf,max_dd_r,max_loss_streak,median_realized_r,q10_realized_r,q90_realized_r,xp_t1,xp_t15,xp_t2,xp_t1_to_t15,xp_t1_to_t2,xp_stop_after_partial,xp_unresolved,incremental_vs_fixed_t1_total_r,incremental_vs_fixed_t1_mean_r
2022,FIXED_T1,88,23,0.26136363636363635,51,0.5795454545454546,51,0.5795454545454546,32,0,5,51,32,5,0.5795454545454546,0.36363636363636365,0.056818181818181816,0.7931516422082435,0.771072956043479,-1.1662285124363843,-1.3121934817417944,-0.030289439289999855,-2.6654706575199874,0.9365215883126219,12.893232978143548,5,0.5000196818107103,-1.3523682935536505,0.9437340153452619,22,2,0,0.09090909090909091,0.0,0,0,0.0,0.0
2022,FIXED_T15,88,23,0.26136363636363635,38,0.4318181818181818,51,0.5795454545454546,32,0,8,38,42,8,0.4318181818181818,0.4772727272727273,0.09090909090909091,1.2547281323877115,1.211427586825834,-1.1713286713286581,-1.3230439413975985,-0.10833633226497096,-9.533597239317444,0.8284332036469191,16.599144383220143,5,0.0,-1.563608857594772,1.4248044288611172,22,20,1,0.9090909090909091,0.045454545454545456,0,0,-6.868126581797457,-0.0780468929749711
2022,FIXED_T2,88,23,0.26136363636363635,27,0.3068181818181818,51,0.5795454545454546,32,0,13,27,48,13,0.3068181818181818,0.5454545454545454,0.14772727272727273,1.658536585365856,1.6252781602676791,-1.1713286713286581,-1.3743701911893365,-0.25099157783932746,-22.087258849860817,0.6651912061330676,28.167463843843116,5,-1.0117272412599503,-1.5710504851932363,1.84742587910825,22,20,16,0.9090909090909091,0.7272727272727273,0,1,-19.421788192340824,-0.22070213854932755
2022,XP1_EXTEND_T15,88,23,0.26136363636363635,49,0.5568181818181818,51,0.5795454545454546,32,0,5,49,34,5,0.5568181818181818,0.38636363636363635,0.056818181818181816,0.9365750528541145,0.9448683786212261,-1.1662285124363843,-1.3031265295811565,0.022639188030463196,1.9922485466807611,1.044965353832098,10.6295849795304,5,0.7034832451499201,-1.3523682935536505,1.077888532961111,22,20,1,0.9090909090909091,0.045454545454545456,0,0,4.657719204200747,0.05292862732046304
2022,XP1_EXTEND_T2,88,23,0.26136363636363635,45,0.5113636363636364,51,0.5795454545454546,32,0,6,45,37,6,0.5113636363636364,0.42045454545454547,0.06818181818181818,0.9437340153452619,1.082413340086639,-1.1709401709401874,-1.3836251953097543,-0.028244680938206323,-2.4855319225621564,0.9514488904398802,17.34735648497768,5,0.5089759797724431,-1.4361517390750431,1.4418655185390428,22,20,16,0.9090909090909091,0.7272727272727273,0,1,0.17993873495782964,0.0020447583517935186
2022,XP1_SCALE50_T15,88,23,0.26136363636363635,49,0.5568181818181818,51,0.5795454545454546,32,2,5,49,34,5,0.5568181818181818,0.38636363636363635,0.056818181818181816,0.8738390092879531,0.8593580582001872,-1.1588834269662913,-1.2483869384479056,-0.0038251256297683538,-0.3366110554196151,0.9920695059724757,11.42519049218539,5,0.6278794970631423,-1.3523682935536505,0.9737738128426766,22,20,1,0.9090909090909091,0.045454545454545456,2,0,2.3288596021003736,0.02646431366023152
2022,XP1_SCALE50_T2,88,23,0.26136363636363635,45,0.5113636363636364,51,0.5795454545454546,32,5,6,46,37,5,0.5227272727272727,0.42045454545454547,0.056818181818181816,0.9306935414646557,0.9221701443998447,-1.1562500000000016,-1.216089944119836,-0.029267060114103117,-2.5755012900410743,0.9427606952013216,14.68551034341543,5,0.5094789978810971,-1.4253597813238785,1.0348879321158702,22,20,16,0.9090909090909091,0.7272727272727273,5,1,0.08996936747891482,0.0010223791758967593
2023,FIXED_T1,98,34,0.3469387755102041,55,0.5612244897959183,55,0.5612244897959183,30,0,13,55,30,13,0.5612244897959183,0.30612244897959184,0.1326530612244898,0.7142857142857235,0.7283111791441742,-1.227848101265819,-1.4711461964435613,-0.04160480653446173,-4.07727104037725,0.9076169078180016,14.686341782139843,3,0.5355179704016815,-1.3509009973034283,0.8933984073978937,24,6,4,0.25,0.16666666666666666,0,0,0.0,0.0
2023,FIXED_T15,98,34,0.3469387755102041,38,0.3877551020408163,55,0.5612244897959183,30,0,22,38,38,22,0.3877551020408163,0.3877551020408163,0.22448979591836735,1.1330818870389567,1.1502286502321089,-1.2148630177690616,-1.4285642321497327,-0.10792604196805809,-10.576752112869693,0.8051641111728111,22.847925302699686,5,0.0,-1.4369176598049833,1.3206730769230683,24,20,6,0.8333333333333334,0.25,0,1,-6.499481072492447,-0.0663212354335964
2023,FIXED_T2,98,34,0.3469387755102041,26,0.2653061224489796,55,0.5612244897959183,30,0,31,26,41,31,0.2653061224489796,0.41836734693877553,0.3163265306122449,1.5035714285714201,1.52751500020347,-1.227848101265819,-1.4490969618885825,-0.2009957697157312,-19.697585432141658,0.6684632390968992,26.237176464371206,5,0.0,-1.5233512184216333,1.5586971874503373,24,20,16,0.8333333333333334,0.6666666666666666,0,5,-15.62031439176441,-0.1593909631812695
2023,XP1_EXTEND_T15,98,34,0.3469387755102041,51,0.5204081632653061,55,0.5612244897959183,30,0,14,51,33,14,0.5204081632653061,0.336734693877551,0.14285714285714285,0.890756302521012,0.8984059230307784,-1.227848101265819,-1.4639775999856854,-0.025434272703652214,-2.492558724957917,0.9484062580088515,15.015052195948364,5,0.5523163893740186,-1.4002949504483295,1.0103803085696061,24,20,6,0.8333333333333334,0.25,0,1,1.5847123154193308,0.0161705338308095
2023,XP1_EXTEND_T2,98,34,0.3469387755102041,47,0.47959183673469385,55,0.5612244897959183,30,0,18,47,33,18,0.47959183673469385,0.336734693877551,0.1836734693877551,0.890756302521012,1.0107772409059284,-1.227848101265819,-1.4639775999856854,-0.008211535479071365,-0.8047304769489938,0.9833427970284548,13.045893096410243,5,0.0,-1.4002949504483295,1.3587041156841144,24,20,16,0.8333333333333334,0.6666666666666666,0,5,3.272540563428256,0.03339327105539037
