year,n,survive_rate,consumed_rate,hit_1r_rate,hit_1_5r_rate,hit_2r_rate
2022,218,0.6880733944954128,0.2706422018348624,0.5137614678899083,0.37155963302752293,0.28440366972477066
2023,218,0.7706422018348624,0.1926605504587156,0.555045871559633,0.40825688073394495,0.2981651376146789
2024,247,0.7368421052631579,0.22672064777327935,0.5182186234817814,0.38866396761133604,0.3157894736842105
2025,261,0.7509578544061303,0.2222222222222222,0.5670498084291188,0.4061302681992337,0.3103448275862069
2026,153,0.738562091503268,0.23529411764705882,0.5424836601307189,0.40522875816993464,0.3464052287581699
