snapshot_age_min,feature,direction,dev_block,n,case_median,control_median,median_gap,effect,adequate,direction_ok
60,largest_mae_extension_share,lower,0,3,0.3625000000000091,0.5666666666666688,-0.20416666666665967,1.0601561745498616,False,False
60,largest_mae_extension_share,lower,1,4,0.5396825396825387,0.6547619047619072,-0.11507936507936856,0.9853828998395635,False,False
60,largest_mae_extension_share,lower,2,7,0.5012285012284984,0.3346153846153862,0.16661311661311218,0.497543322166352,True,False
60,largest_mae_extension_share,lower,3,7,0.5982142857142867,0.5228758169934806,0.07533846872080607,0.27368912189360944,True,False
60,largest_mae_extension_share,lower,4,7,0.3634821933295669,0.9655797101449181,-0.6020975168153512,5.604739483170267,True,True
60,largest_mae_extension_share,lower,5,5,0.3733476241514773,0.7326543602800659,-0.3593067361285886,1.537694455436264,True,True
60,mae_extension_bar_fraction,higher,0,3,0.7,0.6,0.09999999999999998,0.5467455621301772,False,False
60,mae_extension_bar_fraction,higher,1,4,0.8541666666666667,0.6333333333333333,0.22083333333333344,1.4722222222222228,False,False
60,mae_extension_bar_fraction,higher,2,7,0.5,1.0,-0.5,2.034943473792395,True,False
60,mae_extension_bar_fraction,higher,3,7,0.8,0.7272727272727273,0.07272727272727275,0.3801980198019802,True,True
60,mae_extension_bar_fraction,higher,4,7,0.7272727272727273,0.2222222222222222,0.5050505050505051,1.4883720930232558,True,True
60,mae_extension_bar_fraction,higher,5,5,0.7142857142857143,1.0,-0.2857142857142857,2.0204081632653055,True,False
60,down_close_step_fraction,higher,0,3,0.7272727272727273,0.8,-0.07272727272727275,0.6363636363636367,False,False
60,down_close_step_fraction,higher,1,4,0.7083333333333333,0.775,-0.06666666666666676,0.4812030075187977,False,False
60,down_close_step_fraction,higher,2,7,0.6363636363636364,0.5454545454545454,0.09090909090909094,0.5529953917050695,True,True
60,down_close_step_fraction,higher,3,7,0.8,0.6363636363636364,0.1636363636363637,0.6760563380281692,True,True
60,down_close_step_fraction,higher,4,7,0.75,0.6666666666666666,0.08333333333333337,0.48618784530386766,True,True
60,down_close_step_fraction,higher,5,5,0.8,1.0,-0.19999999999999996,1.0702702702702698,True,False
60,close_path_efficiency_to_worst,higher,0,3,0.816901408450709,0.758454106280194,0.05844730217051497,0.1885144868721303,False,False
60,close_path_efficiency_to_worst,higher,1,4,0.7447163515016586,0.6773648648648605,0.06735148663679813,0.24516126265643573,False,False
60,close_path_efficiency_to_worst,higher,2,7,0.5433333333333329,0.6557377049180194,-0.11240437158468652,1.5120632529371214,True,False
60,close_path_efficiency_to_worst,higher,3,7,1.0,0.617021276595735,0.382978723404265,3.126803131701332,True,True
60,close_path_efficiency_to_worst,higher,4,7,0.744627054361569,0.2595041322314122,0.48512292213015673,1.431326448262862,True,True
60,close_path_efficiency_to_worst,higher,5,5,0.6813559322033762,1.0,-0.3186440677966238,1.2575440402513938,True,False
60,worst_bar_close_location,lower,0,3,0.4857142857142579,0.3285714285714329,0.157142857142825,0.7074281104130581,False,False
60,worst_bar_close_location,lower,1,4,0.6084558823529422,0.6587301587300748,-0.050274276377132554,0.12518989096486183,False,False
60,worst_bar_close_location,lower,2,7,0.6430769230769233,0.9821428571428357,-0.33906593406591234,1.1724342129219316,True,True
60,worst_bar_close_location,lower,3,7,0.5500000000000045,0.8571428571428571,-0.3071428571428526,0.8325631423892229,True,True
60,worst_bar_close_location,lower,4,7,0.3440860215053517,0.4989517819706449,-0.15486576046529316,0.7409387495782539,True,True
60,worst_bar_close_location,lower,5,5,0.1847133757961855,0.20757020757022274,-0.022856831774037245,0.07837474324938361,True,True
120,largest_mae_extension_share,lower,0,3,0.3625000000000091,0.3517241379310373,0.010775862068971798,0.2710769751439893,False,False
120,largest_mae_extension_share,lower,1,4,0.3541666666666651,0.2957824639289773,0.058384202737687796,0.27482012303822717,False,False
120,largest_mae_extension_share,lower,2,6,0.39022204908453284,0.3010380622837383,0.08918398680079453,0.6251408063306755,True,False
120,largest_mae_extension_share,lower,3,6,0.3856058747750769,0.26308345120226273,0.12252242357281418,1.159156967755074,True,False
120,largest_mae_extension_share,lower,4,6,0.2681997154350191,0.6387917329093808,-0.37059201747436177,6.339905947719245,True,True
120,largest_mae_extension_share,lower,5,4,0.292639584930133,0.5993131081854706,-0.3066735232553376,4.775642635223741,False,False
120,mae_extension_bar_fraction,higher,0,3,0.6428571428571429,0.2857142857142857,0.3571428571428572,2.1428571428571437,False,False
120,mae_extension_bar_fraction,higher,1,4,0.39610389610389607,0.45751633986928103,-0.06141244376538496,0.5959622220906559,False,False
120,mae_extension_bar_fraction,higher,2,6,0.42500000000000004,0.5714285714285714,-0.14642857142857135,0.6713807219947895,True,False
120,mae_extension_bar_fraction,higher,3,6,0.48125,0.43478260869565216,0.04646739130434785,0.30355671083497127,True,True
120,mae_extension_bar_fraction,higher,4,6,0.5625,0.2,0.3625,2.41447963800905,True,True
120,mae_extension_bar_fraction,higher,5,4,0.5992063492063493,0.5555555555555556,0.04365079365079372,0.14426229508196742,False,False
120,down_close_step_fraction,higher,0,3,0.7142857142857143,0.5714285714285714,0.1428571428571429,4.285714285714288,False,False
120,down_close_step_fraction,higher,1,4,0.6287878787878788,0.5686274509803921,0.06016042780748665,0.36008401960457453,False,False
120,down_close_step_fraction,higher,2,6,0.575,0.6136363636363636,-0.03863636363636369,0.14437367303609364,True,False
120,down_close_step_fraction,higher,3,6,0.5227743271221532,0.6521739130434783,-0.12939958592132506,2.114500185018768,True,False
120,down_close_step_fraction,higher,4,6,0.675,0.5,0.17500000000000004,1.4358974358974361,True,True
120,down_close_step_fraction,higher,5,4,0.6944444444444444,0.7555555555555555,-0.061111111111111116,0.5735567970204839,False,False
120,close_path_efficiency_to_worst,higher,0,3,0.8235294117647147,0.24884792626728255,0.5746814854974321,4.464706232379696,False,False
120,close_path_efficiency_to_worst,higher,1,4,0.44198847510105815,0.4370720188902091,0.004916456210849074,0.028392635108010798,False,False
120,close_path_efficiency_to_worst,higher,2,6,0.3453090096798185,0.5501981314898906,-0.20488912181007213,0.7908917987351397,True,False
120,close_path_efficiency_to_worst,higher,3,6,0.5442615318863131,0.5420336269015291,0.0022279049847839794,0.014520897726629685,True,True
120,close_path_efficiency_to_worst,higher,4,6,0.5371456100336188,0.32667997338655874,0.21046563664706008,0.8696993504270791,True,True
120,close_path_efficiency_to_worst,higher,5,4,0.44187070337633927,0.6808381787257041,-0.2389674753493648,1.294477229374709,False,False
120,worst_bar_close_location,lower,0,3,0.5,0.9249999999999969,-0.42499999999999694,4.8080808080807484,False,False
120,worst_bar_close_location,lower,1,4,0.41184210526315235,0.14285714285713078,0.26898496240602154,1.1799687555107494,False,False
120,worst_bar_close_location,lower,2,6,0.6836074270557178,0.613473767885534,0.07013365917018377,0.4099039052105632,True,False
120,worst_bar_close_location,lower,3,6,0.5398636971337383,0.10135135135135419,0.43851234578238407,3.5037344329239084,True,False
120,worst_bar_close_location,lower,4,6,0.4979313487140643,0.839416058394155,-0.3414847096800907,1.2430866655186639,True,True
120,worst_bar_close_location,lower,5,4,0.8639483065953746,0.23899911156721965,0.6249491950281549,6.501593622161287,False,False
