partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_formation_anchor_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_formation_anchor_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__largest_mae_extension_share,control__largest_mae_extension_share,case__mae_extension_bar_fraction,control__mae_extension_bar_fraction,case__down_close_step_fraction,control__down_close_step_fraction,case__close_path_efficiency_to_worst,control__close_path_efficiency_to_worst,case__worst_bar_close_location,control__worst_bar_close_location
external,120,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:55:00+00:00,2020-10-24 21:50:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 19:30:00+00:00,2020-10-24 18:55:00+00:00,-20.036615134255477,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 17:05:00+00:00,2020-12-02 15:35:00+00:00,8.580174240640392,0.42282958199356874,0.45225027442370935,0.029420692430140616,0.4182509505703385,0.5024271844660245,0.4375,0.6,0.75,0.8,0.47926267281106205,0.7828571428571423,0.6790123456790201,0.4693877551020365
external,120,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:30:00+00:00,2020-11-25 22:25:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 18:00:00+00:00,2020-11-25 16:25:00+00:00,-46.244643867733856,2021-11-14 22:15:00+00:00,2021-11-14 15:00:00+00:00,,2021-11-15 00:20:00+00:00,,,2021-11-14 22:20:00+00:00,2021-11-15 00:10:00+00:00,2021-11-14 23:15:00+00:00,4.3258499897402825,0.45518763796909645,0.4540174249757991,0.001170212993297337,0.4917555771096043,0.6614072494669461,0.75,0.4166666666666667,0.5,0.5833333333333334,0.4160583941605854,0.29781376518218544,0.9364820846905503,0.7713414634146275
external,120,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 19:00:00+00:00,2020-12-07 18:55:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 17:20:00+00:00,2020-12-07 15:30:00+00:00,-15.815214502152951,2021-03-09 20:05:00+00:00,2021-03-09 15:00:00+00:00,,2021-03-10 01:20:00+00:00,,,2021-03-09 20:10:00+00:00,2021-03-09 22:00:00+00:00,2021-03-09 20:15:00+00:00,11.662602690956426,0.05254237288135773,0.09653265752793468,0.04399028464657695,1.0,0.8484486873508496,1.0,1.0,1.0,0.5,1.0,0.9630769230769541,0.15000000000003885,0.39552238805967876
external,120,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:05:00+00:00,2020-12-22 22:00:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 17:10:00+00:00,2020-12-22 16:30:00+00:00,-30.790762771168655,2021-08-16 16:35:00+00:00,2021-08-16 15:00:00+00:00,,2021-08-17 02:05:00+00:00,,,2021-08-16 16:40:00+00:00,2021-08-16 18:30:00+00:00,2021-08-16 18:30:00+00:00,23.023525994771976,0.5501551189245102,0.5500189226693578,0.00013619625515237654,0.347744360902254,0.1894495412844022,0.6,0.4782608695652174,0.6666666666666666,0.6086956521739131,0.574162679425834,0.4824408468244061,0.26666666666667044,0.46730769230769353
external,120,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:10:00+00:00,2021-03-04 00:05:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 21:00:00+00:00,2021-03-03 21:00:00+00:00,-30.195303480965386,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,2020-11-14 16:50:00+00:00,4.37004855609513,0.8385187051265904,0.7855392156862734,0.05297948944031705,0.4180561814631216,0.5148205928237131,0.17391304347826086,0.3181818181818182,0.7391304347826086,0.6363636363636364,0.38430319307669425,0.35582822085889604,0.18521665250636424,0.31937172774869255
external,120,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:50:00+00:00,2021-03-23 20:45:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 16:55:00+00:00,2021-03-23 16:10:00+00:00,-18.656211977828853,2021-08-29 20:15:00+00:00,2021-08-29 15:00:00+00:00,,2021-08-30 00:20:00+00:00,,,2021-08-29 20:20:00+00:00,2021-08-29 22:10:00+00:00,2021-08-29 21:45:00+00:00,6.276677999851654,0.6393505991495937,0.5926425919676017,0.04670800718199197,0.33857315598549004,0.24999999999999595,0.42857142857142855,0.3333333333333333,0.6428571428571429,0.4444444444444444,0.5463917525773202,0.3462651997683831,0.41618015012509924,0.7965860597439544
external,120,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:10:00+00:00,2021-05-31 02:05:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 22:25:00+00:00,2021-05-30 22:20:00+00:00,-31.430317018532328,2020-12-02 15:10:00+00:00,2020-12-02 15:00:00+00:00,,2020-12-02 17:20:00+00:00,,,2020-12-02 15:15:00+00:00,2020-12-02 17:05:00+00:00,2020-12-02 15:35:00+00:00,8.580174240640392,0.39554317548746604,0.45225027442370935,0.056707098936243316,0.36901408450704243,0.5024271844660245,0.2727272727272727,0.6,0.5,0.8,0.2663531423685346,0.7828571428571423,0.5178571428571327,0.4693877551020365
external,120,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:15:00+00:00,2021-09-21 00:10:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 17:50:00+00:00,2021-09-20 17:15:00+00:00,-63.225255972696296,2020-12-31 17:20:00+00:00,2020-12-31 15:00:00+00:00,,2021-01-01 01:20:00+00:00,,,2020-12-31 17:25:00+00:00,2020-12-31 19:15:00+00:00,2020-12-31 18:20:00+00:00,15.966112740306237,0.2651671732522795,0.22367346938775393,0.04149370386452558,0.8214121962402574,0.7080291970802984,0.25,0.3333333333333333,0.625,0.6666666666666666,0.24835742444152464,0.31377551020408184,0.98237885462555,0.4666666666666691
external,120,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:45:00+00:00,2021-12-14 18:40:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 17:00:00+00:00,2021-12-14 17:00:00+00:00,-25.85350713842327,2020-11-14 15:00:00+00:00,2020-11-14 15:00:00+00:00,,2020-11-15 02:55:00+00:00,,,2020-11-14 15:05:00+00:00,2020-11-14 16:55:00+00:00,2020-11-14 16:50:00+00:00,4.37004855609513,0.761006289308175,0.7855392156862734,0.02453292637809834,0.28925619834710825,0.5148205928237131,0.43478260869565216,0.3181818181818182,0.5652173913043478,0.6363636363636364,0.38138558432470276,0.35582822085889604,0.5999999999999943,0.31937172774869255
external,120,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:10:00+00:00,2021-12-28 00:05:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 17:05:00+00:00,2021-12-27 16:05:00+00:00,-23.74507874015741,2021-11-19 15:00:00+00:00,2021-11-19 15:00:00+00:00,,2021-11-20 02:55:00+00:00,,,2021-11-19 15:05:00+00:00,2021-11-19 16:55:00+00:00,2021-11-19 15:30:00+00:00,3.3495017442426445,0.3021077283372349,0.3072983354673502,0.005190607130115266,0.35658914728683005,0.5318749999999982,0.5454545454545454,0.8333333333333334,0.9090909090909091,0.5,0.8270676691729203,0.6451233842538165,0.4318181818181789,0.6146435452793729
reference_validation,60,2025-01-26 18:30:00+00:00,2025-01-26 15:00:00+00:00,,2025-01-26 21:05:00+00:00,2025-01-26 21:00:00+00:00,2025-01-26 18:35:00+00:00,2025-01-26 19:25:00+00:00,2025-01-26 19:20:00+00:00,-11.302726637147487,2025-02-08 17:05:00+00:00,2025-02-08 15:00:00+00:00,,2025-02-08 19:30:00+00:00,,,2025-02-08 17:10:00+00:00,2025-02-08 18:00:00+00:00,2025-02-08 17:20:00+00:00,4.655664221678846,0.304801670146134,0.286652078774618,0.018149591371516005,0.4589041095890195,0.7099236641221414,0.6,1.0,0.6,1.0,0.5,1.0,0.24999999999998224,0.8260869565216639
reference_validation,60,2025-01-28 15:30:00+00:00,2025-01-28 15:00:00+00:00,,2025-01-28 16:55:00+00:00,2025-01-28 16:50:00+00:00,2025-01-28 15:35:00+00:00,2025-01-28 16:25:00+00:00,2025-01-28 16:15:00+00:00,-13.487596414425706,2025-06-02 18:20:00+00:00,2025-06-02 15:00:00+00:00,,2025-06-02 22:00:00+00:00,,,2025-06-02 18:25:00+00:00,2025-06-02 19:15:00+00:00,2025-06-02 19:15:00+00:00,4.250371423034749,0.8938906752411581,0.8693009118541096,0.024589763387048436,0.278776978417263,0.30069930069929407,0.6666666666666666,0.8181818181818182,0.8888888888888888,0.8181818181818182,0.771790808240888,0.7233429394812597,0.4035087719298214,0.7608695652174275
reference_validation,60,2025-02-22 16:00:00+00:00,2025-02-22 15:00:00+00:00,,2025-02-23 00:50:00+00:00,2025-02-23 00:45:00+00:00,2025-02-22 16:05:00+00:00,2025-02-22 16:55:00+00:00,2025-02-22 16:55:00+00:00,-9.509624197983458,2026-04-01 15:25:00+00:00,2026-04-01 15:00:00+00:00,,2026-04-01 16:25:00+00:00,,,2026-04-01 15:30:00+00:00,2026-04-01 16:20:00+00:00,2026-04-01 16:10:00+00:00,3.3205924510272267,0.6200607902735553,0.5899280575539517,0.030132732719603594,0.5833333333333345,0.3902439024390193,0.6363636363636364,0.4444444444444444,0.7272727272727273,0.5555555555555556,0.5696969696969664,0.6666666666666666,0.3265306122449039,0.5199999999999818
reference_validation,60,2025-03-17 18:45:00+00:00,2025-03-17 15:00:00+00:00,,2025-03-18 01:20:00+00:00,2025-03-18 01:15:00+00:00,2025-03-17 18:50:00+00:00,2025-03-17 19:40:00+00:00,2025-03-17 19:00:00+00:00,-16.712770862148396,2025-03-30 18:45:00+00:00,2025-03-30 15:00:00+00:00,,2025-03-31 02:55:00+00:00,,,2025-03-30 18:50:00+00:00,2025-03-30 19:40:00+00:00,2025-03-30 19:15:00+00:00,0.7519987334757561,0.19154228855721028,0.19219219219219247,0.0006499036349821852,0.3636363636363737,0.6249999999999861,1.0,0.5,1.0,0.6666666666666666,1.0,0.24060150375939773,0.19047619047619907,0.0
reference_validation,60,2025-04-01 15:15:00+00:00,2025-04-01 15:00:00+00:00,,2025-04-02 02:10:00+00:00,2025-04-02 02:05:00+00:00,2025-04-01 15:20:00+00:00,2025-04-01 16:10:00+00:00,2025-04-01 15:30:00+00:00,-21.152808815596835,2026-04-07 17:35:00+00:00,2026-04-07 15:00:00+00:00,,2026-04-07 19:45:00+00:00,,,2026-04-07 17:40:00+00:00,2026-04-07 18:30:00+00:00,2026-04-07 17:45:00+00:00,5.586592178770999,0.3295019157088112,0.3288888888888866,0.0006130268199245892,0.7151162790697785,0.8378378378378306,1.0,1.0,1.0,0.5,1.0,0.9661016949152371,0.5666666666666303,0.8095238095238417
reference_validation,60,2025-04-29 16:35:00+00:00,2025-04-29 15:00:00+00:00,,2025-04-29 21:25:00+00:00,2025-04-29 21:20:00+00:00,2025-04-29 16:40:00+00:00,2025-04-29 17:30:00+00:00,2025-04-29 17:00:00+00:00,-10.410390305951701,2026-07-03 15:05:00+00:00,2026-07-03 15:00:00+00:00,,2026-07-03 18:55:00+00:00,,,2026-07-03 15:10:00+00:00,2026-07-03 16:00:00+00:00,2026-07-03 16:00:00+00:00,3.005130710969972,0.6884615384615369,0.6910569105690988,0.0025953721075618885,0.3798882681564142,0.3764705882352886,0.8,0.5454545454545454,0.8,0.7272727272727273,0.8888888888889162,0.6530612244898127,0.42682926829267953,0.7777777777777661
reference_validation,60,2025-05-01 15:00:00+00:00,2025-05-01 15:00:00+00:00,,2025-05-01 20:00:00+00:00,2025-05-01 19:55:00+00:00,2025-05-01 15:05:00+00:00,2025-05-01 15:55:00+00:00,2025-05-01 15:55:00+00:00,-9.66309741446858,2025-11-22 15:25:00+00:00,2025-11-22 15:00:00+00:00,,2025-11-22 16:45:00+00:00,,,2025-11-22 15:30:00+00:00,2025-11-22 16:20:00+00:00,2025-11-22 15:45:00+00:00,3.890806401004143,0.5738831615120239,0.5806451612903207,0.006761999778296834,0.275449101796414,0.34722222222222276,0.45454545454545453,1.0,0.6363636363636364,0.75,0.33493975903614315,0.829457364341087,0.7567567567567506,0.7708333333333296
reference_validation,60,2025-06-03 15:00:00+00:00,2025-06-03 15:00:00+00:00,,2025-06-03 20:20:00+00:00,2025-06-03 20:15:00+00:00,2025-06-03 15:05:00+00:00,2025-06-03 15:55:00+00:00,2025-06-03 15:50:00+00:00,-14.550912878323718,2026-04-07 17:35:00+00:00,2026-04-07 15:00:00+00:00,,2026-04-07 19:45:00+00:00,,,2026-04-07 17:40:00+00:00,2026-04-07 18:30:00+00:00,2026-04-07 17:45:00+00:00,5.586592178770999,0.32897603485838556,0.3288888888888866,8.714596949893627e-05,0.867549668874179,0.8378378378378306,0.3,1.0,0.4,0.5,0.29775280898876927,0.9661016949152371,0.9374999999999963,0.8095238095238417
reference_validation,60,2025-06-04 15:40:00+00:00,2025-06-04 15:00:00+00:00,,2025-06-04 20:20:00+00:00,2025-06-04 20:15:00+00:00,2025-06-04 15:45:00+00:00,2025-06-04 16:35:00+00:00,2025-06-04 16:30:00+00:00,-10.803446964896713,2026-04-05 15:30:00+00:00,2026-04-05 15:00:00+00:00,,2026-04-05 23:05:00+00:00,,,2026-04-05 15:35:00+00:00,2026-04-05 16:25:00+00:00,2026-04-05 15:55:00+00:00,4.364089775561131,0.45619335347431716,0.46285714285714413,0.006663789382826968,0.4966887417218573,0.5802469135802438,0.6,0.6,0.6,0.6,0.34745762711863915,0.8441558441558403,0.9452054794520649,0.4571428571428548
reference_validation,60,2025-07-20 16:40:00+00:00,2025-07-20 15:00:00+00:00,,2025-07-20 22:15:00+00:00,2025-07-20 22:10:00+00:00,2025-07-20 16:45:00+00:00,2025-07-20 17:35:00+00:00,2025-07-20 17:00:00+00:00,-10.809630397990876,2025-05-20 17:50:00+00:00,2025-05-20 15:00:00+00:00,,2025-05-21 02:55:00+00:00,,,2025-05-20 17:55:00+00:00,2025-05-20 18:45:00+00:00,2025-05-20 18:45:00+00:00,1.9039685845183563,0.7694300518134741,0.8065395095367819,0.03710945772330776,0.5589225589225676,0.20945945945946245,0.75,0.7272727272727273,1.0,0.7272727272727273,1.0,0.6551724137931115,0.430851063829783,0.11224489795916977
reference_validation,60,2025-11-04 15:00:00+00:00,2025-11-04 15:00:00+00:00,,2025-11-04 16:50:00+00:00,2025-11-04 16:45:00+00:00,2025-11-04 15:05:00+00:00,2025-11-04 15:55:00+00:00,2025-11-04 15:50:00+00:00,-18.61185329123144,2025-11-22 15:25:00+00:00,2025-11-22 15:00:00+00:00,,2025-11-22 16:45:00+00:00,,,2025-11-22 15:30:00+00:00,2025-11-22 16:20:00+00:00,2025-11-22 15:45:00+00:00,3.890806401004143,0.5686274509803947,0.5806451612903207,0.012017710309926044,0.42241379310344573,0.34722222222222276,0.4,1.0,0.9,0.75,0.4251497005988043,0.829457364341087,0.4705882352941238,0.7708333333333296
reference_validation,60,2025-11-27 18:45:00+00:00,2025-11-27 15:00:00+00:00,,2025-11-27 22:55:00+00:00,2025-11-27 22:50:00+00:00,2025-11-27 18:50:00+00:00,2025-11-27 19:40:00+00:00,2025-11-27 19:15:00+00:00,-8.636967620113289,2025-10-01 16:05:00+00:00,2025-10-01 15:00:00+00:00,,2025-10-01 23:55:00+00:00,,,2025-10-01 16:10:00+00:00,2025-10-01 17:00:00+00:00,2025-10-01 16:55:00+00:00,4.389226444182492,0.35864978902954475,0.36157024793388404,0.002920458904339285,0.30588235294115756,0.2628571428571312,0.6666666666666666,0.6,1.0,0.8,1.0,0.7475728155339862,0.38235294117653695,0.4285714285714369
reference_validation,60,2025-12-04 15:35:00+00:00,2025-12-04 15:00:00+00:00,,2025-12-04 17:40:00+00:00,2025-12-04 17:35:00+00:00,2025-12-04 15:40:00+00:00,2025-12-04 16:30:00+00:00,2025-12-04 16:05:00+00:00,-9.746791536593857,2025-02-14 15:05:00+00:00,2025-02-14 15:00:00+00:00,,2025-02-14 17:35:00+00:00,,,2025-02-14 15:10:00+00:00,2025-02-14 16:00:00+00:00,2025-02-14 15:15:00+00:00,4.976409237645862,0.6823104693140822,0.6806387225548908,0.0016717467591914614,0.5555555555555572,0.5747800586510293,0.8333333333333334,1.0,0.6666666666666666,1.0,0.6049382716049432,1.0,0.5833333333333564,0.1161616161616116
reference_validation,60,2025-12-19 15:15:00+00:00,2025-12-19 15:00:00+00:00,,2025-12-19 17:35:00+00:00,2025-12-19 17:30:00+00:00,2025-12-19 15:20:00+00:00,2025-12-19 16:10:00+00:00,2025-12-19 15:50:00+00:00,-10.600567465321564,2025-06-02 18:20:00+00:00,2025-06-02 15:00:00+00:00,,2025-06-02 22:00:00+00:00,,,2025-06-02 18:25:00+00:00,2025-06-02 19:15:00+00:00,2025-06-02 19:15:00+00:00,4.250371423034749,0.8437499999999979,0.8693009118541096,0.025550911854111735,0.8101851851851865,0.30069930069929407,0.5714285714285714,0.8181818181818182,0.7142857142857143,0.8181818181818182,0.7750000000000025,0.7233429394812597,0.6249999999999889,0.7608695652174275
reference_validation,60,2025-12-28 15:20:00+00:00,2025-12-28 15:00:00+00:00,,2025-12-28 18:20:00+00:00,2025-12-28 18:15:00+00:00,2025-12-28 15:25:00+00:00,2025-12-28 16:15:00+00:00,2025-12-28 16:10:00+00:00,-5.362144857943174,2025-08-24 15:20:00+00:00,2025-08-24 15:00:00+00:00,,2025-08-24 18:30:00+00:00,,,2025-08-24 15:25:00+00:00,2025-08-24 16:15:00+00:00,2025-08-24 15:55:00+00:00,5.431248804742772,0.6407766990291222,0.6619718309859131,0.021195131956790902,0.39393939393940375,0.23936170212765412,0.6,1.0,0.8,0.8571428571428571,0.4503816793893148,0.9193548387096744,0.2916666666666445,0.5230769230769238
reference_validation,60,2026-01-24 15:15:00+00:00,2026-01-24 15:00:00+00:00,,2026-01-24 16:20:00+00:00,2026-01-24 16:15:00+00:00,2026-01-24 15:20:00+00:00,2026-01-24 16:10:00+00:00,2026-01-24 16:10:00+00:00,-2.5522223967331947,2025-06-02 18:20:00+00:00,2025-06-02 15:00:00+00:00,,2025-06-02 22:00:00+00:00,,,2025-06-02 18:25:00+00:00,2025-06-02 19:15:00+00:00,2025-06-02 19:15:00+00:00,4.250371423034749,1.2542372881356014,0.8693009118541096,0.3849363762814918,0.28378378378379104,0.30069930069929407,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.8181818181818182,0.5471698113207593,0.7233429394812597,0.4848484848484992,0.7608695652174275
reference_validation,60,2026-03-21 20:30:00+00:00,2026-03-21 15:00:00+00:00,,2026-03-21 23:50:00+00:00,2026-03-21 23:45:00+00:00,2026-03-21 20:35:00+00:00,2026-03-21 21:25:00+00:00,2026-03-21 21:10:00+00:00,-9.019477644975627,2025-08-24 15:20:00+00:00,2025-08-24 15:00:00+00:00,,2025-08-24 18:30:00+00:00,,,2025-08-24 15:25:00+00:00,2025-08-24 16:15:00+00:00,2025-08-24 15:55:00+00:00,5.431248804742772,0.6282051282051208,0.6619718309859131,0.0337667027807923,0.5510204081632629,0.23936170212765412,0.5,1.0,0.5,0.8571428571428571,0.6874999999999806,0.9193548387096744,0.18518518518517738,0.5230769230769238
reference_validation,60,2026-03-28 15:20:00+00:00,2026-03-28 15:00:00+00:00,,2026-03-28 22:15:00+00:00,2026-03-28 22:10:00+00:00,2026-03-28 15:25:00+00:00,2026-03-28 16:15:00+00:00,2026-03-28 15:55:00+00:00,-10.048757283862509,2025-08-10 15:15:00+00:00,2025-08-10 15:00:00+00:00,,2025-08-10 21:25:00+00:00,,,2025-08-10 15:20:00+00:00,2025-08-10 16:10:00+00:00,2025-08-10 15:50:00+00:00,4.234777838727388,0.32051282051282004,0.3264248704663251,0.005912049953505083,0.7400000000000091,0.8095238095238052,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.40476190476190715,0.7687074829932141,0.9411764705882057,0.37142857142856445
reference_validation,60,2026-05-25 15:10:00+00:00,2026-05-25 15:00:00+00:00,,2026-05-25 19:40:00+00:00,2026-05-25 19:35:00+00:00,2026-05-25 15:15:00+00:00,2026-05-25 16:05:00+00:00,2026-05-25 15:20:00+00:00,-5.2077305867376245,2025-05-07 23:05:00+00:00,2025-05-07 15:00:00+00:00,,2025-05-08 01:00:00+00:00,,,2025-05-07 23:10:00+00:00,2025-05-08 00:00:00+00:00,2025-05-07 23:55:00+00:00,3.3998920669185972,0.5063291139240449,0.503968253968256,0.002360859955788941,0.7249999999999955,0.2440944881889762,1.0,0.9,1.0,0.8,1.0,0.7293233082707001,0.45454545454543105,0.9677419354839005
reference_validation,60,2026-05-27 15:30:00+00:00,2026-05-27 15:00:00+00:00,,2026-05-27 21:45:00+00:00,2026-05-27 21:40:00+00:00,2026-05-27 15:35:00+00:00,2026-05-27 16:25:00+00:00,2026-05-27 16:20:00+00:00,-11.692453053029405,2026-01-13 16:00:00+00:00,2026-01-13 15:00:00+00:00,,2026-01-13 22:05:00+00:00,,,2026-01-13 16:05:00+00:00,2026-01-13 16:55:00+00:00,2026-01-13 16:15:00+00:00,3.6163850059113267,0.38068181818181807,0.38461538461538547,0.003933566433567404,0.3432835820895573,0.7299999999999898,0.6,1.0,0.5,0.6666666666666666,0.504587155963292,0.5304347826086802,0.7058823529411962,0.9750000000000231
reference_validation,60,2026-07-12 19:50:00+00:00,2026-07-12 15:00:00+00:00,,2026-07-13 02:00:00+00:00,2026-07-13 01:55:00+00:00,2026-07-12 19:55:00+00:00,2026-07-12 20:45:00+00:00,2026-07-12 20:30:00+00:00,-9.13888531342516,2025-08-16 15:00:00+00:00,2025-08-16 15:00:00+00:00,,2025-08-17 02:40:00+00:00,,,2025-08-16 15:05:00+00:00,2025-08-16 15:55:00+00:00,2025-08-16 15:10:00+00:00,4.282542032357006,0.20740740740740912,0.22222222222221755,0.014814814814808425,0.3214285714285823,0.8999999999999937,0.875,1.0,0.75,0.5,0.9166666666666272,0.09090909090907133,0.4285714285714431,0.9397590361445977
reference_validation,60,2026-07-16 15:25:00+00:00,2026-07-16 15:00:00+00:00,,2026-07-16 17:55:00+00:00,2026-07-16 17:50:00+00:00,2026-07-16 15:30:00+00:00,2026-07-16 16:20:00+00:00,2026-07-16 16:20:00+00:00,-7.557003257328942,2026-04-30 15:30:00+00:00,2026-04-30 15:00:00+00:00,,2026-05-01 02:55:00+00:00,,,2026-04-30 15:35:00+00:00,2026-04-30 16:25:00+00:00,2026-04-30 16:25:00+00:00,0.11968880909629664,0.5267857142857152,0.5326086956521674,0.005822981366452207,0.2881355932203161,0.632653061224501,0.6363636363636364,0.36363636363636365,0.8181818181818182,0.6363636363636364,0.5368421052631617,0.5,0.5333333333333018,0.8461538461538713
reference_validation,120,2025-01-26 18:30:00+00:00,2025-01-26 15:00:00+00:00,,2025-01-26 21:05:00+00:00,2025-01-26 21:00:00+00:00,2025-01-26 18:35:00+00:00,2025-01-26 20:25:00+00:00,2025-01-26 20:15:00+00:00,-11.302726637147487,2026-04-07 17:35:00+00:00,2026-04-07 15:00:00+00:00,,2026-04-07 19:45:00+00:00,,,2026-04-07 17:40:00+00:00,2026-04-07 19:30:00+00:00,2026-04-07 18:55:00+00:00,5.586592178770999,0.48643006263047767,0.47999999999999926,0.006430062630478406,0.2875536480686539,0.5740740740740661,0.5714285714285714,0.375,0.6190476190476191,0.5,0.39285714285713924,0.34020618556700893,0.9344262295081647,0.9767441860465002
reference_validation,120,2025-02-22 16:00:00+00:00,2025-02-22 15:00:00+00:00,,2025-02-23 00:50:00+00:00,2025-02-23 00:45:00+00:00,2025-02-22 16:05:00+00:00,2025-02-22 17:55:00+00:00,2025-02-22 17:00:00+00:00,-9.509624197983458,2026-07-03 15:05:00+00:00,2026-07-03 15:00:00+00:00,,2026-07-03 18:55:00+00:00,,,2026-07-03 15:10:00+00:00,2026-07-03 17:00:00+00:00,2026-07-03 16:00:00+00:00,3.005130710969972,0.7142857142857143,0.6910569105690988,0.02322880371661551,0.5063829787234045,0.3764705882352886,0.6666666666666666,0.5454545454545454,0.75,0.7272727272727273,0.6098901098901071,0.6530612244898127,0.20312499999999722,0.7777777777777661
reference_validation,120,2025-03-17 18:45:00+00:00,2025-03-17 15:00:00+00:00,,2025-03-18 01:20:00+00:00,2025-03-18 01:15:00+00:00,2025-03-17 18:50:00+00:00,2025-03-17 20:40:00+00:00,2025-03-17 20:40:00+00:00,-16.712770862148396,2025-09-02 17:40:00+00:00,2025-09-02 15:00:00+00:00,,2025-09-02 22:40:00+00:00,,,2025-09-02 17:45:00+00:00,2025-09-02 19:35:00+00:00,2025-09-02 18:30:00+00:00,7.617282746513188,0.23383084577114477,0.23559539052496836,0.0017645447538235937,0.29787234042553384,0.35869565217391053,0.21739130434782608,0.5,0.5217391304347826,0.6,0.20204603580562475,0.4064516129032199,0.7142857142857143,0.6516853932584302
reference_validation,120,2025-04-01 15:15:00+00:00,2025-04-01 15:00:00+00:00,,2025-04-02 02:10:00+00:00,2025-04-02 02:05:00+00:00,2025-04-01 15:20:00+00:00,2025-04-01 17:10:00+00:00,2025-04-01 17:00:00+00:00,-21.152808815596835,2025-04-24 15:10:00+00:00,2025-04-24 15:00:00+00:00,,2025-04-25 01:05:00+00:00,,,2025-04-24 15:15:00+00:00,2025-04-24 17:05:00+00:00,2025-04-24 15:55:00+00:00,6.38199271764317,0.40421455938697476,0.4045643153526988,0.0003497559657240634,0.5829383886255972,0.3128205128205171,0.19047619047619047,0.6666666666666666,0.7142857142857143,0.7777777777777778,0.33092224231464956,0.7344398340249015,0.5490196078431493,0.2337662337662395
reference_validation,120,2025-04-29 16:35:00+00:00,2025-04-29 15:00:00+00:00,,2025-04-29 21:25:00+00:00,2025-04-29 21:20:00+00:00,2025-04-29 16:40:00+00:00,2025-04-29 18:30:00+00:00,2025-04-29 17:00:00+00:00,-10.410390305951701,2026-07-03 15:05:00+00:00,2026-07-03 15:00:00+00:00,,2026-07-03 18:55:00+00:00,,,2026-07-03 15:10:00+00:00,2026-07-03 17:00:00+00:00,2026-07-03 16:00:00+00:00,3.005130710969972,0.6884615384615369,0.6910569105690988,0.0025953721075618885,0.3798882681564142,0.3764705882352886,0.8,0.5454545454545454,0.8,0.7272727272727273,0.8888888888889162,0.6530612244898127,0.42682926829267953,0.7777777777777661
reference_validation,120,2025-05-01 15:00:00+00:00,2025-05-01 15:00:00+00:00,,2025-05-01 20:00:00+00:00,2025-05-01 19:55:00+00:00,2025-05-01 15:05:00+00:00,2025-05-01 16:55:00+00:00,2025-05-01 15:55:00+00:00,-9.66309741446858,2026-06-30 15:45:00+00:00,2026-06-30 15:00:00+00:00,,2026-07-01 02:30:00+00:00,,,2026-06-30 15:50:00+00:00,2026-06-30 17:40:00+00:00,2026-06-30 16:25:00+00:00,5.49539794260967,0.5738831615120239,0.5862068965517226,0.012323735039698747,0.275449101796414,0.4033613445378073,0.45454545454545453,0.625,0.6363636363636364,0.625,0.33493975903614315,0.5935828877005376,0.7567567567567506,0.6666666666666272
