family_id,dev_n,ref_n,dev_wr,ref_wr,dev_mean_R,ref_mean_R,years_wr_ge50,nominated
E1,217,105,0.46543778801843316,0.4857142857142857,-0.045506048066092215,-6.365417709704314e-05,1,False
E2,201,114,0.43283582089552236,0.4473684210526316,-0.06858423813473255,0.036272287046786054,0,False
E3,5371,2903,0.40011171104077453,0.387530141233207,-0.041494662181865594,-0.004205981743868174,0,False
E4,5539,3014,0.4304025997472468,0.3885202388852024,0.015233166983236,-0.013364384603707135,0,False
E5,1122,689,0.4322638146167558,0.40783744557329465,-0.022797342209388668,0.0002184672006709648,0,False
E6,1436,865,0.4533426183844011,0.35953757225433525,0.03340976132191419,-0.06773559429862958,1,False
C2PLUS,846,527,0.41134751773049644,0.396584440227704,-0.044230957277709974,-0.012132750248001903,0,False
