year,feature,winner_n,loser_n,failure_auc
2022,penetration_depth,7,10,0.6857142857142857
2022,outside_close_fraction,7,10,0.6857142857142857
2022,failed_reclaim_count,7,10,0.5785714285714286
2022,wall_cross_count,7,10,0.5714285714285714
2022,low_recency,7,10,0.3357142857142857
2022,detector_range,7,10,0.6
2022,weak_final_margin,7,10,0.5142857142857142
2022,weak_recovery_from_low,7,10,0.3142857142857143
2022,short_final_inside_streak,7,10,0.5285714285714286
2022,down_slope_3_preentry,7,10,0.7571428571428571
2022,down_slope_6_preentry,7,10,0.4142857142857143
2022,weak_reclaim_strength,7,10,0.6857142857142857
2022,weak_final_clv,7,10,0.45714285714285713
2022,recent_last_outside,7,10,0.5285714285714286
2022,RECLAIM_RISK_COMPOSITE,7,10,0.7285714285714285
2023,penetration_depth,17,6,0.39215686274509803
2023,outside_close_fraction,17,6,0.3333333333333333
2023,failed_reclaim_count,17,6,0.5392156862745098
2023,wall_cross_count,17,6,0.5490196078431373
2023,low_recency,17,6,0.35784313725490197
2023,detector_range,17,6,0.49019607843137253
2023,weak_final_margin,17,6,0.30392156862745096
2023,weak_recovery_from_low,17,6,0.4215686274509804
2023,short_final_inside_streak,17,6,0.4019607843137255
2023,down_slope_3_preentry,17,6,0.38235294117647056
2023,down_slope_6_preentry,17,6,0.3431372549019608
2023,weak_reclaim_strength,17,6,0.29411764705882354
2023,weak_final_clv,17,6,0.38235294117647056
2023,recent_last_outside,17,6,0.4019607843137255
2023,RECLAIM_RISK_COMPOSITE,17,6,0.37254901960784315
2024,penetration_depth,25,11,0.6181818181818182
2024,outside_close_fraction,25,11,0.5563636363636364
2024,failed_reclaim_count,25,11,0.4109090909090909
2024,wall_cross_count,25,11,0.41818181818181815
2024,low_recency,25,11,0.49272727272727274
2024,detector_range,25,11,0.6254545454545455
2024,weak_final_margin,25,11,0.48
2024,weak_recovery_from_low,25,11,0.4218181818181818
2024,short_final_inside_streak,25,11,0.4109090909090909
2024,down_slope_3_preentry,25,11,0.5018181818181818
2024,down_slope_6_preentry,25,11,0.4581818181818182
2024,weak_reclaim_strength,25,11,0.56
2024,weak_final_clv,25,11,0.2690909090909091
2024,recent_last_outside,25,11,0.4109090909090909
2024,RECLAIM_RISK_COMPOSITE,25,11,0.5054545454545455
2025,penetration_depth,18,12,0.5972222222222222
2025,outside_close_fraction,18,12,0.4398148148148148
2025,failed_reclaim_count,18,12,0.375
2025,wall_cross_count,18,12,0.375
2025,low_recency,18,12,0.37962962962962965
2025,detector_range,18,12,0.6481481481481481
2025,weak_final_margin,18,12,0.5185185185185185
2025,weak_recovery_from_low,18,12,0.3888888888888889
2025,short_final_inside_streak,18,12,0.36574074074074076
2025,down_slope_3_preentry,18,12,0.5601851851851852
2025,down_slope_6_preentry,18,12,0.4537037037037037
2025,weak_reclaim_strength,18,12,0.5046296296296297
2025,weak_final_clv,18,12,0.8379629629629629
2025,recent_last_outside,18,12,0.36574074074074076
2025,RECLAIM_RISK_COMPOSITE,18,12,0.42592592592592593
2026,penetration_depth,6,6,0.3333333333333333
2026,outside_close_fraction,6,6,0.2916666666666667
2026,failed_reclaim_count,6,6,0.5694444444444444
2026,wall_cross_count,6,6,0.5555555555555556
2026,low_recency,6,6,0.5277777777777778
2026,detector_range,6,6,0.3888888888888889
2026,weak_final_margin,6,6,0.5833333333333334
2026,weak_recovery_from_low,6,6,0.7222222222222222
2026,short_final_inside_streak,6,6,0.5416666666666666
2026,down_slope_3_preentry,6,6,0.4166666666666667
2026,down_slope_6_preentry,6,6,0.3888888888888889
2026,weak_reclaim_strength,6,6,0.3333333333333333
2026,weak_final_clv,6,6,0.6944444444444444
2026,recent_last_outside,6,6,0.5416666666666666
2026,RECLAIM_RISK_COMPOSITE,6,6,0.4166666666666667
