period,breach_type,n,median_minutes_to_breach,median_prior_close_vs_wall,median_pre_mae,median_pre_mfe,median_below_fraction,median_reclaims,median_failed_reclaims
DEV,FALSE_BREACH_WINNER,5,75.0,-0.04719443849966948,0.199877813153459,0.07775567102079321,0.125,0.0,1.0
DEV,TRUE_FAILURE_LOSER,10,107.5,-0.09948169756879022,0.3347814489339913,0.13378098230919827,0.26666666666666666,1.0,2.0
REF,FALSE_BREACH_WINNER,3,70.0,0.04066631248477912,0.18615712597164524,0.26948464198191,0.0,0.0,0.0
REF,TRUE_FAILURE_LOSER,9,50.0,-0.026271965646883916,0.14661028080669997,0.12013130371114719,0.09375,0.0,1.0
ALL,FALSE_BREACH_WINNER,8,72.5,-0.04135851098831354,0.1930174695625521,0.10709985090251496,0.08630952380952381,0.0,1.0
ALL,TRUE_FAILURE_LOSER,19,80.0,-0.0643406645934251,0.2760166631255408,0.12013130371114719,0.18181818181818182,1.0,2.0
