period,objective,available,median_distance_r,hit_before_invalid,hit_before_invalid_rate,eligible_24h,hit_24h,hit_24h_rate,median_touch_hours
DEV,EXPANSION_HIGH,784,2.6594418960244752,221,0.28188775510204084,784,210,0.26785714285714285,4.333333333333333
DEV,H1_NEAREST,785,0.08928571428570885,605,0.7707006369426752,785,605,0.7707006369426752,0.08333333333333333
DEV,MAJOR_NEAREST,785,0.08928571428570885,605,0.7707006369426752,785,605,0.7707006369426752,0.08333333333333333
REF,EXPANSION_HIGH,463,2.844569288389485,145,0.31317494600431967,463,130,0.28077753779697623,4.833333333333333
REF,H1_NEAREST,462,0.05999999999994543,367,0.7943722943722944,462,367,0.7943722943722944,0.08333333333333333
REF,MAJOR_NEAREST,463,0.05999999999994543,368,0.7948164146868251,463,368,0.7948164146868251,0.08333333333333333
