period,n,upper_mid_med_pct,upper_wall_med_pct,upper_extreme_med_pct,lower_mid_med_abs_pct,lower_wall_med_abs_pct,lower_extreme_med_abs_pct,rv1_med_pct,wall_asymmetry_ratio_median,wall_asymmetry_ratio_q10,wall_asymmetry_ratio_q90
DEV,1096,1.7075108299251518,3.5077616792937194,6.061697213322992,1.6331668626449747,3.303569863531375,6.037643507213519,2.6996601632195527,0.9880774221172262,0.7024154908880147,1.3130617677146537
REF,603,1.3253049218673318,2.6146010722731594,4.783292325200761,1.360071624356074,3.045713810002959,5.345941187923597,2.1565948237898924,0.882604785592651,0.6693402194282311,1.1050097409108302
ALL,1699,1.620751040314783,3.2069710596310586,5.690820098056193,1.546924562622043,3.2312311280522144,5.987171673259151,2.4992804975163985,0.9515777960732222,0.6921992453744258,1.2765985138227338
