candidate_rank,rule,clauses,n_2022,hit_2022,median60_2022,n_2023,hit_2023,median60_2023,n_2024,hit_2024,median60_2024,n_2025,hit_2025,median60_2025,n_2026,hit_2026,median60_2026,n_reference,hit_reference,median_signed_60_reference,aux_ge54_reference,n_pooled,hit_pooled,wilson_pooled,max_five_era_share,reference_gate
1,pre_trend_state==STRONG_DOWN AND pre_vol_state==EXPAND AND low_journey==CLEAN_APPROACH,3,80,0.5875,0.0010858753824007916,78,0.6410256410256411,0.0011340407830433552,105,0.6095238095238096,0.001740729792754525,103,0.6504854368932039,0.0010835410120275668,57,0.45614035087719296,-0.0006715768845433345,160,0.58125,0.0008239266227438868,2,423,0.6004728132387707,0.5530938572177475,0.24822695035460993,False
2,pre_path_state==CONT_DOWN AND reclaim_strength==HIGH AND reclaim_body==LOW,3,97,0.6082474226804123,0.0015861788095086204,82,0.5853658536585366,0.0004298804668619871,114,0.631578947368421,0.0014549016332904285,93,0.5591397849462365,0.0004492256767940628,65,0.5846153846153846,0.00023093164423326762,158,0.569620253164557,0.0003243939813079022,3,451,0.5964523281596452,0.5505431515677489,0.25277161862527714,True
3,low_journey==CLEAN_APPROACH AND reclaim_strength==HIGH AND reclaim_body==LOW,3,214,0.5841121495327103,0.0006590018909687911,203,0.5763546798029556,0.000429959583799544,273,0.6043956043956044,0.0010471407240781883,211,0.5734597156398105,0.00047770438334926446,146,0.4794520547945205,-0.0001350859636894408,357,0.5350140056022409,0.00027301683603830895,1,1047,0.5711556829035339,0.5409713362323,0.2607449856733524,False
