partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_invalidation_close_ts,case_exit_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_break_ts,control_invalidation_close_ts,control_exit_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,case__close_H_R,control__close_H_R,case__drawdown_from_best_R,control__drawdown_from_best_R
reference_validation,60,2025-12-04 15:35:00+00:00,2025-12-04 15:00:00+00:00,,2025-12-04 17:35:00+00:00,2025-12-04 17:40:00+00:00,2025-12-04 15:40:00+00:00,2025-12-04 16:30:00+00:00,-9.746791536593857,2025-12-02 01:05:00+00:00,2025-12-01 15:00:00+00:00,,,,2025-12-02 02:55:00+00:00,2025-12-02 01:10:00+00:00,2025-12-02 02:00:00+00:00,-4.064722895333384,0.6823104693140822,0.46899224806201634,-0.47653429602887665,-0.3837209302325598,0.45848375451262713,0.4651162790697608
reference_validation,60,2025-12-19 15:15:00+00:00,2025-12-19 15:00:00+00:00,,2025-12-19 17:30:00+00:00,2025-12-19 17:35:00+00:00,2025-12-19 15:20:00+00:00,2025-12-19 16:10:00+00:00,-10.600567465321564,2025-12-16 15:55:00+00:00,2025-12-16 15:00:00+00:00,,,,2025-12-17 02:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 16:50:00+00:00,-2.425502425502435,0.8437499999999979,0.5344827586206897,-0.25390624999999645,-0.379310344827584,0.16015624999999853,0.3620689655172409
reference_validation,60,2025-12-28 15:20:00+00:00,2025-12-28 15:00:00+00:00,,2025-12-28 18:15:00+00:00,2025-12-28 18:20:00+00:00,2025-12-28 15:25:00+00:00,2025-12-28 16:15:00+00:00,-5.362144857943174,2025-12-16 15:55:00+00:00,2025-12-16 15:00:00+00:00,,,,2025-12-17 02:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 16:50:00+00:00,-2.425502425502435,0.6407766990291222,0.5344827586206897,-0.3883495145631119,-0.379310344827584,0.2621359223300929,0.3620689655172409
reference_validation,60,2026-01-24 15:15:00+00:00,2026-01-24 15:00:00+00:00,,2026-01-24 16:15:00+00:00,2026-01-24 16:20:00+00:00,2026-01-24 15:20:00+00:00,2026-01-24 16:10:00+00:00,-2.5522223967331947,2026-01-14 15:10:00+00:00,2026-01-14 15:00:00+00:00,,,,2026-01-15 02:55:00+00:00,2026-01-14 15:15:00+00:00,2026-01-14 16:05:00+00:00,-10.50633769402831,1.2542372881356014,0.3286052009456308,-0.9830508474576185,0.02836879432624228,0.8644067796609965,0.02836879432624228
reference_validation,60,2026-03-21 20:30:00+00:00,2026-03-21 15:00:00+00:00,,2026-03-21 23:45:00+00:00,2026-03-21 23:50:00+00:00,2026-03-21 20:35:00+00:00,2026-03-21 21:25:00+00:00,-9.019477644975627,2026-03-17 15:00:00+00:00,2026-03-17 15:00:00+00:00,,,,2026-03-18 02:55:00+00:00,2026-03-17 15:05:00+00:00,2026-03-17 15:55:00+00:00,-0.9468700683850084,0.6282051282051208,0.9538461538461521,-0.4487179487179408,-0.6615384615384565,0.2435897435897403,0.5948717948717922
reference_validation,60,2026-03-28 15:20:00+00:00,2026-03-28 15:00:00+00:00,,2026-03-28 22:10:00+00:00,2026-03-28 22:15:00+00:00,2026-03-28 15:25:00+00:00,2026-03-28 16:15:00+00:00,-10.048757283862509,2026-04-02 16:40:00+00:00,2026-04-02 15:00:00+00:00,,,,2026-04-03 02:55:00+00:00,2026-04-02 16:45:00+00:00,2026-04-02 17:35:00+00:00,-2.1965608133551195,0.32051282051282004,0.26315789473684065,-0.17307692307692937,-0.2006578947368415,0.1666666666666697,0.21052631578947345
reference_validation,60,2026-05-25 15:10:00+00:00,2026-05-25 15:00:00+00:00,,2026-05-25 19:35:00+00:00,2026-05-25 19:40:00+00:00,2026-05-25 15:15:00+00:00,2026-05-25 16:05:00+00:00,-5.2077305867376245,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 15:55:00+00:00,-2.5234741784038173,0.5063291139240449,0.5085470085470069,-0.39240506329114605,-0.4273504273504267,0.2278481012658337,0.5854700854700805
reference_validation,60,2026-05-27 15:30:00+00:00,2026-05-27 15:00:00+00:00,,2026-05-27 21:40:00+00:00,2026-05-27 21:45:00+00:00,2026-05-27 15:35:00+00:00,2026-05-27 16:25:00+00:00,-11.692453053029405,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 15:55:00+00:00,-2.5234741784038173,0.38068181818181807,0.5085470085470069,-0.31818181818181857,-0.4273504273504267,0.369318181818184,0.5854700854700805
reference_validation,60,2026-07-12 19:50:00+00:00,2026-07-12 15:00:00+00:00,,2026-07-13 01:55:00+00:00,2026-07-13 02:00:00+00:00,2026-07-12 19:55:00+00:00,2026-07-12 20:45:00+00:00,-9.13888531342516,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 15:55:00+00:00,-2.5234741784038173,0.20740740740740912,0.5085470085470069,-0.08888888888889263,-0.4273504273504267,0.10370370370370456,0.5854700854700805
reference_validation,60,2026-07-16 15:25:00+00:00,2026-07-16 15:00:00+00:00,,2026-07-16 17:50:00+00:00,2026-07-16 17:55:00+00:00,2026-07-16 15:30:00+00:00,2026-07-16 16:20:00+00:00,-7.557003257328942,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 15:55:00+00:00,-2.5234741784038173,0.5267857142857152,0.5085470085470069,-0.45535714285714557,-0.4273504273504267,0.5267857142857152,0.5854700854700805
reference_validation,120,2025-01-26 18:30:00+00:00,2025-01-26 15:00:00+00:00,,2025-01-26 21:00:00+00:00,2025-01-26 21:05:00+00:00,2025-01-26 18:35:00+00:00,2025-01-26 20:25:00+00:00,-11.302726637147487,2025-01-27 21:20:00+00:00,2025-01-27 15:00:00+00:00,,,,2025-01-28 02:55:00+00:00,2025-01-27 21:25:00+00:00,2025-01-27 23:15:00+00:00,-2.8842105263158224,0.48643006263047767,0.295698924731182,-0.2588726513569842,-0.1983273596176817,0.23382045929017736,0.15471923536439677
reference_validation,120,2025-02-22 16:00:00+00:00,2025-02-22 15:00:00+00:00,,2025-02-23 00:45:00+00:00,2025-02-23 00:50:00+00:00,2025-02-22 16:05:00+00:00,2025-02-22 17:55:00+00:00,-9.509624197983458,2025-02-28 15:30:00+00:00,2025-02-28 15:00:00+00:00,,,,2025-03-01 02:55:00+00:00,2025-02-28 15:35:00+00:00,2025-02-28 17:25:00+00:00,-0.10190217391303769,0.7142857142857143,0.17295414973882714,-0.42857142857142855,-0.07370864770748593,0.2765957446808507,0.03134068485200188
reference_validation,120,2025-03-17 18:45:00+00:00,2025-03-17 15:00:00+00:00,,2025-03-18 01:15:00+00:00,2025-03-18 01:20:00+00:00,2025-03-17 18:50:00+00:00,2025-03-17 20:40:00+00:00,-16.712770862148396,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 02:20:00+00:00,-4.806164601207474,0.23383084577114477,0.36729857819905154,-0.1965174129353223,-0.27251184834123027,0.30099502487562524,0.348341232227488
reference_validation,120,2025-04-01 15:15:00+00:00,2025-04-01 15:00:00+00:00,,2025-04-02 02:05:00+00:00,2025-04-02 02:10:00+00:00,2025-04-01 15:20:00+00:00,2025-04-01 17:10:00+00:00,-21.152808815596835,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 02:20:00+00:00,-4.806164601207474,0.40421455938697476,0.36729857819905154,-0.3314176245210754,-0.27251184834123027,0.36015325670497905,0.348341232227488
reference_validation,120,2025-04-29 16:35:00+00:00,2025-04-29 15:00:00+00:00,,2025-04-29 21:20:00+00:00,2025-04-29 21:25:00+00:00,2025-04-29 16:40:00+00:00,2025-04-29 18:30:00+00:00,-10.410390305951701,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 02:20:00+00:00,-4.806164601207474,0.6884615384615369,0.36729857819905154,0.046153846153848,-0.27251184834123027,0.023076923076924,0.348341232227488
reference_validation,120,2025-05-01 15:00:00+00:00,2025-05-01 15:00:00+00:00,,2025-05-01 19:55:00+00:00,2025-05-01 20:00:00+00:00,2025-05-01 15:05:00+00:00,2025-05-01 16:55:00+00:00,-9.66309741446858,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 02:20:00+00:00,-4.806164601207474,0.5738831615120239,0.36729857819905154,-0.5429553264604763,-0.27251184834123027,0.7903780068728473,0.348341232227488
reference_validation,120,2025-06-03 15:00:00+00:00,2025-06-03 15:00:00+00:00,,2025-06-03 20:15:00+00:00,2025-06-03 20:20:00+00:00,2025-06-03 15:05:00+00:00,2025-06-03 16:55:00+00:00,-14.550912878323718,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 16:55:00+00:00,-2.8280542986425794,0.5838779956427026,0.15201465201465408,-0.5795206971677548,-0.05494505494505695,0.4989106753812615,0.33150183150183143
reference_validation,120,2025-06-04 15:40:00+00:00,2025-06-04 15:00:00+00:00,,2025-06-04 20:15:00+00:00,2025-06-04 20:20:00+00:00,2025-06-04 15:45:00+00:00,2025-06-04 17:35:00+00:00,-10.803446964896713,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 16:55:00+00:00,-2.8280542986425794,0.7009063444108736,0.15201465201465408,-0.6858006042296013,-0.05494505494505695,0.6495468277945546,0.33150183150183143
reference_validation,120,2025-07-20 16:40:00+00:00,2025-07-20 15:00:00+00:00,,2025-07-20 22:10:00+00:00,2025-07-20 22:15:00+00:00,2025-07-20 16:45:00+00:00,2025-07-20 18:35:00+00:00,-10.809630397990876,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 16:55:00+00:00,-2.8280542986425794,0.7875647668393791,0.15201465201465408,-0.6476683937823859,-0.05494505494505695,0.6606217616580365,0.33150183150183143
reference_validation,120,2025-11-27 18:45:00+00:00,2025-11-27 15:00:00+00:00,,2025-11-27 22:50:00+00:00,2025-11-27 22:55:00+00:00,2025-11-27 18:50:00+00:00,2025-11-27 20:40:00+00:00,-8.636967620113289,2025-11-14 15:45:00+00:00,2025-11-14 15:00:00+00:00,,,,2025-11-15 02:55:00+00:00,2025-11-14 15:50:00+00:00,2025-11-14 17:40:00+00:00,-0.4541326067211693,0.35864978902954475,0.21849865951742542,-0.18565400843881724,-0.17694369973190238,0.18565400843881724,0.32037533512064126
reference_validation,120,2025-12-04 15:35:00+00:00,2025-12-04 15:00:00+00:00,,2025-12-04 17:35:00+00:00,2025-12-04 17:40:00+00:00,2025-12-04 15:40:00+00:00,2025-12-04 17:30:00+00:00,-9.746791536593857,2025-12-16 15:55:00+00:00,2025-12-16 15:00:00+00:00,,,,2025-12-17 02:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 17:50:00+00:00,-2.425502425502435,0.9819494584837505,0.6896551724137955,-0.8411552346570411,-0.6083743842364526,0.8231046931407916,0.5911330049261094
reference_validation,120,2025-12-19 15:15:00+00:00,2025-12-19 15:00:00+00:00,,2025-12-19 17:30:00+00:00,2025-12-19 17:35:00+00:00,2025-12-19 15:20:00+00:00,2025-12-19 17:10:00+00:00,-10.600567465321564,2025-12-16 15:55:00+00:00,2025-12-16 15:00:00+00:00,,,,2025-12-17 02:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 17:50:00+00:00,-2.425502425502435,0.8437499999999979,0.6896551724137955,-0.41796874999999695,-0.6083743842364526,0.44531249999999983,0.5911330049261094
reference_validation,120,2025-12-28 15:20:00+00:00,2025-12-28 15:00:00+00:00,,2025-12-28 18:15:00+00:00,2025-12-28 18:20:00+00:00,2025-12-28 15:25:00+00:00,2025-12-28 17:15:00+00:00,-5.362144857943174,2025-12-16 15:55:00+00:00,2025-12-16 15:00:00+00:00,,,,2025-12-17 02:55:00+00:00,2025-12-16 16:00:00+00:00,2025-12-16 17:50:00+00:00,-2.425502425502435,0.805825242718444,0.6896551724137955,-0.36893203883496045,-0.6083743842364526,0.24271844660194147,0.5911330049261094
reference_validation,120,2026-03-21 20:30:00+00:00,2026-03-21 15:00:00+00:00,,2026-03-21 23:45:00+00:00,2026-03-21 23:50:00+00:00,2026-03-21 20:35:00+00:00,2026-03-21 22:25:00+00:00,-9.019477644975627,2026-03-17 15:00:00+00:00,2026-03-17 15:00:00+00:00,,,,2026-03-18 02:55:00+00:00,2026-03-17 15:05:00+00:00,2026-03-17 16:55:00+00:00,-0.9468700683850084,0.7948717948717996,0.9538461538461521,-0.67948717948718,-0.36410256410256037,0.4743589743589795,0.2974358974358961
reference_validation,120,2026-03-28 15:20:00+00:00,2026-03-28 15:00:00+00:00,,2026-03-28 22:10:00+00:00,2026-03-28 22:15:00+00:00,2026-03-28 15:25:00+00:00,2026-03-28 17:15:00+00:00,-10.048757283862509,2026-04-02 16:40:00+00:00,2026-04-02 15:00:00+00:00,,,,2026-04-03 02:55:00+00:00,2026-04-02 16:45:00+00:00,2026-04-02 18:35:00+00:00,-2.1965608133551195,0.5192307692307699,0.4243421052631591,-0.46794871794871984,-0.3684210526315797,0.4615384615384601,0.3782894736842116
reference_validation,120,2026-05-25 15:10:00+00:00,2026-05-25 15:00:00+00:00,,2026-05-25 19:35:00+00:00,2026-05-25 19:40:00+00:00,2026-05-25 15:15:00+00:00,2026-05-25 17:05:00+00:00,-5.2077305867376245,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 16:55:00+00:00,-2.5234741784038173,0.6202531645569618,0.5085470085470069,-0.1392405063291146,-0.16666666666666666,0.1392405063291146,0.3247863247863204
reference_validation,120,2026-05-27 15:30:00+00:00,2026-05-27 15:00:00+00:00,,2026-05-27 21:40:00+00:00,2026-05-27 21:45:00+00:00,2026-05-27 15:35:00+00:00,2026-05-27 17:25:00+00:00,-11.692453053029405,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 16:55:00+00:00,-2.5234741784038173,0.8863636363636351,0.5085470085470069,-0.5568181818181824,-0.16666666666666666,0.6079545454545479,0.3247863247863204
reference_validation,120,2026-07-12 19:50:00+00:00,2026-07-12 15:00:00+00:00,,2026-07-13 01:55:00+00:00,2026-07-13 02:00:00+00:00,2026-07-12 19:55:00+00:00,2026-07-12 21:45:00+00:00,-9.13888531342516,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 16:55:00+00:00,-2.5234741784038173,0.5037037037037003,0.5085470085470069,-0.407407407407407,-0.16666666666666666,0.42222222222221895,0.3247863247863204
reference_validation,120,2026-07-16 15:25:00+00:00,2026-07-16 15:00:00+00:00,,2026-07-16 17:50:00+00:00,2026-07-16 17:55:00+00:00,2026-07-16 15:30:00+00:00,2026-07-16 17:20:00+00:00,-7.557003257328942,2026-04-10 15:00:00+00:00,2026-04-10 15:00:00+00:00,,,,2026-04-11 02:55:00+00:00,2026-04-10 15:05:00+00:00,2026-04-10 16:55:00+00:00,-2.5234741784038173,0.9732142857142848,0.5085470085470069,-0.7946428571428544,-0.16666666666666666,0.866071428571424,0.3247863247863204
