structure_id,structure,direction,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
S01,SWEEP_LOW_RECLAIM,LONG,E0,STRUCTURE_CLOSE,5245,5245,1.0,0.5466158245948523,0.5331140513087503,0.0004391164976069728,0.5397521448999046,0.5380362249761678,1777,0.5368598761958356,1671,0.5374027528426092,1797,0.5648302726766834,0.5368598761958356,2,False
S01,SWEEP_LOW_RECLAIM,LONG,E1,SWEEP_LEVEL_RETEST_HOLD,3808,5245,0.7260247855100095,0.5291491596638656,0.5132740576179191,0.00028728889539508806,0.5278361344537815,0.5223214285714286,1302,0.511520737327189,1214,0.5238879736408567,1292,0.5518575851393189,0.511520737327189,0,False
S01,SWEEP_LOW_RECLAIM,LONG,E2,RECLAIM_CANDLE_HIGH_BREAK,2368,5245,0.45147759771210677,0.5050675675675675,0.48493820090696504,4.593516182560542e-05,0.5109797297297297,0.4826858108108108,786,0.5050890585241731,757,0.4702774108322325,825,0.536969696969697,0.4702774108322325,0,False
S01,SWEEP_LOW_RECLAIM,LONG,E3,MICRO_BOS_3BAR,4201,5245,0.8009532888465205,0.5253511068793144,0.5102346241236008,0.00022338049143710847,0.5120209473934777,0.5034515591525828,1404,0.49928774928774927,1347,0.5248700816629547,1450,0.5510344827586207,0.49928774928774927,0,False
S01,SWEEP_LOW_RECLAIM,LONG,E4,PULLBACK_RECLAIM,4635,5245,0.8836987607244995,0.5223300970873787,0.507937522313951,0.00021719814394316472,0.5154261057173678,0.5173678532901834,1584,0.4911616161616162,1461,0.5277207392197125,1590,0.5484276729559748,0.4911616161616162,0,False
S02,HL_CONTINUATION,LONG,E0,STRUCTURE_CLOSE,499,499,1.0,0.43887775551102204,0.39596782573540407,-0.00032738582419389317,0.4248496993987976,0.4589178356713427,154,0.37012987012987014,164,0.4451219512195122,181,0.49171270718232046,0.37012987012987014,0,False
S02,HL_CONTINUATION,LONG,E1,HL_MID_RETEST_HOLD,323,499,0.6472945891783567,0.48606811145510836,0.4320463859458439,-0.00014403687343966798,0.4582043343653251,0.46439628482972134,113,0.48672566371681414,95,0.42105263157894735,115,0.5391304347826087,0.42105263157894735,0,False
S02,HL_CONTINUATION,LONG,E2,CONTINUATION_HIGH_BREAK,317,499,0.6352705410821643,0.4416403785488959,0.3879978075521435,-0.000720223886739535,0.4416403785488959,0.4637223974763407,86,0.46511627906976744,108,0.4444444444444444,123,0.42276422764227645,0.42276422764227645,0,False
S02,HL_CONTINUATION,LONG,E3,MICRO_BOS_3BAR,391,499,0.7835671342685371,0.43478260869565216,0.38651618626540357,-0.0006652354026185359,0.49104859335038364,0.4629156010230179,115,0.4434782608695652,128,0.4375,148,0.42567567567567566,0.42567567567567566,0,False
S02,HL_CONTINUATION,LONG,E4,PULLBACK_RECLAIM,419,499,0.8396793587174348,0.43914081145584727,0.3923875385084747,-0.0005233410090014212,0.48448687350835323,0.44630071599045346,127,0.4330708661417323,133,0.39849624060150374,159,0.4779874213836478,0.39849624060150374,0,False
S03,BREAK_HIGH_HOLD,LONG,E0,STRUCTURE_CLOSE,1051,1051,1.0,0.47288296860133205,0.44285255031101284,-0.00019849803156124501,0.4548049476688868,0.5090390104662227,261,0.4674329501915709,362,0.45027624309392267,428,0.4953271028037383,0.45027624309392267,0,False
S03,BREAK_HIGH_HOLD,LONG,E1,BREAKOUT_LEVEL_RETEST_HOLD,468,1051,0.445290199809705,0.49572649572649574,0.450648017664155,-7.60010479070039e-05,0.5042735042735043,0.47863247863247865,114,0.4649122807017544,162,0.5185185185185185,192,0.4947916666666667,0.4649122807017544,0,False
S03,BREAK_HIGH_HOLD,LONG,E2,SECOND_EXPANSION_HIGH_BREAK,760,1051,0.7231208372978116,0.48947368421052634,0.4540762581466077,-0.00013536715151890588,0.4763157894736842,0.4881578947368421,172,0.5232558139534884,265,0.4679245283018868,323,0.4891640866873065,0.4679245283018868,0,False
S03,BREAK_HIGH_HOLD,LONG,E3,MICRO_BOS_3BAR,888,1051,0.8449096098953378,0.4864864864864865,0.4537414889298483,-0.00014298214595348524,0.4583333333333333,0.49436936936936937,208,0.5048076923076923,310,0.47419354838709676,370,0.4864864864864865,0.47419354838709676,0,False
S03,BREAK_HIGH_HOLD,LONG,E4,PULLBACK_RECLAIM,934,1051,0.8886774500475737,0.48822269807280516,0.45627952993363197,-7.345555867077636e-05,0.48822269807280516,0.4817987152034261,229,0.4672489082969432,324,0.49691358024691357,381,0.49343832020997375,0.4672489082969432,0,False
S04,FAILED_BREAKDOWN_RECLAIM,LONG,E0,STRUCTURE_CLOSE,3314,3314,1.0,0.5226312613156306,0.5056091073665635,0.00020778900308227044,0.5168980084490042,0.5268557634278818,1036,0.5260617760617761,1142,0.5166374781085814,1136,0.5255281690140845,0.5166374781085814,0,False
S04,FAILED_BREAKDOWN_RECLAIM,LONG,E1,BROKEN_LOW_RETEST_HOLD,1901,3314,0.5736270368135185,0.5149921094160967,0.4925182111631447,0.00015598190609900087,0.4950026301946344,0.507101525512888,611,0.4959083469721768,652,0.504601226993865,638,0.5438871473354232,0.4959083469721768,0,False
S04,FAILED_BREAKDOWN_RECLAIM,LONG,E2,RECLAIM_CANDLE_HIGH_BREAK,2257,3314,0.6810500905250453,0.5099689853788214,0.4893458971398,9.383944071705841e-05,0.4918032786885246,0.5002215330084182,694,0.5,781,0.4852752880921895,782,0.5434782608695652,0.4852752880921895,0,False
S04,FAILED_BREAKDOWN_RECLAIM,LONG,E3,MICRO_BOS_3BAR,2811,3314,0.848219674109837,0.5151191746709356,0.496635945741429,0.0001661350345560919,0.5016008537886874,0.5101387406616862,859,0.5122235157159488,979,0.491317671092952,973,0.5416238437821171,0.491317671092952,0,False
S04,FAILED_BREAKDOWN_RECLAIM,LONG,E4,PULLBACK_RECLAIM,2941,3314,0.8874471937235968,0.5198911934716083,0.5018207960765091,0.0002256608639588098,0.5300918055083305,0.5192111526691602,930,0.5118279569892473,1028,0.504863813229572,983,0.54323499491353,0.504863813229572,1,False
S05,SWEEP_HIGH_REJECT,SHORT,E0,STRUCTURE_CLOSE,5542,5542,1.0,0.5227354745579214,0.50957398013078,0.0002001433238627559,0.5102850956333453,0.5063154095994226,1883,0.5432819968135953,1784,0.5207399103139013,1875,0.504,0.504,0,False
