structure_id,structure,direction,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
S05,SWEEP_HIGH_REJECT,SHORT,E1,SWEEP_LEVEL_RETEST_REJECT,4086,5542,0.7372789606640202,0.5112579539892316,0.49592751793087,0.00012416557634509218,0.5115026921194322,0.5014684287812041,1387,0.5291997116077866,1319,0.5079605761940864,1380,0.4963768115942029,0.4963768115942029,0,False
S05,SWEEP_HIGH_REJECT,SHORT,E2,REJECT_CANDLE_LOW_BREAK,2625,5542,0.4736557199566943,0.46704761904761904,0.44802395490122116,-0.00024298805887257302,0.4681904761904762,0.4716190476190476,882,0.48299319727891155,860,0.44534883720930235,883,0.4722536806342016,0.44534883720930235,0,False
S05,SWEEP_HIGH_REJECT,SHORT,E3,MICRO_BOS_3BAR,4408,5542,0.795380728978708,0.47890199637023595,0.4641795513163966,-0.00012426999123105187,0.4745916515426497,0.47958257713248637,1477,0.4888287068381855,1438,0.4721835883171071,1493,0.4755525787006028,0.4721835883171071,0,False
S05,SWEEP_HIGH_REJECT,SHORT,E4,PULLBACK_RECLAIM,4852,5542,0.8754962107542403,0.482275350370981,0.4682349496311209,-0.00010489228109444859,0.482275350370981,0.47959604286892005,1650,0.49757575757575756,1564,0.4840153452685422,1638,0.4652014652014652,0.4652014652014652,0,False
S06,LH_CONTINUATION,SHORT,E0,STRUCTURE_CLOSE,428,428,1.0,0.4672897196261682,0.4205227584924451,-0.00033540419595146087,0.49065420560747663,0.4532710280373832,140,0.4714285714285714,140,0.45,148,0.4797297297297297,0.45,0,False
S06,LH_CONTINUATION,SHORT,E1,LH_MID_RETEST_REJECT,262,428,0.6121495327102804,0.4580152671755725,0.3987266854569516,-0.00048623502582767486,0.4770992366412214,0.4732824427480916,90,0.36666666666666664,80,0.5125,92,0.5,0.36666666666666664,0,False
S06,LH_CONTINUATION,SHORT,E2,CONTINUATION_LOW_BREAK,281,428,0.6565420560747663,0.398576512455516,0.3430697650885639,-0.0011802842656472023,0.4234875444839858,0.4234875444839858,89,0.3707865168539326,92,0.34782608695652173,100,0.47,0.34782608695652173,0,False
S06,LH_CONTINUATION,SHORT,E3,MICRO_BOS_3BAR,335,428,0.7827102803738317,0.42686567164179107,0.3750230833325592,-0.0010277069801858385,0.43283582089552236,0.4208955223880597,106,0.37735849056603776,110,0.42727272727272725,119,0.47058823529411764,0.37735849056603776,0,False
S06,LH_CONTINUATION,SHORT,E4,PULLBACK_RECLAIM,355,428,0.8294392523364486,0.4563380281690141,0.40526804299853536,-0.0005690170230925329,0.4563380281690141,0.4535211267605634,113,0.39823008849557523,113,0.45132743362831856,129,0.5116279069767442,0.39823008849557523,0,False
S07,BREAK_LOW_HOLD,SHORT,E0,STRUCTURE_CLOSE,745,745,1.0,0.436241610738255,0.401047974788257,-0.0006969498196129909,0.42013422818791946,0.45234899328859063,228,0.42543859649122806,244,0.430327868852459,273,0.45054945054945056,0.42543859649122806,0,False
S07,BREAK_LOW_HOLD,SHORT,E1,BREAKDOWN_LEVEL_RETEST_REJECT,291,745,0.3906040268456376,0.4948453608247423,0.4378434178661038,-0.00012296593843497128,0.46735395189003437,0.47079037800687284,99,0.5050505050505051,93,0.45161290322580644,99,0.5252525252525253,0.45161290322580644,0,False
S07,BREAK_LOW_HOLD,SHORT,E2,SECOND_EXPANSION_LOW_BREAK,515,745,0.6912751677852349,0.429126213592233,0.38705912807389603,-0.000847307336105052,0.44854368932038835,0.4388349514563107,151,0.41721854304635764,162,0.4506172839506173,202,0.4207920792079208,0.41721854304635764,0,False
S07,BREAK_LOW_HOLD,SHORT,E3,MICRO_BOS_3BAR,608,745,0.8161073825503355,0.42105263157894735,0.3824235852270355,-0.0008410610874775015,0.4555921052631579,0.43914473684210525,180,0.4222222222222222,198,0.4292929292929293,230,0.41304347826086957,0.41304347826086957,0,False
S07,BREAK_LOW_HOLD,SHORT,E4,PULLBACK_RECLAIM,642,745,0.8617449664429531,0.45794392523364486,0.41976830315227154,-0.0005583431921163395,0.4688473520249221,0.46417445482866043,195,0.4205128205128205,221,0.45701357466063347,226,0.4911504424778761,0.4205128205128205,0,False
S08,FAILED_BREAKOUT_REJECT,SHORT,E0,STRUCTURE_CLOSE,3616,3616,1.0,0.497787610619469,0.48150190922118374,-7.577594568375368e-06,0.48478982300884954,0.4872787610619469,1090,0.4889908256880734,1232,0.5097402597402597,1294,0.4938176197836167,0.4889908256880734,0,False
S08,FAILED_BREAKOUT_REJECT,SHORT,E1,BROKEN_HIGH_RETEST_REJECT,2125,3616,0.5876659292035398,0.47811764705882354,0.4569378420479804,-0.00016858289220822442,0.4823529411764706,0.47623529411764703,634,0.4747634069400631,734,0.4822888283378747,757,0.47688243064729197,0.4747634069400631,0,False
S08,FAILED_BREAKOUT_REJECT,SHORT,E2,REJECT_CANDLE_LOW_BREAK,2434,3616,0.6731194690265486,0.47165160230073955,0.4518802121329351,-0.00018497522465787952,0.4798685291700904,0.47082990961380444,718,0.4777158774373259,849,0.4840989399293286,867,0.4544405997693195,0.4544405997693195,0,False
S08,FAILED_BREAKOUT_REJECT,SHORT,E3,MICRO_BOS_3BAR,3026,3616,0.8368362831858407,0.48314606741573035,0.4653739276256185,-9.069922165849675e-05,0.47918043621943157,0.47290152015862524,909,0.48514851485148514,1032,0.49612403100775193,1085,0.46912442396313364,0.46912442396313364,0,False
S08,FAILED_BREAKOUT_REJECT,SHORT,E4,PULLBACK_RECLAIM,3145,3616,0.869745575221239,0.4893481717011129,0.4719011662942763,-6.59217508818255e-05,0.48521462639109697,0.48171701112877585,958,0.49164926931106473,1072,0.49533582089552236,1115,0.48161434977578477,0.48161434977578477,0,False
