period,config,trades,positive,negative,zero,positive_rate,median_positive_r,expectancy_r,total_r,profit_factor,max_drawdown_r,max_loss_streak,promoted,promoted_share,promoted_tp1_reached,runner_major_hit,runner_be,runner_ambiguous,runner_partial_open,runner_same_tp1_bar_major,s20_positive,s20_positive_retained,s20_positive_to_negative,s20_negative_to_positive,incremental_r_vs_s20
DEV,BASELINE_TP1,440,325,115,0,0.7386363636363636,0.22391857506361168,0.0347999323641206,15.311970240213064,1.1331475673062004,15.587691457252985,5,117,0.26590909090909093,95,0,0,0,0,0,,,,,
DEV,S20_IMMEDIATE,440,315,125,0,0.7159090909090909,0.2285115303983304,0.04654015607037801,20.477668670966324,1.1903341486507206,12.520414154007767,5,117,0.26590909090909093,95,0,0,0,0,0,,,,,
DEV,S23_ADAPTIVE_MAJOR_50_50_BE,440,315,125,0,0.7159090909090909,0.23076923076922629,0.052823835598084866,23.24248766315734,1.2160323605667156,12.043841721231624,5,117,0.26590909090909093,95,25,43,3,0,19,315.0,315.0,0.0,0.0,2.7648189921910173
REF,BASELINE_TP1,272,201,71,0,0.7389705882352942,0.1827079934747154,-0.0019093964179548303,-0.5193558256837139,0.9926851292157223,10.562542390565484,4,71,0.2610294117647059,57,0,0,0,0,0,,,,,
REF,S20_IMMEDIATE,272,199,73,0,0.7316176470588235,0.18098159509203482,0.005164797599194974,1.4048249469810328,1.0205293102699473,10.772852183140003,4,71,0.2610294117647059,57,0,0,0,0,0,,,,,
REF,S23_ADAPTIVE_MAJOR_50_50_BE,272,199,73,0,0.7316176470588235,0.18226600985220232,0.006881605075256635,1.8717965804698047,1.0273533672969501,10.673527766495807,4,71,0.2610294117647059,57,12,34,1,0,9,199.0,199.0,0.0,0.0,0.4669716334887719
