label,feature,feature_type,dev_iqr,dev_pos,dev_neg,dev_effect,dev_n,ref_pos,ref_neg,ref_effect,ref_n,direction_consistent,robust_score
CLEAN1R,h1_hl,BINARY,,0.540084388185654,0.6313868613138686,-0.0913024731282146,785,0.5117647058823529,0.5938566552901023,-0.08209194940774944,463,True,0.08209194940774944
CLEAN1R,zone_age_hours,NUMERIC,31.5,11.75,8.25,0.1111111111111111,785,13.0,11.0,0.06349206349206349,463,True,0.06349206349206349
CLEAN1R,pullback_close_slope_zw_per_bar,NUMERIC,0.42507877018826423,-0.1750599520383529,-0.23357593823182016,0.1376591594248543,785,-0.20809423769507332,-0.2330827067668909,0.05878550241582374,463,True,0.05878550241582374
CLEAN1R,h1_bearish_ll_lh,BINARY,,0.24050632911392406,0.177007299270073,0.06349902984385106,785,0.3058823529411765,0.2525597269624573,0.053322625978719174,463,True,0.053322625978719174
CLEAN1R,bos_body_zw,NUMERIC,1.6533179349523075,1.428442844284427,1.651893408134654,-0.1351528094665426,785,1.2776566889470091,1.3457446808510525,-0.04118263672377537,463,True,0.04118263672377537
CLEAN1R,last_bar_body_zw,NUMERIC,0.8761904761904886,-0.3826247689463925,-0.43538899430740147,0.06022003981419413,785,-0.40349977200183484,-0.43085106382981975,0.03121614828193885,463,True,0.03121614828193885
CLEAN1R,h1_hh_hl,BINARY,,0.3628691983122363,0.4233576642335766,-0.06048846592134033,785,0.3411764705882353,0.3720136518771331,-0.030837181288897786,463,True,0.030837181288897786
CLEAN1R,last1_progress_zw,NUMERIC,0.8679260133805786,-0.3826247689463925,-0.4371592539454741,0.06283310346543174,785,-0.4053026800437769,-0.43085106382981975,0.029436130951452526,463,True,0.029436130951452526
CLEAN1R,bos_close_location,NUMERIC,0.20161585057658604,0.8430769230769215,0.8489776091783745,-0.029266975213397516,785,0.8343415126572504,0.8502415458937416,-0.07886301196567545,463,True,0.029266975213397516
CLEAN1R,last_bar_close_location,NUMERIC,0.3211954979665063,0.2325581395348745,0.2232703051138879,0.02891645268936839,785,0.26858248134843554,0.20502092050208728,0.19789057209318775,463,True,0.02891645268936839
CLEAN1R,expansion_room_zw,NUMERIC,2.936178663081889,2.0857142857142024,2.3239268680444574,-0.08113013874987461,785,2.324464244118327,2.3996062992125897,-0.025591785690381487,463,True,0.025591785690381487
CLEAN1R,retracement_expansion_to_preclose_zw,NUMERIC,2.936178663081889,2.0857142857142024,2.3239268680444574,-0.08113013874987461,785,2.324464244118327,2.3996062992125897,-0.025591785690381487,463,True,0.025591785690381487
CLEAN1R,h1_close_to_demand_low_zw,NUMERIC,2.2199186991870277,2.1450381679389294,2.4620920371883326,-0.14282228865656824,785,2.3125508130081167,2.3410138248848558,-0.012821646075220095,463,True,0.012821646075220095
CLEAN1R,h1_close_to_demand_high_zw,NUMERIC,2.2199186991870277,1.1450381679389292,1.462092037188333,-0.14282228865656854,785,1.3125508130081167,1.3410138248848555,-0.012821646075219996,463,True,0.012821646075219996
CLEAN1R,has_lower_high,BINARY,,0.9915611814345991,0.9872262773722628,0.004334904062336387,785,1.0,0.9897610921501706,0.010238907849829393,463,True,0.004334904062336387
CLEAN1R,h1_hh,BINARY,,0.5822784810126582,0.6131386861313869,-0.030860205118728667,785,0.5235294117647059,0.5255972696245734,-0.002067857859867517,463,True,0.002067857859867517
CLEAN1R,bos_range_zw,NUMERIC,2.1679799874925543,2.1019417475728055,2.5146994816602604,-0.19038816615869358,785,2.018075447746806,2.0202020202020017,-0.0009809004084282704,463,True,0.0009809004084282704
CLEAN1R,demand_width_pct,NUMERIC,0.004818775445708611,0.004888560126073334,0.0042918715779488555,0.12382576338058318,785,0.0036301033883498215,0.003905684941414646,-0.057189125363840146,463,False,0.0
CLEAN1R,bos_break_pct,NUMERIC,0.00485413458209882,0.0028496273564226466,0.002860705980539062,-0.0022823067488222347,785,0.002215870451228159,0.002211483331968071,0.0009037901990330171,463,False,0.0
CLEAN1R,origin_to_activation_hours,NUMERIC,1.0,2.0,2.0,0.0,785,2.0,2.0,0.0,463,False,0.0
CLEAN1R,broken_swing_to_activation_hours,NUMERIC,3.0,5.0,5.0,0.0,785,5.0,5.0,0.0,463,False,0.0
CLEAN1R,pullback_bars,NUMERIC,6.0,6.0,6.0,0.0,785,6.0,6.0,0.0,463,False,0.0
CLEAN1R,pullback_duration_hours,NUMERIC,1.5,1.5,1.5,0.0,785,1.5,1.5,0.0,463,False,0.0
CLEAN1R,pullback_total_range_zw,NUMERIC,2.947417840375417,2.0105820105819405,2.4131091852565083,-0.13656943008233177,785,2.46806199873335,2.3261977573904242,0.0481317034183576,463,False,0.0
