label,feature,q25,q50,q75,dev_n
GE1R,demand_width_pct,0.002684622832497074,0.004522780179581023,0.007503398278205685,785
GE1R,bos_break_pct,0.0012162586315128778,0.002858457090287832,0.006070393213611698,785
GE1R,bos_body_zw,0.9611398963730631,1.5860655737704834,2.6144578313253706,785
GE1R,bos_range_zw,1.5230769230769008,2.422727272727278,3.691056910569455,785
GE1R,bos_close_location,0.7344110854503507,0.8469387755102034,0.9360269360269368,785
GE1R,zone_age_hours,3.5,9.25,35.0,785
GE1R,origin_to_activation_hours,2.0,2.0,3.0,785
GE1R,broken_swing_to_activation_hours,4.0,5.0,7.0,785
GE1R,expansion_room_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
GE1R,pullback_bars,4.0,6.0,10.0,785
GE1R,pullback_duration_hours,1.0,1.5,2.5,785
GE1R,retracement_expansion_to_preclose_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
GE1R,pullback_total_range_zw,1.3859154929577466,2.315068493150714,4.333333333333163,785
GE1R,lower_high_count,2.0,4.0,6.0,785
GE1R,lower_high_rate,0.6136363636363636,0.75,1.0,785
GE1R,lower_low_count,2.0,3.0,6.0,785
GE1R,lower_low_rate,0.5454545454545454,0.7083333333333334,1.0,785
GE1R,pullback_close_slope_zw_per_bar,-0.5006144393241436,-0.2112211221122269,-0.07553566913587938,785
GE1R,pullback_path_efficiency,-1.0,-0.6544502617801157,-0.3320574162679473,785
GE1R,pullback_overlap_rate,1.0,1.0,1.0,785
GE1R,compression_last3_vs_earlier,0.8480915323327891,1.1104300176465154,1.4959964412811395,416
GE1R,last1_progress_zw,-0.99173553719009,-0.4206349206349246,-0.12380952380951143,785
GE1R,last3_progress_zw,-1.692676767676664,-0.7413793103447743,-0.2628267306514178,607
GE1R,last3_green_rate,0.0,0.3333333333333333,0.3333333333333333,695
GE1R,last3_range_vs_pullback_median,0.9508128857443989,1.0,1.2117539487602031,695
GE1R,preclose_to_demand_high_zw,0.4509202453987826,0.883870967741932,1.8578680203045554,785
GE1R,preclose_to_demand_low_zw,1.4509202453987826,1.8838709677419319,2.8578680203045557,785
GE1R,last_bar_close_location,0.09633027522937167,0.22471910112358617,0.41752577319587797,785
GE1R,last_bar_body_zw,-1.0,-0.4186046511627871,-0.12380952380951143,785
GE1R,last_bar_range_zw,0.5662650602409391,0.9629629629629957,1.7474747474747712,785
GE1R,h1_nearest_high_room_zw,0.035087719298263986,0.10666666666664544,0.2592592592592378,785
GE1R,h1_nearest_low_distance_zw,0.034965034965042746,0.10670731707317856,0.26515151515152235,785
GE1R,h1_close_to_demand_high_zw,0.7134146341463224,1.3829787234042406,2.93333333333335,785
GE1R,h1_close_to_demand_low_zw,1.7134146341463223,2.3829787234042406,3.93333333333335,785
GE1_5R,demand_width_pct,0.002684622832497074,0.004522780179581023,0.007503398278205685,785
GE1_5R,bos_break_pct,0.0012162586315128778,0.002858457090287832,0.006070393213611698,785
GE1_5R,bos_body_zw,0.9611398963730631,1.5860655737704834,2.6144578313253706,785
GE1_5R,bos_range_zw,1.5230769230769008,2.422727272727278,3.691056910569455,785
GE1_5R,bos_close_location,0.7344110854503507,0.8469387755102034,0.9360269360269368,785
GE1_5R,zone_age_hours,3.5,9.25,35.0,785
GE1_5R,origin_to_activation_hours,2.0,2.0,3.0,785
GE1_5R,broken_swing_to_activation_hours,4.0,5.0,7.0,785
GE1_5R,expansion_room_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
GE1_5R,pullback_bars,4.0,6.0,10.0,785
GE1_5R,pullback_duration_hours,1.0,1.5,2.5,785
GE1_5R,retracement_expansion_to_preclose_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
GE1_5R,pullback_total_range_zw,1.3859154929577466,2.315068493150714,4.333333333333163,785
GE1_5R,lower_high_count,2.0,4.0,6.0,785
GE1_5R,lower_high_rate,0.6136363636363636,0.75,1.0,785
GE1_5R,lower_low_count,2.0,3.0,6.0,785
GE1_5R,lower_low_rate,0.5454545454545454,0.7083333333333334,1.0,785
GE1_5R,pullback_close_slope_zw_per_bar,-0.5006144393241436,-0.2112211221122269,-0.07553566913587938,785
GE1_5R,pullback_path_efficiency,-1.0,-0.6544502617801157,-0.3320574162679473,785
GE1_5R,pullback_overlap_rate,1.0,1.0,1.0,785
GE1_5R,compression_last3_vs_earlier,0.8480915323327891,1.1104300176465154,1.4959964412811395,416
GE1_5R,last1_progress_zw,-0.99173553719009,-0.4206349206349246,-0.12380952380951143,785
GE1_5R,last3_progress_zw,-1.692676767676664,-0.7413793103447743,-0.2628267306514178,607
GE1_5R,last3_green_rate,0.0,0.3333333333333333,0.3333333333333333,695
GE1_5R,last3_range_vs_pullback_median,0.9508128857443989,1.0,1.2117539487602031,695
GE1_5R,preclose_to_demand_high_zw,0.4509202453987826,0.883870967741932,1.8578680203045554,785
GE1_5R,preclose_to_demand_low_zw,1.4509202453987826,1.8838709677419319,2.8578680203045557,785
GE1_5R,last_bar_close_location,0.09633027522937167,0.22471910112358617,0.41752577319587797,785
GE1_5R,last_bar_body_zw,-1.0,-0.4186046511627871,-0.12380952380951143,785
GE1_5R,last_bar_range_zw,0.5662650602409391,0.9629629629629957,1.7474747474747712,785
GE1_5R,h1_nearest_high_room_zw,0.035087719298263986,0.10666666666664544,0.2592592592592378,785
GE1_5R,h1_nearest_low_distance_zw,0.034965034965042746,0.10670731707317856,0.26515151515152235,785
GE1_5R,h1_close_to_demand_high_zw,0.7134146341463224,1.3829787234042406,2.93333333333335,785
GE1_5R,h1_close_to_demand_low_zw,1.7134146341463223,2.3829787234042406,3.93333333333335,785
CLEAN1R,demand_width_pct,0.002684622832497074,0.004522780179581023,0.007503398278205685,785
CLEAN1R,bos_break_pct,0.0012162586315128778,0.002858457090287832,0.006070393213611698,785
CLEAN1R,bos_body_zw,0.9611398963730631,1.5860655737704834,2.6144578313253706,785
CLEAN1R,bos_range_zw,1.5230769230769008,2.422727272727278,3.691056910569455,785
CLEAN1R,bos_close_location,0.7344110854503507,0.8469387755102034,0.9360269360269368,785
CLEAN1R,zone_age_hours,3.5,9.25,35.0,785
CLEAN1R,origin_to_activation_hours,2.0,2.0,3.0,785
CLEAN1R,broken_swing_to_activation_hours,4.0,5.0,7.0,785
CLEAN1R,expansion_room_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
CLEAN1R,pullback_bars,4.0,6.0,10.0,785
CLEAN1R,pullback_duration_hours,1.0,1.5,2.5,785
CLEAN1R,retracement_expansion_to_preclose_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
CLEAN1R,pullback_total_range_zw,1.3859154929577466,2.315068493150714,4.333333333333163,785
CLEAN1R,lower_high_count,2.0,4.0,6.0,785
CLEAN1R,lower_high_rate,0.6136363636363636,0.75,1.0,785
CLEAN1R,lower_low_count,2.0,3.0,6.0,785
CLEAN1R,lower_low_rate,0.5454545454545454,0.7083333333333334,1.0,785
CLEAN1R,pullback_close_slope_zw_per_bar,-0.5006144393241436,-0.2112211221122269,-0.07553566913587938,785
CLEAN1R,pullback_path_efficiency,-1.0,-0.6544502617801157,-0.3320574162679473,785
CLEAN1R,pullback_overlap_rate,1.0,1.0,1.0,785
CLEAN1R,compression_last3_vs_earlier,0.8480915323327891,1.1104300176465154,1.4959964412811395,416
CLEAN1R,last1_progress_zw,-0.99173553719009,-0.4206349206349246,-0.12380952380951143,785
CLEAN1R,last3_progress_zw,-1.692676767676664,-0.7413793103447743,-0.2628267306514178,607
CLEAN1R,last3_green_rate,0.0,0.3333333333333333,0.3333333333333333,695
CLEAN1R,last3_range_vs_pullback_median,0.9508128857443989,1.0,1.2117539487602031,695
CLEAN1R,preclose_to_demand_high_zw,0.4509202453987826,0.883870967741932,1.8578680203045554,785
CLEAN1R,preclose_to_demand_low_zw,1.4509202453987826,1.8838709677419319,2.8578680203045557,785
CLEAN1R,last_bar_close_location,0.09633027522937167,0.22471910112358617,0.41752577319587797,785
CLEAN1R,last_bar_body_zw,-1.0,-0.4186046511627871,-0.12380952380951143,785
CLEAN1R,last_bar_range_zw,0.5662650602409391,0.9629629629629957,1.7474747474747712,785
CLEAN1R,h1_nearest_high_room_zw,0.035087719298263986,0.10666666666664544,0.2592592592592378,785
CLEAN1R,h1_nearest_low_distance_zw,0.034965034965042746,0.10670731707317856,0.26515151515152235,785
CLEAN1R,h1_close_to_demand_high_zw,0.7134146341463224,1.3829787234042406,2.93333333333335,785
CLEAN1R,h1_close_to_demand_low_zw,1.7134146341463223,2.3829787234042406,3.93333333333335,785
CLEAN1_5R,demand_width_pct,0.002684622832497074,0.004522780179581023,0.007503398278205685,785
CLEAN1_5R,bos_break_pct,0.0012162586315128778,0.002858457090287832,0.006070393213611698,785
CLEAN1_5R,bos_body_zw,0.9611398963730631,1.5860655737704834,2.6144578313253706,785
CLEAN1_5R,bos_range_zw,1.5230769230769008,2.422727272727278,3.691056910569455,785
CLEAN1_5R,bos_close_location,0.7344110854503507,0.8469387755102034,0.9360269360269368,785
CLEAN1_5R,zone_age_hours,3.5,9.25,35.0,785
CLEAN1_5R,origin_to_activation_hours,2.0,2.0,3.0,785
CLEAN1_5R,broken_swing_to_activation_hours,4.0,5.0,7.0,785
CLEAN1_5R,expansion_room_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
CLEAN1_5R,pullback_bars,4.0,6.0,10.0,785
CLEAN1_5R,pullback_duration_hours,1.0,1.5,2.5,785
CLEAN1_5R,retracement_expansion_to_preclose_zw,1.2934131736527072,2.224000000000001,4.229591836734596,785
CLEAN1_5R,pullback_total_range_zw,1.3859154929577466,2.315068493150714,4.333333333333163,785
CLEAN1_5R,lower_high_count,2.0,4.0,6.0,785
CLEAN1_5R,lower_high_rate,0.6136363636363636,0.75,1.0,785
CLEAN1_5R,lower_low_count,2.0,3.0,6.0,785
CLEAN1_5R,lower_low_rate,0.5454545454545454,0.7083333333333334,1.0,785
CLEAN1_5R,pullback_close_slope_zw_per_bar,-0.5006144393241436,-0.2112211221122269,-0.07553566913587938,785
CLEAN1_5R,pullback_path_efficiency,-1.0,-0.6544502617801157,-0.3320574162679473,785
CLEAN1_5R,pullback_overlap_rate,1.0,1.0,1.0,785
CLEAN1_5R,compression_last3_vs_earlier,0.8480915323327891,1.1104300176465154,1.4959964412811395,416
CLEAN1_5R,last1_progress_zw,-0.99173553719009,-0.4206349206349246,-0.12380952380951143,785
CLEAN1_5R,last3_progress_zw,-1.692676767676664,-0.7413793103447743,-0.2628267306514178,607
CLEAN1_5R,last3_green_rate,0.0,0.3333333333333333,0.3333333333333333,695
CLEAN1_5R,last3_range_vs_pullback_median,0.9508128857443989,1.0,1.2117539487602031,695
CLEAN1_5R,preclose_to_demand_high_zw,0.4509202453987826,0.883870967741932,1.8578680203045554,785
CLEAN1_5R,preclose_to_demand_low_zw,1.4509202453987826,1.8838709677419319,2.8578680203045557,785
CLEAN1_5R,last_bar_close_location,0.09633027522937167,0.22471910112358617,0.41752577319587797,785
CLEAN1_5R,last_bar_body_zw,-1.0,-0.4186046511627871,-0.12380952380951143,785
CLEAN1_5R,last_bar_range_zw,0.5662650602409391,0.9629629629629957,1.7474747474747712,785
CLEAN1_5R,h1_nearest_high_room_zw,0.035087719298263986,0.10666666666664544,0.2592592592592378,785
CLEAN1_5R,h1_nearest_low_distance_zw,0.034965034965042746,0.10670731707317856,0.26515151515152235,785
CLEAN1_5R,h1_close_to_demand_high_zw,0.7134146341463224,1.3829787234042406,2.93333333333335,785
CLEAN1_5R,h1_close_to_demand_low_zw,1.7134146341463223,2.3829787234042406,3.93333333333335,785
