period,baseline_outcome,n,median_tp1_r,median_mfe_4h_r,median_mfe_12h_r,median_mfe_24h_r,median_mfe_pre_sl_r,median_mae_24h_r,median_peak_24h_hours,median_giveback_24h_r,median_missed_room_24h_r,median_capture_fraction_24h,median_missed_room_pre_sl_r,median_capture_fraction_pre_sl
DEV,ALL,440,0.29440747046381155,0.4582242582897075,0.6979476291578064,0.7547466496157056,0.8009440422617866,-0.7987369273825318,3.208333333333333,1.2702110712863575,0.4092703763565054,0.35042735042731843,0.4635135962763349,0.30508474576269445
DEV,WIN,325,0.22391857506361168,0.6542372881355918,1.0,1.1310008136696517,1.3155555555555718,-0.7639198218262806,5.75,1.4769230769230763,0.800000000000005,0.18965517241377283,0.9633027522935853,0.14833127317676048
DEV,LOSS,115,0.5609756097561119,0.13846153846154552,0.14840989399293933,0.14840989399293933,0.14840989399293933,-0.8699186991869936,0.3333333333333333,1.039370078740167,0.0,2.533783783783534,0.0,2.533783783783534
REF,ALL,272,0.31851205666371124,0.5420591313448454,0.7739920642926689,0.847859461213895,0.9069320214669143,-0.8030585863377555,3.291666666666667,1.3732118118848051,0.48223481064905244,0.25857223159078313,0.704330625962752,0.20427644138984133
REF,WIN,201,0.1827079934747154,0.7685589519650611,1.0866141732283585,1.3225806451612696,1.626841895659088,-0.7105263157894696,7.916666666666667,1.6394557823129752,0.9676616915422895,0.15644687106257932,1.2736486486486704,0.09271422025355039
REF,LOSS,71,0.6407185628742413,0.13164556962024704,0.13164556962024704,0.13164556962024704,0.13164556962024704,-0.9038461538461505,0.3333333333333333,1.0430379746835334,0.0,3.410839160839219,0.0,3.410839160839219
