year,n,n60,median60,hit60,n180,median180,hit180,median_mfe,median_mae,favdom
2022,60,56,0.01917992475962648,0.5178571428571429,53,0.08723599531296657,0.6037735849056604,0.44208872939812194,0.3432374651301505,0.5666666666666667
2023,71,68,-0.0023077984650987605,0.5,66,0.10734117794744358,0.6363636363636364,0.53433398111796,0.427112250244999,0.5774647887323944
2024,72,69,0.02553704975228908,0.5072463768115942,66,0.1301183793430495,0.6363636363636364,0.41968158520661225,0.31086435074538943,0.5555555555555556
2025,73,70,0.008387904734863953,0.5142857142857142,67,0.07029856152749639,0.582089552238806,0.49066264980045105,0.44494238693047233,0.5068493150684932
2026,29,28,-0.012022306501711339,0.5,28,0.01430149281690083,0.5,0.406327902343346,0.4402541668918846,0.5862068965517241
