zone_id,activation_ts,origin_ts,h4_bos_ts,broken_h4_swing_ts,broken_h4_level,h4_bos_close,demand_low,demand_high,first_touch_ts,touch_open,touch_high,touch_low,touch_close,retest_exists,retest_close_holds,expansion_high_exists,expansion_pivot_ts,expansion_confirm_ts,expansion_high,pullback_ge2_h1_bars,has_lower_high,has_lower_low,has_any_correction,visual_equivalent,strict_exact,family
H4D_2022-03-28T00:00:00+00:00,2022-03-28 00:00:00+00:00,2022-03-27 12:00:00+00:00,2022-03-28 00:00:00+00:00,2022-03-27 04:00:00+00:00,418.33,430.49,414.0,417.07,2022-04-01 03:00:00+00:00,422.91,424.06,413.01,415.61,True,True,True,2022-03-31 23:00:00+00:00,2022-04-01 01:00:00+00:00,431.83,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-03-30T20:00:00+00:00,2022-03-30 20:00:00+00:00,2022-03-30 16:00:00+00:00,2022-03-30 20:00:00+00:00,2022-03-29 16:00:00+00:00,442.0,445.06,434.05,439.68,2022-03-31 15:00:00+00:00,443.41,443.46,428.88,437.84,True,True,True,2022-03-31 09:00:00+00:00,2022-03-31 11:00:00+00:00,449.42,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-04-13T04:00:00+00:00,2022-04-13 04:00:00+00:00,2022-04-12 20:00:00+00:00,2022-04-13 04:00:00+00:00,2022-04-12 16:00:00+00:00,416.81,417.91,406.4,412.44,2022-04-13 14:00:00+00:00,412.97,421.41,411.0,420.46,True,True,True,2022-04-13 10:00:00+00:00,2022-04-13 12:00:00+00:00,420.6,True,True,True,True,True,False,VISUAL_ONLY
H4D_2022-04-14T00:00:00+00:00,2022-04-14 00:00:00+00:00,2022-04-13 12:00:00+00:00,2022-04-14 00:00:00+00:00,2022-04-13 04:00:00+00:00,420.97,423.02,413.13,417.72,2022-04-14 10:00:00+00:00,420.37,420.37,416.39,419.49,True,True,True,2022-04-14 02:00:00+00:00,2022-04-14 04:00:00+00:00,426.87,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-04-19T08:00:00+00:00,2022-04-19 08:00:00+00:00,2022-04-19 04:00:00+00:00,2022-04-19 08:00:00+00:00,2022-04-17 20:00:00+00:00,417.18,421.82,414.53,416.7,2022-04-19 14:00:00+00:00,418.1,421.0,416.37,420.8,True,True,True,2022-04-19 09:00:00+00:00,2022-04-19 11:00:00+00:00,424.5,True,True,True,True,True,False,VISUAL_ONLY
H4D_2022-04-28T12:00:00+00:00,2022-04-28 12:00:00+00:00,2022-04-28 04:00:00+00:00,2022-04-28 12:00:00+00:00,2022-04-27 12:00:00+00:00,394.72,403.84,389.28,391.22,2022-04-29 19:00:00+00:00,395.35,395.51,390.89,393.8,True,True,True,2022-04-29 06:00:00+00:00,2022-04-29 08:00:00+00:00,407.42,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-05-04T16:00:00+00:00,2022-05-04 16:00:00+00:00,2022-05-03 20:00:00+00:00,2022-05-04 16:00:00+00:00,2022-05-03 04:00:00+00:00,392.17,393.56,379.64,386.36,2022-05-05 16:00:00+00:00,392.49,392.49,378.08,380.83,True,True,True,2022-05-05 11:00:00+00:00,2022-05-05 13:00:00+00:00,414.0,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-05-13T04:00:00+00:00,2022-05-13 04:00:00+00:00,2022-05-13 00:00:00+00:00,2022-05-13 04:00:00+00:00,2022-05-12 16:00:00+00:00,285.05,307.05,262.0,269.22,2022-06-11 15:00:00+00:00,277.0,277.04,269.0,270.49,True,True,True,2022-06-06 15:00:00+00:00,2022-06-06 17:00:00+00:00,309.05,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-05-17T04:00:00+00:00,2022-05-17 04:00:00+00:00,2022-05-17 00:00:00+00:00,2022-05-17 04:00:00+00:00,2022-05-16 16:00:00+00:00,302.99,306.1,294.0,297.45,2022-05-17 19:00:00+00:00,301.16,302.95,295.83,300.01,True,True,True,2022-05-17 14:00:00+00:00,2022-05-17 16:00:00+00:00,310.53,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-05-23T08:00:00+00:00,2022-05-23 08:00:00+00:00,2022-05-22 16:00:00+00:00,2022-05-23 08:00:00+00:00,2022-05-22 12:00:00+00:00,323.6,328.16,314.18,317.61,2022-05-24 00:00:00+00:00,319.87,319.87,315.0,316.92,True,True,True,2022-05-23 17:00:00+00:00,2022-05-23 19:00:00+00:00,336.9,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-05-28T16:00:00+00:00,2022-05-28 16:00:00+00:00,2022-05-28 12:00:00+00:00,2022-05-28 16:00:00+00:00,2022-05-28 04:00:00+00:00,304.97,307.2,299.33,301.98,2022-05-29 03:00:00+00:00,303.66,303.66,300.6,301.58,True,True,True,2022-05-29 00:00:00+00:00,2022-05-29 02:00:00+00:00,310.67,True,True,True,True,True,False,VISUAL_ONLY
H4D_2022-05-30T04:00:00+00:00,2022-05-30 04:00:00+00:00,2022-05-29 20:00:00+00:00,2022-05-30 04:00:00+00:00,2022-05-29 00:00:00+00:00,310.67,317.11,301.52,303.1,2022-06-01 17:00:00+00:00,305.27,305.44,302.2,304.16,True,True,True,2022-06-01 14:00:00+00:00,2022-06-01 16:00:00+00:00,320.12,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-06-04T16:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 04:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 00:00:00+00:00,299.48,301.1,294.38,298.36,2022-06-05 01:00:00+00:00,301.24,301.55,297.53,297.72,True,True,True,2022-06-04 20:00:00+00:00,2022-06-04 22:00:00+00:00,301.98,True,True,True,True,True,False,VISUAL_ONLY
H4D_2022-06-06T04:00:00+00:00,2022-06-06 04:00:00+00:00,2022-06-06 00:00:00+00:00,2022-06-06 04:00:00+00:00,2022-06-05 00:00:00+00:00,303.0,307.2,298.0,301.04,2022-06-06 17:00:00+00:00,303.39,303.44,299.12,300.27,True,True,True,2022-06-06 09:00:00+00:00,2022-06-06 11:00:00+00:00,312.62,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-06-20T16:00:00+00:00,2022-06-20 16:00:00+00:00,2022-06-20 08:00:00+00:00,2022-06-20 16:00:00+00:00,2022-06-20 00:00:00+00:00,216.8,217.64,204.51,208.53,2022-06-30 09:00:00+00:00,211.33,211.41,208.17,209.06,True,True,True,2022-06-30 05:00:00+00:00,2022-06-30 07:00:00+00:00,219.78,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-06-21T08:00:00+00:00,2022-06-21 08:00:00+00:00,2022-06-20 20:00:00+00:00,2022-06-21 08:00:00+00:00,2022-06-20 16:00:00+00:00,219.58,220.86,211.0,217.62,2022-06-22 00:00:00+00:00,221.95,222.11,216.88,219.9,True,True,True,2022-06-21 15:00:00+00:00,2022-06-21 17:00:00+00:00,228.22,True,True,True,True,True,True,STRICT_EXACT
H4D_2022-06-23T08:00:00+00:00,2022-06-23 08:00:00+00:00,2022-06-23 00:00:00+00:00,2022-06-23 08:00:00+00:00,2022-06-22 16:00:00+00:00,220.8,222.11,212.72,216.04,2022-06-29 14:00:00+00:00,217.2,219.39,215.21,218.21,True,True,True,2022-06-29 10:00:00+00:00,2022-06-29 12:00:00+00:00,222.14,True,True,True,True,True,True,STRICT_EXACT
