config,demand_zones_activated,visual_family,y2022,y2023,y2024,R1_reaction_rate,R2_1zw_rate,R3_2zw_rate,R4_full_cont_rate,R4_fail_n,R4_fail_R1_rate,R4_fail_R2_rate,R4_fail_R3_rate,mfe_zw_median,mfe_zw_p25,mfe_zw_p75,R4_fail_mfe_zw_median,R4_fail_mfe_zw_p25,R4_fail_mfe_zw_p75
D1_H1D_15M_EXEC,1211,788,275,242,271,0.5901015228426396,0.6269035532994924,0.4885786802030457,0.33756345177664976,522,0.3831417624521073,0.4367816091954023,0.26053639846743293,2.4198952444297754,0.7330483791104452,6.510387188062753,1.087925820136926,0.3364583333333324,2.4562191684282935
D2_15MD_5M_EXEC,4923,3014,1029,936,1049,0.5746516257465163,0.6065029860650298,0.47179827471798275,0.3241539482415395,2037,0.3716249386352479,0.4221894943544428,0.24153166421207659,2.2646306818182222,0.5848182145428451,6.859523809523613,0.9699999999999989,0.1531901649548547,2.2717013888889834
