year,target_family,candidate,n,runner_n,clean_signals,signal_rate_runner,base_catastrophic,catastrophic_captured,catastrophic_capture_rate,base_target_winners,winner_false_exit,winner_false_exit_rate,base_unresolved,unresolved_exited,signal_precision_nontarget,median_failure_exit_r,median_r_improve_vs_base,median_cat_r_saved,median_lead_to_cat_min,median_false_exit_to_target_min,later_target_after_false_exit,later_target_after_false_exit_rate,false_reclaim_next5_rate,false_reclaim_within15_rate,expectancy_r,total_r,pf,max_dd_r,max_loss_streak,delta_vs_fixed_t1_mean_r,delta_vs_base_mean_r
2022,T15,F1_T05_CLOSE5,88,22,7,0.3181818181818182,2,2,1.0,20,5,0.25,0,0,0.2857142857142857,0.13458262350937306,-0.7858783008036608,1.2210773147527803,150.0,160.0,5,1.0,0.4,0.6,0.0024610405499734863,0.21657156839766678,1.0051323340814622,11.721242642603084,5,0.03275047983997334,-0.0201781474804897
2022,T15,F2_T05_CLOSE15,88,22,6,0.2727272727272727,2,2,1.0,20,4,0.2,0,0,0.3333333333333333,0.06787369755557171,-0.7852903392222059,1.2210773147527803,150.0,337.5,4,1.0,0.5,1.0,0.008622174810060083,0.7587513832852872,1.017980964041602,11.092031727157446,5,0.03891161410005995,-0.01401701322040309
2022,T15,F3_ANCHOR_CLOSE5,88,22,4,0.18181818181818182,2,2,1.0,20,2,0.1,0,0,0.5,-0.20713301901785508,-0.1870177372482178,0.9799008441645454,132.5,295.0,2,1.0,0.5,1.0,0.014538440336017054,1.2793827495695007,1.029907249127301,11.373427075994666,5,0.04482787962601691,-0.008100747694446126
2022,T15,F4_ANCHOR_CLOSE15,88,22,4,0.18181818181818182,2,2,1.0,20,2,0.1,0,0,0.5,-0.22296322276781227,-0.22303504025119159,0.9455871186743469,127.5,277.5,2,1.0,0.5,0.5,0.011262148565864848,0.9910690737961065,1.023012441769815,11.589706145762113,5,0.041551587855864706,-0.011377039464598322
2022,T15,F5_T05_TWO_CONSEC_CLOSE5,88,22,5,0.22727272727272727,2,2,1.0,20,3,0.15,0,0,0.4,0.07441860465117521,-0.799655568312272,1.176629148242443,145.0,520.0,3,1.0,0.3333333333333333,1.0,0.016372501822690375,1.440780160396753,1.034083032586929,11.092031727157446,5,0.046661941112690224,-0.006266686207772806
2022,T15,F6_T05_RECLAIM_ATTEMPT_REJECT,88,22,4,0.18181818181818182,2,1,0.5,20,3,0.15,0,0,0.25,0.25011885424508046,-0.8108158591135453,1.3509803921568693,80.0,510.0,3,1.0,0.6666666666666666,1.0,0.00912491556190629,0.8029925694477535,1.0185556066648351,10.875752657390013,5,0.03941435485190615,-0.013514272468556883
2022,T2,F1_T05_CLOSE5,88,22,10,0.45454545454545453,5,5,1.0,16,4,0.25,1,1,0.6,0.1172339064734007,0.5065312146225852,1.3647058823529463,215.0,370.0,4,1.0,0.25,0.5,0.023719684746195725,2.087332257665224,1.049369455917653,12.296600255385655,5,0.05400912403619556,0.05196436568440204
2022,T2,F2_T05_CLOSE15,88,22,9,0.4090909090909091,5,5,1.0,16,3,0.1875,1,1,0.6666666666666666,0.061328790459968203,1.0774487471526142,1.3647058823529463,215.0,520.0,3,1.0,0.3333333333333333,1.0,0.033360787347906345,2.935749286615758,1.0692449266009314,11.598147853781892,5,0.06365022663790619,0.06160546828611268
2022,T2,F3_ANCHOR_CLOSE5,88,22,8,0.36363636363636365,5,5,1.0,16,2,0.125,1,1,0.75,-0.21608076276810254,0.6454566262302643,1.0404191616766485,215.0,322.5,2,1.0,0.5,1.0,-0.01540325229934541,-1.3554862023423961,0.9711445834406887,15.882542484266718,5,0.014886186990654436,0.012841428638860923
2022,T2,F4_ANCHOR_CLOSE15,88,22,8,0.36363636363636365,5,5,1.0,16,2,0.125,1,1,0.75,-0.22296322276781227,0.30324101471574816,0.898832684824906,215.0,305.0,2,1.0,0.5,0.5,-0.03407032276184456,-2.998188403042321,0.9383314752523376,17.453210078960694,5,-0.0037808834718447023,-0.005825641823638219
