scope,n,wins,losses,wr,avg_win_r,median_win_r,breakeven_avg_win_r,avg_win_margin_r,expectancy_r,total_r,median_sl_pct,median_tp_pct,median_tp1_r,mean_sl_pct,mean_tp_pct
DEV,440,325,115,0.7386363636363636,0.4009599084314248,0.22391857506361168,0.35384615384615387,0.04711375458527095,0.0347999323641206,15.311970240213064,0.010898431671646888,0.002992895003519592,0.29440747046381155,0.013977639898186327,0.004785761119058208
REF,272,201,71,0.7389705882352942,0.3506499710164989,0.1827079934747154,0.35323383084577115,-0.002583859829272228,-0.001909396417954832,-0.5193558256837143,0.007950065785337818,0.0028093076168550996,0.31851205666371124,0.021420044980904912,0.0037269156154279936
