feature,period,band,cut_q25,cut_q50,cut_q75,n,wins,losses,wr,avg_win_r,median_win_r,breakeven_avg_win_r,avg_win_margin_r,expectancy_r,total_r,median_sl_pct,median_tp_pct,median_tp1_r,mean_sl_pct,mean_tp_pct
sl_pct,DEV,Q1_LOW,0.0067190268986242595,0.010898431671646888,0.017122292197580727,110,71,39,0.6454545454545455,0.5845857613082813,0.42021276595742846,0.5492957746478874,0.03528998666039396,0.02277808229898157,2.5055890528879727,0.004866499726155644,0.00231710342028316,0.5697224690325775,0.004700851667716414,0.0033358233120249175
sl_pct,DEV,Q2,0.0067190268986242595,0.010898431671646888,0.017122292197580727,110,78,32,0.7090909090909091,0.5237670729763472,0.36151143520054574,0.41025641025641024,0.11351066271993693,0.08048937901959173,8.85383169215509,0.008789841703071906,0.003646423937095661,0.38266536331052114,0.008856536909604973,0.0051908816410803854
sl_pct,DEV,Q3,0.0067190268986242595,0.010898431671646888,0.017122292197580727,110,89,21,0.8090909090909091,0.36544548054199305,0.20478723404254884,0.23595505617977527,0.12949042436221778,0.10476952516579441,11.524647768237385,0.012876003285079624,0.0033632688364603875,0.24502374268307514,0.013279590091546098,0.005052430487422221
sl_pct,DEV,Q4_HIGH,0.0067190268986242595,0.010898431671646888,0.017122292197580727,110,87,23,0.7909090909090909,0.17733220375784617,0.08810267082899834,0.26436781609195403,-0.08703561233410786,-0.06883725702788533,-7.572098273067386,0.021528624653920622,0.0028733718898779686,0.12160975247433167,0.029073580923877816,0.0055639090357053065
sl_pct,REF,Q1_LOW,0.0067190268986242595,0.010898431671646888,0.017122292197580727,102,63,39,0.6176470588235294,0.5495867065458484,0.385826771653556,0.6190476190476191,-0.06946091250177067,-0.0429023283099171,-4.376037487611544,0.005109842874411182,0.002668611184830611,0.5154892118669474,0.004806343494642688,0.003307078664821512
sl_pct,REF,Q2,0.0067190268986242595,0.010898431671646888,0.017122292197580727,81,65,16,0.8024691358024691,0.3730483737159856,0.21857923497267542,0.24615384615384617,0.12689452756213943,0.10182894187085265,8.248144291539065,0.008351354257518023,0.0033257300064426566,0.364675984752224,0.008591993406018,0.003778276362093368
sl_pct,REF,Q3,0.0067190268986242595,0.010898431671646888,0.017122292197580727,39,29,10,0.7435897435897436,0.24776444323584254,0.15283842794760807,0.3448275862068966,-0.09706314297105403,-0.0721751575938607,-2.8148311461605675,0.013308683234377295,0.00238901055146336,0.1898454746136907,0.01337583636040022,0.004325499908220127
sl_pct,REF,Q4_HIGH,0.0067190268986242595,0.010898431671646888,0.017122292197580727,50,44,6,0.88,0.10053110264884854,0.03804851721395269,0.13636363636363635,-0.03583253371478781,-0.031532629669013296,-1.5766314834506647,0.023806866558193453,0.0034081635574757076,0.041276960575913235,0.08236792228819029,0.004033282836689447
tp_pct,DEV,Q1_LOW,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,110,99,11,0.9,0.06352545261957347,0.03811659192825487,0.1111111111111111,-0.04758565849153763,-0.04282709264238388,-4.710980190662227,0.011872077832542481,0.0005829778737367999,0.0385078776645069,0.016665193674382132,0.0005633936960544264
tp_pct,DEV,Q2,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,110,92,18,0.8363636363636363,0.2576503879425663,0.19911980749746616,0.1956521739130435,0.0619982140295228,0.051853051733782685,5.703835690716096,0.009462801178621555,0.002027372802859439,0.21163942381929907,0.010922668983608321,0.002035071348818768
tp_pct,DEV,Q3,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,110,72,38,0.6545454545454545,0.48774075883275647,0.4203195967652594,0.5277777777777778,-0.04003701894502132,-0.026206048764013966,-2.8826653640415363,0.010262322124801047,0.0044206309049968275,0.4736452641165705,0.011659570128843052,0.00450882578190696
tp_pct,DEV,Q4_HIGH,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,110,62,48,0.5636363636363636,1.0516416145838827,0.8834737544415034,0.7741935483870968,0.27744806619678597,0.15637981912909754,17.20178010420073,0.012020418244689558,0.010694497480816825,0.8826662261241647,0.016663126805911796,0.012035753649452679
tp_pct,REF,Q1_LOW,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,80,72,8,0.9,0.0774384478690394,0.04741467402416731,0.1111111111111111,-0.0336726632420717,-0.03030539691786453,-2.4244317534291624,0.007934624222059017,0.000528039946646703,0.05015898453398361,0.011255219633182423,0.0005389780710031764
tp_pct,REF,Q2,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,58,46,12,0.7931034482758621,0.238233368131058,0.20420475319927522,0.2608695652173913,-0.0226361970863333,-0.01795284596502296,-1.0412650659713316,0.00789108748667186,0.0018023938201601043,0.2357761492338449,0.011389840103861725,0.001926445781013068
tp_pct,REF,Q3,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,81,51,30,0.6296296296296297,0.5971533271515354,0.5680272108843596,0.5882352941176471,0.008918033033888273,0.0056150578361518644,0.45481968472830103,0.007404418086431516,0.004565153998531874,0.574766355140199,0.010247112179029301,0.004590903893398372
tp_pct,REF,Q4_HIGH,0.0011559850666052105,0.002992895003519592,0.0062672259639928105,53,32,21,0.6037735849056604,0.73411004090589,0.6532585568917646,0.65625,0.07786004090589005,0.04700983601865059,2.491521308988481,0.009590374519284458,0.007947786725617089,1.02631578947366,0.06481524248351297,0.009188787378342153
tp1_r,DEV,Q1_LOW,0.12021553325901474,0.29440747046381155,0.6683673469387885,110,104,6,0.9454545454545454,0.046404023203334685,0.038334064899457815,0.057692307692307696,-0.01128828448897301,-0.010672559880483578,-1.1739815868531935,0.016592870284174055,0.0005866893546382457,0.03843915107011935,0.021040813531615556,0.0008254399843361952
tp1_r,DEV,Q2,0.12021553325901474,0.29440747046381155,0.6683673469387885,110,87,23,0.7909090909090909,0.19702101802302202,0.1863400148478089,0.26436781609195403,-0.06734679806893201,-0.05326519483633715,-5.859171431997086,0.011802908216872323,0.0020595145282875033,0.18952094484008972,0.014658913291230998,0.0029463864448010402
tp1_r,DEV,Q3,0.12021553325901474,0.29440747046381155,0.6683673469387885,110,76,34,0.6909090909090909,0.47336111841948236,0.4750202265372173,0.4473684210526316,0.02599269736685078,0.017958590908006004,1.9754449998806605,0.010194497118432299,0.004740815481002906,0.467304452986663,0.011681280290968713,0.0053271840680019535
tp1_r,DEV,Q4_HIGH,0.12021553325901474,0.29440747046381155,0.6683673469387885,110,58,52,0.5272727272727272,1.2477530734341842,1.0311730114515671,0.896551724137931,0.35120134929625313,0.18517889326529716,20.369678259182688,0.007387054934854793,0.009037159619281861,1.044903170181714,0.008529552478930034,0.010044033979093646
tp1_r,REF,Q1_LOW,0.12021553325901474,0.29440747046381155,0.6683673469387885,88,83,5,0.9431818181818182,0.046010733996329316,0.038759689922443046,0.060240963855421686,-0.01423022985909237,-0.013421694071643946,-1.1811090783046672,0.011524190188216456,0.0005669598444785806,0.039689893748463996,0.04816015810636265,0.001402732915638673
tp1_r,REF,Q2,0.12021553325901474,0.29440747046381155,0.6683673469387885,43,35,8,0.813953488372093,0.18366642764424515,0.1827079934747154,0.22857142857142856,-0.044905000927183414,-0.03655058215003302,-1.5716750324514197,0.008609021373036652,0.001753912574203932,0.1898454746136907,0.011188866330677073,0.0020385548405237753
tp1_r,REF,Q3,0.12021553325901474,0.29440747046381155,0.6683673469387885,71,47,24,0.6619718309859155,0.428673990280711,0.39711191335741153,0.5106382978723404,-0.08196430759162937,-0.0542580627719237,-3.852322456806583,0.007285817630645248,0.003601694915254173,0.41284403669726205,0.00894364856349905,0.0038376309753607603
tp1_r,REF,Q4_HIGH,0.12021553325901474,0.29440747046381155,0.6683673469387885,70,36,34,0.5142857142857142,1.1134930761633044,0.9559587523770433,0.9444444444444444,0.16904863171885998,0.0869392963125565,6.085750741878955,0.006160763994160301,0.006366838137747177,1.0189718482252061,0.006743400303123945,0.007573584191815354
