scope,wr,avg_win_r,breakeven_avg_win_r,shortfall_r,implied_expectancy_r,actual_expectancy_r,median_sl_pct,median_tp_pct,median_tp1_r
DEV,0.7386363636363636,0.4009599084314248,0.35384615384615387,0.04711375458527095,0.0347999323641206,0.0347999323641206,0.010898431671646888,0.002992895003519592,0.29440747046381155
REF,0.7389705882352942,0.3506499710164989,0.35323383084577115,-0.002583859829272228,-0.0019093964179547895,-0.001909396417954832,0.007950065785337818,0.0028093076168550996,0.31851205666371124
2022,0.7682119205298014,0.48522837210656744,0.3017241379310345,0.18350423417553297,0.14097014016133663,0.14097014016133655,0.012085944494180918,0.0047587090476480486,0.3818181818181724
2023,0.7013888888888888,0.3496573483624362,0.42574257425742573,-0.0760852258949895,-0.053365332051346887,-0.05336533205134683,0.009414571510521922,0.0021380469190809366,0.2760126770327838
2024,0.7448275862068966,0.3584267304744925,0.3425925925925926,0.015834137881899912,0.011793702698242758,0.011793702698242684,0.010772744575561417,0.002739093129166527,0.26077586206897413
2025,0.7365591397849462,0.3201237169623503,0.35766423357664234,-0.03754051661429203,-0.02765081062450539,-0.027650810624505386,0.007786995926635214,0.0029990154083877436,0.3013317191283513
2026,0.7441860465116279,0.41599523360116075,0.34375,0.07224523360116075,0.053763894772956844,0.05376389477295685,0.008015076179258927,0.0025966505122903003,0.38210257501597966
