side,character,dev_n,ref_n,dev_n180,ref_n180,dev_med180,ref_med180,dev_inward_dom,ref_inward_dom,dev_eq,ref_eq,dev_extreme,ref_extreme,stability_label
UPPER,C1_CLEAN_REJECTION,88,33,79,32,0.2221669403360869,0.28720296201639434,0.7045454545454546,0.7878787878787878,0.2840909090909091,0.36363636363636365,0.19318181818181818,0.15151515151515152,STABLE_INWARD
UPPER,C2_RECLAIM_AFTER_CLOSE,46,30,40,27,0.09167309744779897,-0.045707309659379754,0.5217391304347826,0.5333333333333333,0.2391304347826087,0.13333333333333333,0.2391304347826087,0.26666666666666666,MIXED
UPPER,C3_ACCEPTANCE_HOLD,84,49,81,43,-0.17058893218544055,-0.06837684072817546,0.32142857142857145,0.32653061224489793,0.20238095238095238,0.16326530612244897,0.5238095238095238,0.40816326530612246,STABLE_OUTWARD
UPPER,C4_UNSETTLED_BREAK,13,14,11,12,-0.024688322025949457,-0.0801320968621347,0.5384615384615384,0.5,0.15384615384615385,0.21428571428571427,0.23076923076923078,0.21428571428571427,INSUFFICIENT
LOWER,C1_CLEAN_REJECTION,89,36,81,32,0.24080233688265426,0.17087542187204038,0.6966292134831461,0.6944444444444444,0.2247191011235955,0.25,0.1348314606741573,0.25,STABLE_INWARD
LOWER,C2_RECLAIM_AFTER_CLOSE,49,27,42,27,0.2264881991694353,0.17046743121071556,0.6122448979591837,0.6666666666666666,0.22448979591836735,0.4074074074074074,0.22448979591836735,0.2222222222222222,STABLE_INWARD
LOWER,C3_ACCEPTANCE_HOLD,76,36,68,34,-0.09074279216747523,0.01822178307624658,0.35526315789473684,0.3333333333333333,0.19736842105263158,0.16666666666666666,0.3684210526315789,0.5,MIXED
LOWER,C4_UNSETTLED_BREAK,25,13,22,13,-0.057700665736259565,0.025097665699434384,0.44,0.38461538461538464,0.24,0.15384615384615385,0.28,0.5384615384615384,INSUFFICIENT
