horizon_min,n,terminal_hit,mean_terminal,median_terminal,mean_mfe,median_mfe,mean_adverse,median_adverse,p_mfe_gt_adverse,median_time_mfe_min,median_time_mae_min
15,451,0.541019955654102,0.00022615694538022005,0.0003264658901442896,0.0024955587659482525,0.0016890306840575686,0.0027949171296412466,0.0014966030341203584,0.516629711751663,10.0,5.0
30,451,0.5787139689578714,0.0004739461169835185,0.0005135470161146127,0.0034345110993725526,0.002248113190714829,0.003819362629987103,0.002029714069930577,0.5121951219512195,20.0,10.0
60,451,0.5920177383592018,0.0008520749344083665,0.0008106601813853143,0.004740776906968596,0.0032932416953035393,0.004981963209035718,0.003030623392183629,0.5476718403547672,35.0,20.0
120,451,0.5787139689578714,0.0007362618295152361,0.0009401543149842873,0.006267444845171463,0.004507994646756552,0.006644671338232591,0.004131527387341349,0.5476718403547672,60.0,40.0
360,451,0.5720620842572062,0.0015565401680962695,0.0012000417405821917,0.011150589504799035,0.007849077389148862,0.011498154970385048,0.007390855964248821,0.49445676274944567,195.0,115.0
