structure_id,structure,direction,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E0,COMPLETION_CLOSE,1231,1231,1.0,0.4800974817221771,0.4522937425591983,-0.0001234009296202654,0.45085296506904954,0.4890333062550772,387,0.4883720930232558,431,0.48491879350348027,413,0.46731234866828086,0.46731234866828086,0,False
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E1,NATIVE_LEVEL_RETEST,393,1231,0.3192526401299756,0.5038167938931297,0.45458755645020726,3.216571777797661e-05,0.47837150127226463,0.5165394402035624,117,0.48717948717948717,146,0.5273972602739726,130,0.49230769230769234,0.48717948717948717,0,False
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E2,COMPLETION_MID_RETEST,804,1231,0.6531275385865151,0.48258706467661694,0.44821165357066917,-9.943478368568126e-05,0.47885572139303484,0.48383084577114427,256,0.5,278,0.48201438848920863,270,0.4666666666666667,0.4666666666666667,0,False
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E3,COMPLETION_EXTREME_BREAK,917,1231,0.7449228269699432,0.4612868047982552,0.4292505598653943,-0.0003271823059809442,0.4612868047982552,0.47546346782988,296,0.4358108108108108,317,0.4794952681388013,304,0.46710526315789475,0.4358108108108108,0,False
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E4,PULLBACK_RECLAIM,1076,1231,0.8740861088545898,0.4758364312267658,0.4461350212725802,-0.00014492445841973733,0.48141263940520446,0.483271375464684,327,0.4709480122324159,391,0.47570332480818417,358,0.48044692737430167,0.4709480122324159,0,False
S05,LIQUIDITY_SWEEP_DISPLACEMENT_SHORT,SHORT,E5,FOLLOW_THROUGH_DISPLACEMENT,1100,1231,0.8935824532900081,0.48454545454545456,0.4551171717938804,-5.3417185165827163e-05,0.47363636363636363,0.4863636363636364,340,0.47941176470588237,393,0.4758269720101781,367,0.4986376021798365,0.4758269720101781,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E0,COMPLETION_CLOSE,1119,1119,1.0,0.45308310991957107,0.4241267257709989,-0.00038202807075826684,0.4450402144772118,0.4575513851653262,382,0.46596858638743455,376,0.43617021276595747,361,0.45706371191135736,0.43617021276595747,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E1,NATIVE_LEVEL_RETEST,247,1119,0.22073279714030383,0.4574898785425101,0.3964860315246339,-0.00029599560235094025,0.4817813765182186,0.4574898785425101,85,0.47058823529411764,80,0.45,82,0.45121951219512196,0.45,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E2,COMPLETION_MID_RETEST,743,1119,0.6639857015192135,0.48183041722745623,0.446087965596958,-0.00016557387906468435,0.4697173620457604,0.4737550471063257,262,0.4732824427480916,247,0.46558704453441296,234,0.5085470085470085,0.46558704453441296,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E3,COMPLETION_EXTREME_BREAK,754,1119,0.6738159070598749,0.45225464190981435,0.41706023502245354,-0.0004082008067491927,0.45755968169761274,0.45755968169761274,256,0.484375,246,0.43089430894308944,252,0.44047619047619047,0.43089430894308944,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E4,PULLBACK_RECLAIM,969,1119,0.8659517426273459,0.45304437564499483,0.4219487551120809,-0.00039504872267581703,0.46233230134158926,0.4613003095975232,318,0.46855345911949686,335,0.4298507462686567,316,0.4620253164556962,0.4298507462686567,0,False
S06,IMPULSE_LH_READY_SHORT,SHORT,E5,FOLLOW_THROUGH_DISPLACEMENT,982,1119,0.8775692582663092,0.4847250509164969,0.4535875892266946,-0.00017470945720654552,0.48370672097759676,0.47352342158859473,327,0.5076452599388379,337,0.4629080118694362,318,0.48427672955974843,0.4629080118694362,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E0,COMPLETION_CLOSE,340,340,1.0,0.4470588235294118,0.39509477922472486,-0.000670479384283662,0.4294117647058823,0.43529411764705883,120,0.36666666666666664,103,0.47572815533980584,117,0.5042735042735043,0.36666666666666664,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E1,NATIVE_LEVEL_RETEST,206,340,0.6058823529411764,0.47572815533980584,0.4086000589392007,-0.00038438193271705945,0.47572815533980584,0.47572815533980584,76,0.47368421052631576,59,0.4915254237288136,71,0.4647887323943662,0.4647887323943662,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E2,COMPLETION_MID_RETEST,233,340,0.6852941176470588,0.45064377682403434,0.3880722854768967,-0.00044491054120188167,0.4678111587982833,0.44635193133047213,78,0.3717948717948718,67,0.47761194029850745,88,0.5,0.3717948717948718,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E3,COMPLETION_EXTREME_BREAK,214,340,0.6294117647058823,0.42990654205607476,0.36538972699258465,-0.0006735318742981944,0.43457943925233644,0.411214953271028,65,0.36923076923076925,65,0.4461538461538462,84,0.4642857142857143,0.36923076923076925,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E4,PULLBACK_RECLAIM,295,340,0.8676470588235294,0.4440677966101695,0.38844914487906573,-0.0007642338555597927,0.4440677966101695,0.41694915254237286,105,0.34285714285714286,87,0.4827586206896552,103,0.5145631067961165,0.34285714285714286,0,False
S07,COMPRESSION_BREAK_RETEST_SHORT,SHORT,E5,FOLLOW_THROUGH_DISPLACEMENT,302,340,0.888235294117647,0.4304635761589404,0.37583829396021196,-0.0007336673523593573,0.46357615894039733,0.4337748344370861,99,0.40404040404040403,96,0.4791666666666667,107,0.411214953271028,0.40404040404040403,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E0,COMPLETION_CLOSE,1684,1684,1.0,0.48693586698337293,0.4631202167975586,-0.00012140707779506599,0.4643705463182898,0.4845605700712589,521,0.4856046065259117,583,0.48713550600343053,580,0.4879310344827586,0.4856046065259117,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E1,NATIVE_LEVEL_RETEST,903,1684,0.5362232779097387,0.4795127353266888,0.44708412262334724,-0.00017444091686158458,0.48615725359911405,0.4939091915836102,296,0.4831081081081081,302,0.46357615894039733,305,0.4918032786885246,0.46357615894039733,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E2,COMPLETION_MID_RETEST,989,1684,0.58729216152019,0.5045500505561172,0.4734324571002291,3.2253902722434447e-05,0.4792719919110212,0.48129423660262893,328,0.524390243902439,338,0.4881656804733728,323,0.5015479876160991,0.4881656804733728,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E3,COMPLETION_EXTREME_BREAK,1259,1684,0.747624703087886,0.4630659253375695,0.4356765976133501,-0.0002516862981978285,0.4583002382843527,0.4765687053216839,386,0.46632124352331605,440,0.45,433,0.47344110854503463,0.45,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E4,PULLBACK_RECLAIM,1489,1684,0.8842042755344418,0.47414372061786436,0.4488804834466026,-0.00021991877666516224,0.4983210208193418,0.49026192075218267,468,0.4722222222222222,516,0.4728682170542636,505,0.4772277227722772,0.4722222222222222,0,False
S08,FAILED_BREAK_DISPLACEMENT_SHORT,SHORT,E5,FOLLOW_THROUGH_DISPLACEMENT,1507,1684,0.8948931116389549,0.48374253483742535,0.4585850896092005,-0.00010161224766291888,0.4810882548108825,0.4870603848706038,463,0.490280777537797,524,0.4847328244274809,520,0.47692307692307695,0.47692307692307695,0,False
