structure_id,structure,direction,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E0,COMPLETION_CLOSE,1296,1296,1.0,0.5077160493827161,0.4805150054997118,8.600207767917034e-05,0.5069444444444444,0.5185185185185185,401,0.5311720698254364,449,0.48552338530066813,446,0.5089686098654709,0.48552338530066813,0,False
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E1,NATIVE_LEVEL_RETEST,361,1296,0.2785493827160494,0.518005540166205,0.4665431389737304,0.00013111315064917584,0.5013850415512465,0.518005540166205,116,0.5344827586206896,113,0.5398230088495575,132,0.48484848484848486,0.48484848484848486,0,False
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E2,COMPLETION_MID_RETEST,785,1296,0.6057098765432098,0.49171974522292994,0.4568730410218995,0.0,0.4968152866242038,0.5006369426751592,257,0.5136186770428015,274,0.4744525547445255,254,0.4881889763779528,0.4744525547445255,0,False
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E3,COMPLETION_EXTREME_BREAK,1004,1296,0.7746913580246914,0.49203187250996017,0.461197189587698,-4.749017321364901e-05,0.4760956175298805,0.5129482071713147,307,0.4723127035830619,347,0.49279538904899134,350,0.5085714285714286,0.4723127035830619,0,False
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E4,PULLBACK_RECLAIM,1126,1296,0.8688271604938271,0.5301953818827708,0.5009909980941551,0.00026271941365685336,0.5053285968028419,0.5177619893428064,350,0.49714285714285716,390,0.5564102564102564,386,0.533678756476684,0.49714285714285716,0,False
S01,LIQUIDITY_SWEEP_DISPLACEMENT_LONG,LONG,E5,FOLLOW_THROUGH_DISPLACEMENT,1162,1296,0.8966049382716049,0.5223752151462995,0.49362905945556496,0.00025335367415435517,0.49483648881239245,0.5232358003442341,348,0.5,414,0.5265700483091788,400,0.5375,0.5,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E0,COMPLETION_CLOSE,1299,1299,1.0,0.45111624326404925,0.42423990769279135,-0.00042904133098153885,0.45727482678983833,0.4795996920708237,436,0.44036697247706424,417,0.45083932853717024,446,0.4618834080717489,0.44036697247706424,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E1,NATIVE_LEVEL_RETEST,323,1299,0.24865280985373364,0.5170278637770898,0.46265253385690397,9.686480901494043e-05,0.4891640866873065,0.4953560371517028,117,0.5384615384615384,104,0.5096153846153846,102,0.5,0.5,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E2,COMPLETION_MID_RETEST,910,1299,0.7005388760585065,0.48021978021978023,0.44791046473021845,-0.00014385919534354308,0.4758241758241758,0.48021978021978023,316,0.4430379746835443,281,0.4377224199288256,313,0.5559105431309904,0.4377224199288256,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E3,COMPLETION_EXTREME_BREAK,890,1299,0.6851424172440339,0.45617977528089887,0.42371527648482116,-0.00046948653813350116,0.4404494382022472,0.45955056179775283,285,0.45263157894736844,283,0.40636042402826855,322,0.5031055900621118,0.40636042402826855,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E4,PULLBACK_RECLAIM,1121,1299,0.8629715165511932,0.4745762711864407,0.44548128730790393,-0.00012899480795891538,0.4620874219446922,0.47636039250669043,382,0.4790575916230366,353,0.44192634560906513,386,0.5,0.44192634560906513,0,False
S02,IMPULSE_HL_READY_LONG,LONG,E5,FOLLOW_THROUGH_DISPLACEMENT,1174,1299,0.9037721324095458,0.45911413969335607,0.43078829297837823,-0.00027820610762302467,0.46422487223168657,0.4804088586030664,393,0.43765903307888043,378,0.43915343915343913,403,0.4987593052109181,0.43765903307888043,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E0,COMPLETION_CLOSE,413,413,1.0,0.45036319612590797,0.40305649728080517,-0.000504477235464873,0.42857142857142855,0.48668280871670705,138,0.37681159420289856,125,0.488,150,0.4866666666666667,0.37681159420289856,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E1,NATIVE_LEVEL_RETEST,267,413,0.6464891041162227,0.47191011235955055,0.41285414542937965,-0.00019267822736035445,0.4307116104868914,0.4606741573033708,96,0.4791666666666667,73,0.4657534246575342,98,0.46938775510204084,0.4657534246575342,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E2,COMPLETION_MID_RETEST,287,413,0.6949152542372882,0.4634146341463415,0.4065866364788908,-0.0004361611112042585,0.4181184668989547,0.5052264808362369,96,0.4270833333333333,80,0.5,111,0.46846846846846846,0.4270833333333333,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E3,COMPLETION_EXTREME_BREAK,237,413,0.5738498789346247,0.510548523206751,0.44724713952865935,0.0001953697372276686,0.5063291139240507,0.4767932489451477,67,0.5074626865671642,74,0.4594594594594595,96,0.5520833333333334,0.4594594594594595,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E4,PULLBACK_RECLAIM,351,413,0.8498789346246973,0.4843304843304843,0.43250173502948464,-7.350779182591083e-05,0.45584045584045585,0.4672364672364672,109,0.48623853211009177,115,0.4956521739130435,127,0.47244094488188976,0.47244094488188976,0,False
S03,COMPRESSION_BREAK_RETEST_LONG,LONG,E5,FOLLOW_THROUGH_DISPLACEMENT,365,413,0.8837772397094431,0.4876712328767123,0.43678820109303973,-7.350779182591083e-05,0.4849315068493151,0.4520547945205479,115,0.4434782608695652,118,0.5169491525423728,132,0.5,0.4434782608695652,0,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E0,COMPLETION_CLOSE,1743,1743,1.0,0.5272518646012622,0.5037794918120652,0.000261752696052886,0.4991394148020654,0.5180722891566265,560,0.5339285714285714,584,0.5051369863013698,599,0.5425709515859767,0.5051369863013698,0,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E1,NATIVE_LEVEL_RETEST,902,1743,0.5174985656913368,0.5221729490022173,0.48955024480436427,0.00015423135256298348,0.5221729490022173,0.5421286031042128,306,0.5620915032679739,293,0.46757679180887374,303,0.5346534653465347,0.46757679180887374,1,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E2,COMPLETION_MID_RETEST,942,1743,0.540447504302926,0.5063694267515924,0.47448149981857213,5.0052103347297816e-05,0.5031847133757962,0.5212314225053079,320,0.49375,309,0.5080906148867314,313,0.5175718849840255,0.49375,0,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E3,COMPLETION_EXTREME_BREAK,1358,1743,0.7791164658634538,0.5139911634756995,0.48740654617903895,0.00012324848922851128,0.5036818851251841,0.5198821796759941,433,0.5011547344110855,456,0.47368421052631576,469,0.5650319829424307,0.47368421052631576,0,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E4,PULLBACK_RECLAIM,1527,1743,0.8760757314974182,0.5324165029469549,0.5073408780399411,0.0002555502315924052,0.5317616240995415,0.5304518664047151,500,0.51,506,0.5079051383399209,521,0.5777351247600768,0.5079051383399209,2,False
S04,FAILED_BREAK_DISPLACEMENT_LONG,LONG,E5,FOLLOW_THROUGH_DISPLACEMENT,1589,1743,0.9116465863453815,0.5267463813719321,0.5021624075277088,0.00023579344494217835,0.5179358086847073,0.5235997482693517,505,0.499009900990099,540,0.5166666666666667,544,0.5625,0.499009900990099,0,False
