period,n,days,trades_per_day,wr,mean_R,sum_R,long_share,median_prob
2025,315,365,0.863013698630137,0.473015873015873,0.039825777706441017,12.54511997752892,0.5015873015873016,0.5139555603661432
2026,190,238,0.7983193277310925,0.3894736842105263,-0.0897438521969362,-17.05133191741788,0.4368421052631579,0.5135922328330851
