period,n,days,trades_per_day,wr,mean_R,sum_R,long_share,median_prob,threshold,eligible
CAL2024,352,366,0.9617486338797814,0.45170454545454547,-0.02952236357520771,-10.391871978473114,0.4602272727272727,0.5155750091431882,0.5,False
CAL2024,308,366,0.8415300546448088,0.42207792207792205,-0.11154803464338899,-34.35679467016381,0.461038961038961,0.5644352627422284,0.55,False
CAL2024,124,366,0.33879781420765026,0.43548387096774194,-0.07338745970578002,-9.100045003516723,0.43548387096774194,0.6099419629125702,0.6,False
CAL2024,14,366,0.03825136612021858,0.2857142857142857,-0.42857142857142855,-6.0,0.2857142857142857,0.6572914225655992,0.65,False
CAL2024,0,366,0.0,,,0.0,,,0.7,False
CAL2024,0,366,0.0,,,0.0,,,0.75,False
CAL2024,0,366,0.0,,,0.0,,,0.8,False
CAL2024,0,366,0.0,,,0.0,,,0.85,False
CAL2024,0,366,0.0,,,0.0,,,0.9,False
