partition,dev_block,execution_start,entry_ts,parent_exit_ts,parent_exit_reason,mechanism,baseline_winner,baseline_pnl,baseline_pnl_5bps,triggered,snapshot_age_min,threshold,running_mae_R,exit_ts,exit_price,pnl,pnl_5bps,delta_pnl,delta_pnl_5bps,candidate_id
development,5,2024-07-28 15:00:00+00:00,2024-07-29 00:20:00+00:00,2024-07-29 00:25:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.3938094600026725,3.1438094600026725,False,60,0.33667907471417136,,2024-07-29 00:25:00+00:00,187.8414,3.3938094600026725,3.1438094600026725,0.0,0.0,A60_Q25
development,5,2024-08-05 15:00:00+00:00,2024-08-05 15:10:00+00:00,2024-08-06 01:10:00+00:00,TARGET,ECONOMIC_POSITIVE,True,32.71611985052936,32.46611985052936,False,60,0.33667907471417136,0.1022145715083281,2024-08-06 01:10:00+00:00,139.9946,32.71611985052936,32.46611985052936,0.0,0.0,A60_Q25
development,5,2024-08-06 15:00:00+00:00,2024-08-06 16:00:00+00:00,2024-08-06 16:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.3588197904492163,-0.6088197904492163,False,60,0.33667907471417136,,2024-08-06 16:20:00+00:00,146.208,-0.3588197904492163,-0.6088197904492163,0.0,0.0,A60_Q25
development,5,2024-08-07 15:00:00+00:00,2024-08-08 02:20:00+00:00,2024-08-08 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-0.23893473852792946,-0.48893473852792946,False,60,0.33667907471417136,,2024-08-08 02:55:00+00:00,154.78,-0.23893473852792946,-0.48893473852792946,0.0,0.0,A60_Q25
development,5,2024-08-08 15:00:00+00:00,2024-08-08 15:55:00+00:00,2024-08-08 16:40:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.2689010132502232,-1.5189010132502232,False,60,0.33667907471417136,,2024-08-08 16:40:00+00:00,159.968,-1.2689010132502232,-1.5189010132502232,0.0,0.0,A60_Q25
development,5,2024-08-10 15:00:00+00:00,2024-08-11 02:05:00+00:00,2024-08-11 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-2.290154907107267,-2.540154907107267,False,60,0.33667907471417136,,2024-08-11 02:55:00+00:00,154.736,-2.290154907107267,-2.540154907107267,0.0,0.0,A60_Q25
development,5,2024-08-13 15:00:00+00:00,2024-08-13 16:35:00+00:00,2024-08-13 17:00:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.099857733215974,5.849857733215974,False,60,0.33667907471417136,,2024-08-13 17:00:00+00:00,149.41080000000002,6.099857733215974,5.849857733215974,0.0,0.0,A60_Q25
development,5,2024-08-15 15:00:00+00:00,2024-08-15 16:00:00+00:00,2024-08-15 16:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5934961013445705,-0.8434961013445705,False,60,0.33667907471417136,,2024-08-15 16:15:00+00:00,146.415,-0.5934961013445705,-0.8434961013445705,0.0,0.0,A60_Q25
development,5,2024-08-17 15:00:00+00:00,2024-08-17 15:00:00+00:00,2024-08-18 00:35:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.604210615735349,4.354210615735349,True,60,0.33667907471417136,0.37084870848708035,2024-08-17 16:00:00+00:00,140.13,-4.006739250470792,-4.256739250470792,-8.610949866206141,-8.610949866206141,A60_Q25
development,5,2024-08-19 15:00:00+00:00,2024-08-19 17:20:00+00:00,2024-08-20 00:25:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.984312966011429,5.734312966011429,True,60,0.33667907471417136,0.4294960702727709,2024-08-19 18:20:00+00:00,143.129,-5.0111358574610465,-5.2611358574610465,-10.995448823472476,-10.995448823472476,A60_Q25
development,5,2024-08-21 15:00:00+00:00,2024-08-21 18:20:00+00:00,2024-08-21 18:40:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.48097177362732557,-0.7309717736273256,False,60,0.33667907471417136,,2024-08-21 18:40:00+00:00,142.283,-0.48097177362732557,-0.7309717736273256,0.0,0.0,A60_Q25
development,5,2024-08-22 15:00:00+00:00,2024-08-23 00:35:00+00:00,2024-08-23 00:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.4971414367387905,-0.7471414367387905,False,60,0.33667907471417136,,2024-08-23 00:45:00+00:00,144.684,-0.4971414367387905,-0.7471414367387905,0.0,0.0,A60_Q25
development,5,2024-08-23 15:00:00+00:00,2024-08-23 17:45:00+00:00,2024-08-23 18:00:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.101607332263614,5.851607332263614,False,60,0.33667907471417136,,2024-08-23 18:00:00+00:00,148.8708,6.101607332263614,5.851607332263614,0.0,0.0,A60_Q25
development,5,2024-08-24 15:00:00+00:00,2024-08-24 15:00:00+00:00,2024-08-24 16:20:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.764305520544521,4.514305520544521,False,60,0.33667907471417136,0.15370370370370823,2024-08-24 16:20:00+00:00,160.192,4.764305520544521,4.514305520544521,0.0,0.0,A60_Q25
development,5,2024-08-25 15:00:00+00:00,2024-08-25 15:25:00+00:00,2024-08-25 21:40:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.466029139338135,4.216029139338135,True,60,0.33667907471417136,0.3576233183856468,2024-08-25 16:25:00+00:00,159.43,-1.1077454563660494,-1.3577454563660494,-5.573774595704184,-5.573774595704184,A60_Q25
development,5,2024-08-29 15:00:00+00:00,2024-08-29 15:30:00+00:00,2024-08-29 15:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.0798253203708197,-1.3298253203708197,False,60,0.33667907471417136,,2024-08-29 15:45:00+00:00,146.466,-1.0798253203708197,-1.3298253203708197,0.0,0.0,A60_Q25
development,5,2024-09-01 15:00:00+00:00,2024-09-01 15:35:00+00:00,2024-09-01 15:40:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.058993315397164,3.8089933153971636,False,60,0.33667907471417136,,2024-09-01 15:40:00+00:00,133.77020000000002,4.058993315397164,3.8089933153971636,0.0,0.0,A60_Q25
development,5,2024-09-02 15:00:00+00:00,2024-09-02 15:10:00+00:00,2024-09-02 23:05:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.523011359373387,6.273011359373387,False,60,0.33667907471417136,0.23717506326202067,2024-09-02 23:05:00+00:00,135.0208,6.523011359373387,6.273011359373387,0.0,0.0,A60_Q25
development,5,2024-09-04 15:00:00+00:00,2024-09-04 15:00:00+00:00,2024-09-05 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-1.738270420931165,-1.9882704209311652,False,60,0.33667907471417136,0.3178363089977017,2024-09-05 02:55:00+00:00,133.002,-1.738270420931165,-1.9882704209311652,0.0,0.0,A60_Q25
development,5,2024-09-07 15:00:00+00:00,2024-09-07 15:00:00+00:00,2024-09-07 15:05:00+00:00,TARGET,ECONOMIC_POSITIVE,True,2.002391615278265,1.752391615278265,False,60,0.33667907471417136,,2024-09-07 15:05:00+00:00,128.45940000000002,2.002391615278265,1.752391615278265,0.0,0.0,A60_Q25
development,5,2024-09-08 15:00:00+00:00,2024-09-08 22:20:00+00:00,2024-09-08 22:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-2.333379160747273,-2.583379160747273,False,60,0.33667907471417136,,2024-09-08 22:35:00+00:00,130.315,-2.333379160747273,-2.583379160747273,0.0,0.0,A60_Q25
development,5,2024-09-09 15:00:00+00:00,2024-09-09 16:20:00+00:00,2024-09-09 16:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.273910885418732,6.023910885418732,False,60,0.33667907471417136,,2024-09-09 16:45:00+00:00,132.59820000000002,6.273910885418732,6.023910885418732,0.0,0.0,A60_Q25
development,5,2024-09-10 15:00:00+00:00,2024-09-10 15:25:00+00:00,2024-09-10 18:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.014705882352865,3.7647058823528647,True,60,0.33667907471417136,0.8542124542124551,2024-09-10 16:25:00+00:00,134.315,-6.1948529411764985,-6.4448529411764985,-10.209558823529363,-10.209558823529363,A60_Q25
development,5,2024-09-11 15:00:00+00:00,2024-09-11 17:45:00+00:00,2024-09-12 02:00:00+00:00,TARGET,ECONOMIC_POSITIVE,True,7.756486247205152,7.506486247205152,False,60,0.33667907471417136,0.20506867866124975,2024-09-12 02:00:00+00:00,135.3496,7.756486247205152,7.506486247205152,0.0,0.0,A60_Q25
development,5,2024-09-13 15:00:00+00:00,2024-09-13 15:20:00+00:00,2024-09-13 15:25:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.086341644957248,3.8363416449572476,False,60,0.33667907471417136,,2024-09-13 15:25:00+00:00,135.448,4.086341644957248,3.8363416449572476,0.0,0.0,A60_Q25
development,5,2024-09-17 15:00:00+00:00,2024-09-17 15:15:00+00:00,2024-09-17 15:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.2679722084219525,-1.5179722084219525,False,60,0.33667907471417136,,2024-09-17 15:35:00+00:00,134.519,-1.2679722084219525,-1.5179722084219525,0.0,0.0,A60_Q25
development,5,2024-09-18 15:00:00+00:00,2024-09-18 18:00:00+00:00,2024-09-18 18:30:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.689256463786817,4.439256463786817,False,60,0.33667907471417136,,2024-09-18 18:30:00+00:00,131.9934,4.689256463786817,4.439256463786817,0.0,0.0,A60_Q25
development,5,2024-09-19 15:00:00+00:00,2024-09-19 15:15:00+00:00,2024-09-19 15:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.4051521258155999,-0.6551521258155999,False,60,0.33667907471417136,,2024-09-19 15:35:00+00:00,141.807,-0.4051521258155999,-0.6551521258155999,0.0,0.0,A60_Q25
development,5,2024-09-21 15:00:00+00:00,2024-09-21 23:40:00+00:00,2024-09-22 00:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.7398480131231011,-0.9898480131231011,False,60,0.33667907471417136,,2024-09-22 00:15:00+00:00,149.134,-0.7398480131231011,-0.9898480131231011,0.0,0.0,A60_Q25
development,5,2024-09-22 15:00:00+00:00,2024-09-23 01:35:00+00:00,2024-09-23 01:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.8539646320593905,-2.103964632059391,False,60,0.33667907471417136,,2024-09-23 01:45:00+00:00,146.706,-1.8539646320593905,-2.103964632059391,0.0,0.0,A60_Q25
development,5,2024-09-23 15:00:00+00:00,2024-09-24 02:35:00+00:00,2024-09-24 02:55:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.012292630609204,3.7622926306092044,False,60,0.33667907471417136,,2024-09-24 02:55:00+00:00,146.6202,4.012292630609204,3.7622926306092044,0.0,0.0,A60_Q25
development,5,2024-09-24 15:00:00+00:00,2024-09-24 17:40:00+00:00,2024-09-24 22:10:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.8500569242067035,5.6000569242067035,True,60,0.33667907471417136,0.45854444956241547,2024-09-24 18:40:00+00:00,147.447,-3.354823063398127,-3.6048230633981273,-9.20487998760483,-9.20487998760483,A60_Q25
development,5,2024-09-25 15:00:00+00:00,2024-09-25 15:00:00+00:00,2024-09-25 15:20:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.305240979720847,3.055240979720847,False,60,0.33667907471417136,,2024-09-25 15:20:00+00:00,152.884,3.305240979720847,3.055240979720847,0.0,0.0,A60_Q25
development,5,2024-09-26 15:00:00+00:00,2024-09-26 15:25:00+00:00,2024-09-26 15:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.973595559690682,6.723595559690682,False,60,0.33667907471417136,,2024-09-26 15:45:00+00:00,158.0186,6.973595559690682,6.723595559690682,0.0,0.0,A60_Q25
development,5,2024-09-27 15:00:00+00:00,2024-09-27 15:15:00+00:00,2024-09-28 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-7.571757778288446,-7.821757778288446,True,60,0.33667907471417136,0.40722291407222827,2024-09-27 16:15:00+00:00,158.893,-6.5220226966389845,-6.772022696638985,1.0497350816494615,1.0497350816494606,A60_Q25
development,5,2024-09-28 15:00:00+00:00,2024-09-29 01:55:00+00:00,2024-09-29 02:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6900131672237242,-0.9400131672237242,False,60,0.33667907471417136,,2024-09-29 02:35:00+00:00,157.75,-0.6900131672237242,-0.9400131672237242,0.0,0.0,A60_Q25
development,5,2024-09-29 15:00:00+00:00,2024-09-29 15:15:00+00:00,2024-09-29 19:20:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.0425396825396467,2.7925396825396467,True,60,0.33667907471417136,0.3547579298831382,2024-09-29 16:15:00+00:00,157.256,-0.7746031746031501,-1.02460317460315,-3.8171428571427968,-3.8171428571427968,A60_Q25
development,5,2024-10-02 15:00:00+00:00,2024-10-02 16:05:00+00:00,2024-10-02 19:00:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-19.988117180801122,-20.238117180801122,True,60,0.33667907471417136,0.5132954337062177,2024-10-02 17:05:00+00:00,145.331,-9.39147812818597,-9.641478128185971,10.596639052615153,10.596639052615151,A60_Q25
development,5,2024-10-03 15:00:00+00:00,2024-10-04 01:30:00+00:00,2024-10-04 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-3.5093546686693067,-3.7593546686693067,False,60,0.33667907471417136,0.33090555960184503,2024-10-04 02:55:00+00:00,137.515,-3.5093546686693067,-3.7593546686693067,0.0,0.0,A60_Q25
development,5,2024-10-04 15:00:00+00:00,2024-10-04 16:20:00+00:00,2024-10-04 18:05:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.11570989775455676,-0.36570989775455676,False,60,0.33667907471417136,,2024-10-04 18:05:00+00:00,142.565,-0.11570989775455676,-0.36570989775455676,0.0,0.0,A60_Q25
development,5,2024-10-06 15:00:00+00:00,2024-10-06 15:00:00+00:00,2024-10-07 00:20:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.532179704132333,4.282179704132333,True,60,0.33667907471417136,0.43390545016561377,2024-10-06 16:00:00+00:00,145.903,-2.2142311261531544,-2.4642311261531544,-6.7464108302854875,-6.7464108302854875,A60_Q25
development,5,2024-10-10 15:00:00+00:00,2024-10-11 02:50:00+00:00,2024-10-11 02:55:00+00:00,TIME,ECONOMIC_POSITIVE,True,0.4939587775408816,0.24395877754088158,False,60,0.33667907471417136,,2024-10-11 02:55:00+00:00,140.839,0.4939587775408816,0.24395877754088158,0.0,0.0,A60_Q25
development,5,2024-10-11 15:00:00+00:00,2024-10-11 15:05:00+00:00,2024-10-11 15:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.0980140713270385,3.8480140713270385,False,60,0.33667907471417136,,2024-10-11 15:15:00+00:00,145.4474,4.0980140713270385,3.8480140713270385,0.0,0.0,A60_Q25
development,5,2024-10-13 15:00:00+00:00,2024-10-13 22:00:00+00:00,2024-10-13 22:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.31682047064690577,-0.5668204706469058,False,60,0.33667907471417136,,2024-10-13 22:25:00+00:00,148.255,-0.31682047064690577,-0.5668204706469058,0.0,0.0,A60_Q25
development,5,2024-10-14 15:00:00+00:00,2024-10-14 15:20:00+00:00,2024-10-14 15:25:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.1689860834990276,4.9189860834990276,False,60,0.33667907471417136,,2024-10-14 15:25:00+00:00,157.542,5.1689860834990276,4.9189860834990276,0.0,0.0,A60_Q25
development,5,2024-10-18 15:00:00+00:00,2024-10-18 15:00:00+00:00,2024-10-18 16:50:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.4257643332686882,3.1757643332686882,False,60,0.33667907471417136,0.3320754716981108,2024-10-18 16:50:00+00:00,155.77,3.4257643332686882,3.1757643332686882,0.0,0.0,A60_Q25
development,5,2024-10-19 15:00:00+00:00,2024-10-19 15:00:00+00:00,2024-10-19 15:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.7324840764331153,-0.9824840764331153,False,60,0.33667907471417136,,2024-10-19 15:20:00+00:00,156.77,-0.7324840764331153,-0.9824840764331153,0.0,0.0,A60_Q25
development,5,2024-10-20 15:00:00+00:00,2024-10-20 20:40:00+00:00,2024-10-20 20:50:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.940258775459672,4.690258775459672,False,60,0.33667907471417136,,2024-10-20 20:50:00+00:00,163.126,4.940258775459672,4.690258775459672,0.0,0.0,A60_Q25
development,5,2024-10-21 15:00:00+00:00,2024-10-21 19:50:00+00:00,2024-10-21 20:00:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.11919661481613053,-0.36919661481613053,False,60,0.33667907471417136,,2024-10-21 20:00:00+00:00,167.75,-0.11919661481613053,-0.36919661481613053,0.0,0.0,A60_Q25
development,5,2024-10-22 15:00:00+00:00,2024-10-22 15:00:00+00:00,2024-10-23 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-13.74238162212843,-13.99238162212843,True,60,0.33667907471417136,0.46778711484593577,2024-10-22 16:00:00+00:00,167.75,-8.468120018752911,-8.718120018752911,5.274261603375519,5.274261603375519,A60_Q25
development,5,2024-10-23 15:00:00+00:00,2024-10-23 18:45:00+00:00,2024-10-23 19:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.3274336283185528,-1.5774336283185528,False,60,0.33667907471417136,,2024-10-23 19:15:00+00:00,169.05,-1.3274336283185528,-1.5774336283185528,0.0,0.0,A60_Q25
development,5,2024-10-24 15:00:00+00:00,2024-10-24 16:45:00+00:00,2024-10-25 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-4.513399153737662,-4.763399153737663,False,60,0.33667907471417136,0.24764890282131874,2024-10-25 02:55:00+00:00,175.65,-4.513399153737662,-4.763399153737663,0.0,0.0,A60_Q25
development,5,2024-10-26 15:00:00+00:00,2024-10-26 18:10:00+00:00,2024-10-26 19:10:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.735024665257214,3.485024665257214,False,60,0.33667907471417136,,2024-10-26 19:10:00+00:00,171.552,3.735024665257214,3.485024665257214,0.0,0.0,A60_Q25
development,5,2024-10-27 15:00:00+00:00,2024-10-27 17:10:00+00:00,2024-10-27 17:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.14126688139237675,-0.39126688139237675,False,60,0.33667907471417136,,2024-10-27 17:25:00+00:00,176.92,-0.14126688139237675,-0.39126688139237675,0.0,0.0,A60_Q25
development,5,2024-10-28 15:00:00+00:00,2024-10-28 22:05:00+00:00,2024-10-28 23:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.2607160867372236,-1.5107160867372236,False,60,0.33667907471417136,,2024-10-28 23:30:00+00:00,178.02,-1.2607160867372236,-1.5107160867372236,0.0,0.0,A60_Q25
development,5,2024-10-29 15:00:00+00:00,2024-10-29 16:10:00+00:00,2024-10-29 16:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.850173257796574,3.600173257796574,False,60,0.33667907471417136,,2024-10-29 16:45:00+00:00,183.21,3.850173257796574,3.600173257796574,0.0,0.0,A60_Q25
development,5,2024-11-05 15:00:00+00:00,2024-11-05 16:30:00+00:00,2024-11-05 16:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.1919661481614163,-1.4419661481614163,False,60,0.33667907471417136,,2024-11-05 16:45:00+00:00,167.39,-1.1919661481614163,-1.4419661481614163,0.0,0.0,A60_Q25
development,5,2024-11-06 15:00:00+00:00,2024-11-06 21:30:00+00:00,2024-11-06 23:05:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.086265366680772,-1.336265366680772,False,60,0.33667907471417136,,2024-11-06 23:05:00+00:00,188.31,-1.086265366680772,-1.336265366680772,0.0,0.0,A60_Q25
development,5,2024-11-07 15:00:00+00:00,2024-11-07 15:05:00+00:00,2024-11-07 15:30:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.2686306658908926,3.0186306658908926,False,60,0.33667907471417136,,2024-11-07 15:30:00+00:00,190.30599999999998,3.2686306658908926,3.0186306658908926,0.0,0.0,A60_Q25
development,5,2024-11-09 15:00:00+00:00,2024-11-10 02:45:00+00:00,2024-11-10 02:55:00+00:00,TIME_AFTER_FINAL_INVALIDATION,M2_FAILED_BREAK,False,-2.6773432894478533,-2.9273432894478537,False,60,0.33667907471417136,,2024-11-10 02:55:00+00:00,202.47,-2.6773432894478533,-2.9273432894478537,0.0,0.0,A60_Q25
development,5,2024-11-10 15:00:00+00:00,2024-11-10 15:30:00+00:00,2024-11-10 15:35:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.00285850404958,5.75285850404958,False,60,0.33667907471417136,,2024-11-10 15:35:00+00:00,212.42000000000002,6.00285850404958,5.75285850404958,0.0,0.0,A60_Q25
development,5,2024-11-11 15:00:00+00:00,2024-11-11 16:20:00+00:00,2024-11-11 16:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-3.7716247346311627,-4.021624734631163,False,60,0.33667907471417136,,2024-11-11 16:30:00+00:00,219.72,-3.7716247346311627,-4.021624734631163,0.0,0.0,A60_Q25
development,5,2024-11-13 15:00:00+00:00,2024-11-13 16:10:00+00:00,2024-11-13 16:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.1720904578046976,-1.4220904578046976,False,60,0.33667907471417136,,2024-11-13 16:20:00+00:00,217.05,-1.1720904578046976,-1.4220904578046976,0.0,0.0,A60_Q25
development,5,2024-11-15 15:00:00+00:00,2024-11-15 20:50:00+00:00,2024-11-15 21:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.818046787968822,4.568046787968822,False,60,0.33667907471417136,,2024-11-15 21:15:00+00:00,217.516,4.818046787968822,4.568046787968822,0.0,0.0,A60_Q25
development,5,2024-11-21 15:00:00+00:00,2024-11-21 16:50:00+00:00,2024-11-21 17:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,10.667929143488353,10.417929143488353,False,60,0.33667907471417136,,2024-11-21 17:45:00+00:00,258.878,10.667929143488353,10.417929143488353,0.0,0.0,A60_Q25
development,5,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,2024-11-23 16:30:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-14.497153700189724,-14.747153700189724,True,60,0.33667907471417136,0.5133333333333364,2024-11-23 16:00:00+00:00,259.94,-6.755218216318804,-7.005218216318804,7.74193548387092,7.74193548387092,A60_Q25
development,5,2024-11-27 15:00:00+00:00,2024-11-27 15:35:00+00:00,2024-11-27 16:10:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5003126954346016,-0.7503126954346016,False,60,0.33667907471417136,,2024-11-27 16:10:00+00:00,239.61,-0.5003126954346016,-0.7503126954346016,0.0,0.0,A60_Q25
development,5,2024-11-28 15:00:00+00:00,2024-11-29 02:05:00+00:00,2024-11-29 02:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6278777731268392,-0.8778777731268392,False,60,0.33667907471417136,,2024-11-29 02:20:00+00:00,238.6,-0.6278777731268392,-0.8778777731268392,0.0,0.0,A60_Q25
development,5,2024-12-01 15:00:00+00:00,2024-12-01 15:25:00+00:00,2024-12-01 15:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.08372054083466418,-0.3337205408346642,False,60,0.33667907471417136,,2024-12-01 15:45:00+00:00,238.85,-0.08372054083466418,-0.3337205408346642,0.0,0.0,A60_Q25
development,5,2024-12-02 15:00:00+00:00,2024-12-02 15:20:00+00:00,2024-12-02 15:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6794073814324064,-0.9294073814324064,False,60,0.33667907471417136,,2024-12-02 15:30:00+00:00,227.83,-0.6794073814324064,-0.9294073814324064,0.0,0.0,A60_Q25
development,5,2024-12-03 15:00:00+00:00,2024-12-03 18:45:00+00:00,2024-12-03 19:05:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6384290243043322,-0.8884290243043322,False,60,0.33667907471417136,,2024-12-03 19:05:00+00:00,226.83,-0.6384290243043322,-0.8884290243043322,0.0,0.0,A60_Q25
development,5,2024-12-05 15:00:00+00:00,2024-12-06 01:25:00+00:00,2024-12-06 01:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6527415143602888,-0.9027415143602888,False,60,0.33667907471417136,,2024-12-06 01:45:00+00:00,244.8,-0.6527415143602888,-0.9027415143602888,0.0,0.0,A60_Q25
development,5,2024-12-06 15:00:00+00:00,2024-12-06 15:30:00+00:00,2024-12-06 15:55:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.196373100495307,-1.446373100495307,False,60,0.33667907471417136,,2024-12-06 15:55:00+00:00,237.65,-1.196373100495307,-1.446373100495307,0.0,0.0,A60_Q25
development,5,2024-12-07 15:00:00+00:00,2024-12-07 15:00:00+00:00,2024-12-08 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-3.537638831756451,-3.7876388317564516,True,60,0.33667907471417136,0.46484935437589403,2024-12-07 16:00:00+00:00,241.02,-4.278074866310155,-4.528074866310155,-0.7404360345537042,-0.7404360345537038,A60_Q25
development,5,2024-12-08 15:00:00+00:00,2024-12-08 16:00:00+00:00,2024-12-09 01:40:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-9.649344096871848,-9.899344096871848,True,60,0.33667907471417136,0.4745011086474543,2024-12-08 17:00:00+00:00,236.01,-3.847124117053513,-4.0971241170535135,5.802219979818336,5.802219979818335,A60_Q25
development,5,2024-12-11 15:00:00+00:00,2024-12-11 15:00:00+00:00,2024-12-11 16:25:00+00:00,TARGET,ECONOMIC_POSITIVE,True,6.232693068436546,5.982693068436546,False,60,0.33667907471417136,,2024-12-11 16:25:00+00:00,230.346,6.232693068436546,5.982693068436546,0.0,0.0,A60_Q25
development,5,2024-12-12 15:00:00+00:00,2024-12-12 17:30:00+00:00,2024-12-12 17:40:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.3854719890354352,-0.6354719890354352,False,60,0.33667907471417136,,2024-12-12 17:40:00+00:00,233.3,-0.3854719890354352,-0.6354719890354352,0.0,0.0,A60_Q25
development,5,2024-12-15 15:00:00+00:00,2024-12-15 16:05:00+00:00,2024-12-15 17:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.474169075144526,-0.724169075144526,False,60,0.33667907471417136,,2024-12-15 17:20:00+00:00,221.23,-0.474169075144526,-0.724169075144526,0.0,0.0,A60_Q25
development,5,2024-12-16 15:00:00+00:00,2024-12-16 17:40:00+00:00,2024-12-16 17:50:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-2.0427618139725046,-2.292761813972505,False,60,0.33667907471417136,,2024-12-16 17:50:00+00:00,219.39,-2.0427618139725046,-2.292761813972505,0.0,0.0,A60_Q25
development,5,2024-12-17 15:00:00+00:00,2024-12-17 17:05:00+00:00,2024-12-17 17:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-3.0329670329670155,-3.282967032967016,False,60,0.33667907471417136,,2024-12-17 17:15:00+00:00,226.12,-3.0329670329670155,-3.282967032967016,0.0,0.0,A60_Q25
development,5,2024-12-20 15:00:00+00:00,2024-12-20 15:15:00+00:00,2024-12-20 15:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.8739442567567988,-2.1239442567567988,False,60,0.33667907471417136,,2024-12-20 15:35:00+00:00,188.73,-1.8739442567567988,-2.1239442567567988,0.0,0.0,A60_Q25
